Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,param_id,value.integer,value.real,param_index,param_count
1737285472.7487175,2388,1737285466,312282240,,STAT_FLTTIME,5695,0.0,722,1026
1737285472.7608364,2389,1737285466,312357981,,STAT_RUNTIME,338432,0.0,723,1026
1737285497.3135457,2390,1737285497,312762166,,STAT_FLTTIME,5726,0.0,722,1026
1737285497.3137033,2391,1737285497,312832981,,STAT_RUNTIME,338463,0.0,723,1026
1737285514.97101,2392,1737285514,970312693,,MOT_THST_HOVER,0,0.20000000298023224,570,1026
