Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,connected,armed,guided,manual_input,mode,system_status
1737285472.7438343,1754,1737285460,328330188,,True,True,True,True,GUIDED,4
1737285472.744114,1755,1737285461,328492595,,True,True,True,True,GUIDED,4
1737285472.7450106,1756,1737285462,328633983,,True,True,True,True,GUIDED,4
1737285472.7474623,1757,1737285463,328829760,,True,True,True,True,GUIDED,4
1737285472.749243,1758,1737285464,327926538,,True,True,True,True,GUIDED,4
1737285472.7494302,1759,1737285465,328074130,,True,True,True,True,GUIDED,4
1737285472.7497277,1760,1737285466,328198259,,True,True,True,True,GUIDED,4
1737285472.7498312,1761,1737285467,328371443,,True,True,True,True,GUIDED,4
1737285472.7500358,1762,1737285468,328490257,,True,True,True,True,GUIDED,4
1737285472.7597046,1763,1737285469,328640479,,True,True,True,True,GUIDED,4
1737285472.7609396,1764,1737285470,328734256,,True,True,True,True,GUIDED,4
1737285472.761473,1765,1737285471,327906533,,True,True,True,True,GUIDED,4
1737285472.7617311,1766,1737285472,328077903,,True,True,True,True,GUIDED,4
1737285473.3285942,1767,1737285473,328149458,,True,True,True,True,GUIDED,4
1737285474.3291867,1768,1737285474,328376513,,True,True,True,True,GUIDED,4
1737285475.3293102,1769,1737285475,328535401,,True,True,True,True,GUIDED,4
1737285476.3359118,1770,1737285476,328631308,,True,True,True,True,GUIDED,4
1737285477.3295693,1771,1737285477,328819456,,True,True,True,True,GUIDED,4
1737285478.328744,1772,1737285478,327949085,,True,True,True,True,GUIDED,4
1737285479.3287535,1773,1737285479,328099473,,True,True,True,True,GUIDED,4
1737285480.3293037,1774,1737285480,328263028,,True,True,True,True,GUIDED,4
1737285481.3291886,1775,1737285481,328372398,,True,True,True,True,GUIDED,4
1737285482.3317041,1776,1737285482,329678175,,True,True,True,True,GUIDED,4
1737285483.3293736,1777,1737285483,328678823,,True,True,True,True,GUIDED,4
1737285484.329649,1778,1737285484,328843655,,True,True,True,True,GUIDED,4
1737285485.3295903,1779,1737285485,328903507,,True,True,True,True,GUIDED,4
1737285486.3288558,1780,1737285486,328129599,,True,True,True,True,GUIDED,4
1737285487.329116,1781,1737285487,328276579,,True,True,True,True,GUIDED,4
1737285488.329031,1782,1737285488,328423745,,True,True,True,True,GUIDED,4
1737285489.3291776,1783,1737285489,328566134,,True,True,True,True,GUIDED,4
1737285490.3293378,1784,1737285490,328712429,,True,True,True,True,GUIDED,4
1737285491.3295226,1785,1737285491,328830021,,True,True,True,True,GUIDED,4
1737285492.3296192,1786,1737285492,328969188,,True,True,True,True,GUIDED,4
1737285493.3287432,1787,1737285493,328129909,,True,True,True,True,GUIDED,4
1737285494.3288717,1788,1737285494,328243334,,True,True,True,True,GUIDED,4
1737285495.3289018,1789,1737285495,328364426,,True,True,True,True,GUIDED,4
1737285496.32914,1790,1737285496,328557315,,True,True,True,True,GUIDED,4
1737285497.3292902,1791,1737285497,328685092,,True,True,True,True,GUIDED,4
1737285498.3294687,1792,1737285498,328852665,,True,True,True,True,GUIDED,4
1737285499.329894,1793,1737285499,329234128,,True,True,True,True,GUIDED,4
1737285500.2086422,1794,1737285500,206433442,,True,True,False,True,LAND,4
1737285500.3288,1795,1737285500,328133498,,True,True,False,True,LAND,4
1737285501.328977,1796,1737285501,328294404,,True,True,False,True,LAND,4
1737285502.3291168,1797,1737285502,328433756,,True,True,False,True,LAND,4
1737285503.3296947,1798,1737285503,328566144,,True,True,False,True,LAND,4
1737285504.3294683,1799,1737285504,328717625,,True,True,False,True,LAND,4
1737285505.3296053,1800,1737285505,328881235,,True,True,False,True,LAND,4
1737285506.3299227,1801,1737285506,329033475,,True,True,False,True,LAND,4
1737285507.3300233,1802,1737285507,329151623,,True,True,False,True,LAND,4
1737285508.3289437,1803,1737285508,328298919,,True,True,False,True,LAND,4
1737285509.3291435,1804,1737285509,328458214,,True,True,False,True,LAND,4
1737285510.3292968,1805,1737285510,328593806,,True,True,False,True,LAND,4
1737285511.329411,1806,1737285511,328742843,,True,True,False,True,LAND,4
1737285512.329451,1807,1737285512,328874009,,True,True,False,True,LAND,4
1737285513.329764,1808,1737285513,329015971,,True,True,False,True,LAND,4
1737285514.3301399,1809,1737285514,329193637,,True,True,False,True,LAND,4
1737285515.3291407,1810,1737285515,328304470,,True,False,False,True,LAND,3
1737285516.3292875,1811,1737285516,328452914,,True,False,False,True,LAND,3
1737285517.3291926,1812,1737285517,328580024,,True,False,False,True,LAND,3
1737285518.3295212,1813,1737285518,328748968,,True,False,False,True,LAND,3
1737285519.3296459,1814,1737285519,328904394,,True,False,False,True,LAND,3
