Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,rssi,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7
1737285472.778244,12906,1737285472,434672384,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285472.7805474,12907,1737285472,534672896,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285472.780574,12908,1737285472,634673408,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285472.78312,12909,1737285472,734672896,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285472.8406425,12910,1737285472,834673664,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285472.940273,12911,1737285472,934672640,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285473.0406713,12912,1737285473,34673152,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285473.1400945,12913,1737285473,134672640,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285473.238051,12914,1737285473,234673408,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285473.3383439,12915,1737285473,334672896,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285473.4386249,12916,1737285473,434673664,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285473.5410466,12917,1737285473,534673152,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285473.6437087,12918,1737285473,634674176,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285473.7436125,12919,1737285473,734673920,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285473.8415272,12920,1737285473,834674944,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285473.9419465,12921,1737285473,934675712,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285474.0425348,12922,1737285474,34676736,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285474.1408215,12923,1737285474,134676480,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285474.2419686,12924,1737285474,234677504,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285474.3423345,12925,1737285474,334679040,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285474.4427538,12926,1737285474,434679808,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285474.5438504,12927,1737285474,534671104,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285474.6422203,12928,1737285474,634670848,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285474.7392883,12929,1737285474,734670592,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285474.8430142,12930,1737285474,834670080,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285474.9437575,12931,1737285474,934669824,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285475.043583,12932,1737285475,34669312,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285475.1444519,12933,1737285475,134669056,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285475.2442307,12934,1737285475,234668800,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285475.3408244,12935,1737285475,334661888,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285475.441982,12936,1737285475,434661632,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285475.539538,12937,1737285475,534661632,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285475.640679,12938,1737285475,634661376,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285475.7424552,12939,1737285475,734665728,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285475.8431265,12940,1737285475,834665472,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285475.9425192,12941,1737285475,934665472,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285476.0414157,12942,1737285476,34665216,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285476.1399164,12943,1737285476,134665216,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285476.2401116,12944,1737285476,234664960,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285476.342749,12945,1737285476,334665472,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285476.4415061,12946,1737285476,434665216,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285476.5407317,12947,1737285476,534665472,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285476.6401079,12948,1737285476,634665472,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285476.7539723,12949,1737285476,734665984,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285476.841221,12950,1737285476,834666240,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285476.9400764,12951,1737285476,934666240,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285477.0416198,12952,1737285477,34666496,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285477.1414313,12953,1737285477,134666752,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285477.2407632,12954,1737285477,234667008,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285477.3407938,12955,1737285477,334667264,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285477.441202,12956,1737285477,434667776,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285477.5403898,12957,1737285477,534668032,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285477.639993,12958,1737285477,634668288,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285477.741046,12959,1737285477,734668800,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285477.8410964,12960,1737285477,834669056,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285477.9399297,12961,1737285477,934669568,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285478.04274,12962,1737285478,35670080,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285478.1426957,12963,1737285478,134670592,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285478.241331,12964,1737285478,234670848,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285478.3435178,12965,1737285478,334670080,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285478.4414406,12966,1737285478,434671104,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285478.542846,12967,1737285478,534670080,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285478.6407185,12968,1737285478,634670592,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285478.742606,12969,1737285478,734669824,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285478.8480768,12970,1737285478,834670336,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285478.9402516,12971,1737285478,934669312,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285479.0419238,12972,1737285479,34669824,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285479.1418114,12973,1737285479,134670336,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285479.2412832,12974,1737285479,234671104,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285479.3425689,12975,1737285479,334675968,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285479.4446626,12976,1737285479,435676736,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285479.541639,12977,1737285479,534676224,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285479.649513,12978,1737285479,634676992,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285479.7416291,12979,1737285479,734676224,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285479.844387,12980,1737285479,834676736,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285479.9405515,12981,1737285479,934678016,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285480.0422022,12982,1737285480,34678016,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285480.1423662,12983,1737285480,134677504,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285480.2402692,12984,1737285480,234679552,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285480.3528428,12985,1737285480,334680576,,255,1502,1500,1000,1501,1000,1000,1000,1000
1737285480.4452288,12986,1737285480,434680576,,255,1502,1500,1000,1501,1000,1000,1000,1000
