Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1737285472.7333128,12810,1737285462,734821152,base_link,57000.0,-245000.00000000006,-377999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.733556,12811,1737285462,834803408,base_link,59000.0,-242000.00000000006,-381999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.7335892,12812,1737285462,934808384,base_link,61000.0,-246000.00000000006,-366999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.7341628,12813,1737285463,34836640,base_link,61000.0,-245000.00000000006,-363999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.7343984,12814,1737285463,134823152,base_link,63000.0,-246000.00000000006,-356999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.7344556,12815,1737285463,234737408,base_link,59000.0,-249000.00000000006,-371999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.734486,12816,1737285463,334804384,base_link,53000.0,-245000.00000000006,-373999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.735324,12817,1737285463,434800384,base_link,49000.0,-243000.00000000006,-364999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.7392368,12818,1737285463,534726384,base_link,46000.0,-255000.00000000006,-400999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.7393818,12819,1737285463,634726640,base_link,46000.0,-246000.00000000006,-360999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.7396333,12820,1737285463,734723128,base_link,41000.0,-252000.00000000006,-368999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285472.739756,12821,1737285463,834822128,base_link,42000.0,-263000.00000000006,-383999.99999999994,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
