Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,coordinate_frame,type_mask,latitude,longitude,altitude,velocity.x,velocity.y,velocity.z,acceleration_or_force.x,acceleration_or_force.y,acceleration_or_force.z,yaw,yaw_rate
1737285473.2136588,424817,0,0,,6,4088,33.63710954920218,72.99124411561799,3.63700008392334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.221559,424837,0,0,,6,4088,33.63710954920218,72.99124411561799,3.63700008392334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.245977,425092,0,0,,6,4088,33.63710954920218,72.99124411561799,3.63700008392334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.3768857,425094,0,0,,6,4088,33.63710954920218,72.99124411561799,3.63700008392334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.4020123,425347,0,0,,6,4088,33.63710954920218,72.99124411561799,3.63700008392334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.4020348,425348,0,0,,6,4088,33.63710954920218,72.99124411561799,3.63700008392334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.4020462,425523,0,0,,6,4088,33.637109058705704,72.99124398373777,3.6459999084472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.402058,425873,0,0,,6,4088,33.637109058705704,72.99124398373777,3.6459999084472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.4021597,426125,0,0,,6,4088,33.637109058705704,72.99124398373777,3.6459999084472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.4023774,426131,0,0,,6,4088,33.63710863499902,72.99124386346087,3.6530001163482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.402854,426144,0,0,,6,4088,33.63710863499902,72.99124386346087,3.6530001163482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285473.4029398,426148,0,0,,6,4088,33.63710863499902,72.99124386346087,3.6530001163482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
