Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,voltage,temperature,current,charge,capacity,design_capacity,percentage,power_supply_status,power_supply_health,power_supply_technology,present,location,serial_number
1737285481.8438897,13003,1737285481,839292435,,0.0,0.0,-23.3799991607666,nan,nan,nan,0.0,2,0,0,True,id0,
1737285481.9479907,13004,1737285481,939071138,,0.0,0.0,-23.360000610351562,nan,nan,nan,0.0,2,0,0,True,id0,
1737285482.0438433,13005,1737285482,39243397,,0.0,0.0,-23.329999923706055,nan,nan,nan,0.0,2,0,0,True,id0,
1737285482.1461153,13006,1737285482,140150045,,0.0,0.0,-23.329999923706055,nan,nan,nan,0.0,2,0,0,True,id0,
1737285482.245255,13007,1737285482,241740842,,0.0,0.0,-23.309999465942383,nan,nan,nan,0.0,2,0,0,True,id0,
1737285482.3501656,13008,1737285482,340397934,,0.0,0.0,-23.229999542236328,nan,nan,nan,0.0,2,0,0,True,id0,
1737285482.44771,13009,1737285482,439184453,,0.0,0.0,-23.270000457763672,nan,nan,nan,0.0,2,0,0,True,id0,
1737285482.5426104,13010,1737285482,539402304,,0.0,0.0,-23.190000534057617,nan,nan,nan,0.0,2,0,0,True,id0,
1737285482.6430492,13011,1737285482,639296638,,0.0,0.0,-23.290000915527344,nan,nan,nan,0.0,2,0,0,True,id0,
1737285482.744951,13012,1737285482,740656749,,0.0,0.0,-23.489999771118164,nan,nan,nan,0.0,2,0,0,True,id0,
1737285482.8532472,13013,1737285482,840268841,,0.0,0.0,-23.43000030517578,nan,nan,nan,0.0,2,0,0,True,id0,
1737285482.9418914,13014,1737285482,939530767,,0.0,0.0,-23.40999984741211,nan,nan,nan,0.0,2,0,0,True,id0,
1737285483.0428357,13015,1737285483,40346934,,0.0,0.0,-23.450000762939453,nan,nan,nan,0.0,2,0,0,True,id0,
1737285483.1434634,13016,1737285483,140776286,,0.0,0.0,-23.5,nan,nan,nan,0.0,2,0,0,True,id0,
1737285483.242794,13017,1737285483,239416711,,0.0,0.0,-23.530000686645508,nan,nan,nan,0.0,2,0,0,True,id0,
1737285483.3424456,13018,1737285483,339497508,,0.0,0.0,-23.559999465942383,nan,nan,nan,0.0,2,0,0,True,id0,
1737285483.443599,13019,1737285483,439357563,,0.0,0.0,-23.59000015258789,nan,nan,nan,0.0,2,0,0,True,id0,
1737285483.5430622,13020,1737285483,540877434,,0.0,0.0,-23.610000610351562,nan,nan,nan,0.0,2,0,0,True,id0,
1737285483.643797,13021,1737285483,639634433,,0.0,0.0,-23.559999465942383,nan,nan,nan,0.0,2,0,0,True,id0,
