Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fluid_pressure,variance
1737285472.7338243,12809,1737285462,734673152,base_link,0.0,0.0
1737285472.7338734,12810,1737285462,834673408,base_link,0.0,0.0
1737285472.7339015,12811,1737285462,934672384,base_link,0.0,0.0
1737285472.733958,12812,1737285463,34672640,base_link,0.0,0.0
1737285472.7339864,12813,1737285463,134673152,base_link,0.0,0.0
1737285472.7340615,12814,1737285463,236673408,base_link,0.0,0.0
1737285472.7341242,12815,1737285463,334672384,base_link,0.0,0.0
1737285472.7341807,12816,1737285463,434672384,base_link,0.0,0.0
1737285472.7344856,12817,1737285463,534672384,base_link,0.0,0.0
1737285472.734521,12818,1737285463,636672640,base_link,0.0,0.0
1737285472.7345593,12819,1737285463,734672128,base_link,0.0,0.0
1737285472.7346008,12820,1737285463,834672128,base_link,0.0,0.0
1737285472.7346592,12821,1737285463,934671360,base_link,0.0,0.0
1737285472.7347004,12822,1737285464,36671616,base_link,0.0,0.0
1737285472.7347357,12823,1737285464,134671104,base_link,0.0,0.0
1737285472.734758,12824,1737285464,234671360,base_link,0.0,0.0
1737285472.7347786,12825,1737285464,334670592,base_link,0.0,0.0
1737285472.7348049,12826,1737285464,434670848,base_link,0.0,0.0
1737285472.7348416,12827,1737285464,534670080,base_link,0.0,0.0
1737285472.7348626,12828,1737285464,634670592,base_link,0.0,0.0
1737285472.7349327,12829,1737285464,734671104,base_link,0.0,0.0
1737285472.7349682,12830,1737285464,834671616,base_link,0.0,0.0
1737285472.7349908,12831,1737285464,936670848,base_link,0.0,0.0
1737285472.735037,12832,1737285465,34671360,base_link,0.0,0.0
1737285472.7350776,12833,1737285465,134670848,base_link,0.0,0.0
1737285472.7351089,12834,1737285465,234671360,base_link,0.0,0.0
1737285472.735212,12835,1737285465,336670848,base_link,0.0,0.0
1737285472.7353396,12836,1737285465,434671616,base_link,0.0,0.0
1737285472.7354255,12837,1737285465,536671360,base_link,0.0,0.0
1737285472.7355607,12838,1737285465,634671872,base_link,0.0,0.0
1737285472.7355857,12839,1737285465,734671360,base_link,0.0,0.0
1737285472.7356324,12840,1737285465,836672128,base_link,0.0,0.0
1737285472.7356782,12841,1737285465,936671872,base_link,0.0,0.0
1737285472.7357237,12842,1737285466,34672640,base_link,0.0,0.0
1737285472.7357562,12843,1737285466,134673408,base_link,0.0,0.0
1737285472.7358854,12844,1737285466,236674176,base_link,0.0,0.0
1737285472.735929,12845,1737285466,334673664,base_link,0.0,0.0
1737285472.736012,12846,1737285466,434674688,base_link,0.0,0.0
1737285472.7360647,12847,1737285466,536674432,base_link,0.0,0.0
1737285472.7397082,12848,1737285466,634675456,base_link,0.0,0.0
1737285472.7397845,12849,1737285466,734675200,base_link,0.0,0.0
1737285472.7398965,12850,1737285466,836675968,base_link,0.0,0.0
1737285472.7399933,12851,1737285466,934675968,base_link,0.0,0.0
1737285472.7400384,12852,1737285467,34676992,base_link,0.0,0.0
1737285472.7401023,12853,1737285467,134677760,base_link,0.0,0.0
1737285472.7401469,12854,1737285467,234678784,base_link,0.0,0.0
1737285472.7402225,12855,1737285467,334679808,base_link,0.0,0.0
1737285472.7402713,12856,1737285467,434680832,base_link,0.0,0.0
1737285472.7403364,12857,1737285467,534680832,base_link,0.0,0.0
1737285472.7403705,12858,1737285467,634681856,base_link,0.0,0.0
1737285472.7403932,12859,1737285467,734681600,base_link,0.0,0.0
1737285472.7404552,12860,1737285467,834682880,base_link,0.0,0.0
1737285472.7404976,12861,1737285467,934682624,base_link,0.0,0.0
1737285472.7405205,12862,1737285468,34682112,base_link,0.0,0.0
1737285472.7405474,12863,1737285468,134682368,base_link,0.0,0.0
1737285472.740588,12864,1737285468,234682112,base_link,0.0,0.0
1737285472.7406127,12865,1737285468,334681856,base_link,0.0,0.0
1737285472.7546058,12866,1737285468,434681344,base_link,0.0,0.0
1737285472.7547967,12867,1737285468,534681088,base_link,0.0,0.0
1737285472.7548933,12868,1737285468,634680832,base_link,0.0,0.0
1737285472.754918,12869,1737285468,734680576,base_link,0.0,0.0
1737285472.755003,12870,1737285468,834680576,base_link,0.0,0.0
1737285472.7550604,12871,1737285468,936680320,base_link,0.0,0.0
1737285472.758537,12872,1737285469,34680064,base_link,0.0,0.0
1737285472.763359,12873,1737285469,136680064,base_link,0.0,0.0
1737285472.763415,12874,1737285469,234679808,base_link,0.0,0.0
1737285472.7634532,12875,1737285469,334680064,base_link,0.0,0.0
1737285472.7635076,12876,1737285469,434679808,base_link,0.0,0.0
1737285472.763778,12877,1737285469,534680064,base_link,0.0,0.0
1737285472.763875,12878,1737285469,634680064,base_link,0.0,0.0
1737285472.7639086,12879,1737285469,736680064,base_link,0.0,0.0
1737285472.7639525,12880,1737285469,834680064,base_link,0.0,0.0
1737285472.7640774,12881,1737285469,934680320,base_link,0.0,0.0
1737285472.7642255,12882,1737285470,34680320,base_link,0.0,0.0
1737285472.764269,12883,1737285470,134680320,base_link,0.0,0.0
1737285472.7644825,12884,1737285470,234673664,base_link,0.0,0.0
1737285472.7645068,12885,1737285470,335673664,base_link,0.0,0.0
1737285472.764642,12886,1737285470,434667008,base_link,0.0,0.0
1737285472.7648036,12887,1737285470,534665728,base_link,0.0,0.0
1737285472.7648335,12888,1737285470,634665728,base_link,0.0,0.0
1737285472.7655697,12889,1737285470,734664960,base_link,0.0,0.0
1737285472.7705243,12890,1737285470,834665216,base_link,0.0,0.0
1737285472.7707822,12891,1737285470,934665728,base_link,0.0,0.0
1737285472.7712553,12892,1737285471,34665984,base_link,0.0,0.0
1737285472.7713542,12893,1737285471,134665984,base_link,0.0,0.0
1737285472.7741706,12894,1737285471,234666240,base_link,0.0,0.0
1737285472.7742,12895,1737285471,334667264,base_link,0.0,0.0
1737285472.7743545,12896,1737285471,434667776,base_link,0.0,0.0
1737285472.774377,12897,1737285471,536667008,base_link,0.0,0.0
1737285472.7744036,12898,1737285471,634667520,base_link,0.0,0.0
1737285472.7744758,12899,1737285471,736670848,base_link,0.0,0.0
1737285472.777886,12900,1737285471,834671360,base_link,0.0,0.0
