Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,geo.latitude,geo.longitude,geo.altitude,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w,approach.x,approach.y,approach.z
1737285472.7331102,4,1737285421,400877545,,33.637101,72.9912799,520.4259949826221,4.513510704040527,-6.300646781921387,3.75,nan,nan,nan,nan,0.0,0.0,-0.0
