Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7,channels_8,channels_9,channels_10,channels_11,channels_12,channels_13,channels_14,channels_15
1737285472.740948,12809,1737285462,734791152,,1330,1432,1709,1681,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7412918,12810,1737285462,834770408,,1395,1374,1650,1737,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7428591,12811,1737285462,934778384,,1384,1397,1695,1690,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7429984,12812,1737285463,34803640,,1373,1419,1675,1702,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7430713,12813,1737285463,134791152,,1381,1420,1665,1704,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7431543,12814,1737285463,234707408,,1394,1424,1738,1619,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.743234,12815,1737285463,334771384,,1438,1387,1640,1717,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7432787,12816,1737285463,434771384,,1374,1456,1753,1594,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.743367,12817,1737285463,534689384,,1345,1489,1704,1642,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7434554,12818,1737285463,634695640,,1413,1444,1614,1722,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7435062,12819,1737285463,734691128,,1413,1455,1560,1759,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.743604,12820,1737285463,834775128,,1428,1453,1539,1770,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7436922,12821,1737285463,934819360,,1463,1417,1542,1761,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7437818,12822,1737285464,34684616,,1285,1559,1762,1535,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7438958,12823,1737285464,134790104,,1403,1469,1713,1596,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7439852,12824,1737285464,234737360,,1407,1466,1634,1682,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7440417,12825,1737285464,334740592,,1197,1600,1745,1565,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7441483,12826,1737285464,434759848,,1387,1480,1730,1581,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7448685,12827,1737285464,534751080,,1454,1410,1519,1772,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7449298,12828,1737285464,634786592,,1457,1406,1535,1756,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7450726,12829,1737285464,734776104,,1315,1529,1705,1591,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.745128,12830,1737285464,834764616,,1311,1523,1778,1488,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7451787,12831,1737285464,934774848,,1361,1485,1730,1552,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7452908,12832,1737285465,34735360,,1446,1404,1488,1780,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7457693,12833,1737285465,134783848,,1430,1427,1549,1743,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7458339,12834,1737285465,234758360,,1323,1513,1651,1657,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7459762,12835,1737285465,334696848,,1345,1491,1747,1549,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7460475,12836,1737285465,434748616,,1443,1406,1535,1758,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7461164,12837,1737285465,534705360,,1463,1390,1530,1768,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7462268,12838,1737285465,634755872,,1371,1480,1614,1703,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7465596,12839,1737285465,734759360,,1293,1535,1644,1675,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7466176,12840,1737285465,834693128,,1393,1457,1707,1608,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7466981,12841,1737285465,934703872,,1387,1463,1728,1581,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7467687,12842,1737285466,34758640,,1219,1577,1801,1485,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7469032,12843,1737285466,134778408,,1375,1475,1571,1734,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7496092,12844,1737285466,234707176,,1472,1377,1530,1765,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7568622,12845,1737285466,334759664,,1349,1498,1576,1730,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7602441,12846,1737285466,434776688,,1409,1452,1692,1617,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7602754,12847,1737285466,534695432,,1442,1422,1587,1718,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7604775,12848,1737285466,634796456,,1457,1408,1557,1743,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7605069,12849,1737285466,734688200,,1386,1476,1734,1571,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7606049,12850,1737285466,834718968,,1167,1607,1798,1483,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7606466,12851,1737285466,934791968,,1484,1376,1580,1728,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7609344,12852,1737285467,34783992,,1437,1427,1545,1757,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7652714,12853,1737285467,134705760,,1341,1505,1728,1586,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7653127,12854,1737285467,234776784,,1275,1545,1777,1521,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7653587,12855,1737285467,334773808,,1418,1436,1676,1641,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.765403,12856,1737285467,434780832,,1456,1404,1566,1742,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.765435,12857,1737285467,534795832,,1274,1555,1793,1498,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7654893,12858,1737285467,634787856,,1442,1426,1688,1628,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.765713,12859,1737285467,734803600,,1445,1423,1581,1728,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7658226,12860,1737285467,834806880,,1472,1395,1559,1746,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7661312,12861,1737285467,934716624,,1382,1480,1677,1639,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7662022,12862,1737285468,34786112,,1348,1502,1770,1523,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7662385,12863,1737285468,134785368,,1243,1565,1794,1487,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.76629,12864,1737285468,234710112,,1459,1401,1521,1768,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.766324,12865,1737285468,334778856,,1473,1390,1558,1742,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7663546,12866,1737285468,434792344,,1354,1501,1590,1714,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7664073,12867,1737285468,534803088,,1456,1410,1599,1704,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.766445,12868,1737285468,634783832,,1451,1423,1509,1775,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.766513,12869,1737285468,734769576,,1392,1480,1606,1701,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7665517,12870,1737285468,834708576,,1201,1597,1784,1497,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7665856,12871,1737285468,934718320,,1466,1399,1600,1699,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7666256,12872,1737285469,34785064,,1445,1423,1482,1791,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7666492,12873,1737285469,134792064,,1420,1447,1595,1707,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7666793,12874,1737285469,234810808,,1260,1565,1740,1556,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7667916,12875,1737285469,334782064,,1347,1508,1738,1559,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.766815,12876,1737285469,434758808,,1463,1407,1596,1712,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7668486,12877,1737285469,534816064,,1488,1377,1545,1753,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7668777,12878,1737285469,634775064,,1296,1545,1810,1462,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.76705,12879,1737285469,734699064,,1413,1454,1693,1617,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7671514,12880,1737285469,834755064,,1395,1471,1560,1744,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7672439,12881,1737285469,934762320,,1464,1397,1486,1797,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7672741,12882,1737285470,34812320,,1364,1494,1647,1671,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7674327,12883,1737285470,134701320,,1423,1470,1725,1611,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.767462,12884,1737285470,235324664,,1331,1580,1770,1590,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7674887,12885,1737285470,335668664,,1574,1385,1530,1842,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7675233,12886,1737285470,434777008,,1433,1522,1692,1752,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7675939,12887,1737285470,534681728,,1308,1536,1868,1634,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.7680414,12888,1737285470,634694728,,1379,1432,1757,1803,0,0,0,0,0,0,0,0,0,0,0,0
1737285472.768188,12889,1737285470,734725960,,1272,1473,1847,1761,0,0,0,0,0,0,0,0,0,0,0,0
