Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,airspeed,groundspeed,heading,throttle,altitude,climb
1737285472.7450838,12809,1737285462,736608557,,0.07699982821941376,0.07519908994436264,288,0.33000001311302185,568.4099731445312,-0.016555089503526688
1737285472.7451332,12810,1737285462,836784316,,0.07900457829236984,0.07721235603094101,288,0.33000001311302185,568.3999633789062,-0.016732487827539444
1737285472.7452369,12811,1737285462,936646649,,0.06822015345096588,0.06707465648651123,288,0.33000001311302185,568.3999633789062,-0.012449083849787712
1737285472.7453063,12812,1737285463,36847372,,0.06899234652519226,0.0684526115655899,287,0.33000001311302185,568.3999633789062,-0.008613026700913906
1737285472.7454023,12813,1737285463,136631538,,0.06684563308954239,0.0668456181883812,287,0.33000001311302185,568.3999633789062,-4.8122976295417175e-05
1737285472.7454631,12814,1737285463,236594409,,0.07319512963294983,0.07293040305376053,286,0.33000001311302185,568.3999633789062,-0.006219598930329084
1737285472.7455676,12815,1737285463,336755742,,0.06991540640592575,0.0689384788274765,285,0.33000001311302185,568.3999633789062,-0.011646891944110394
1737285472.7456143,12816,1737285463,436814686,,0.06268181651830673,0.060617852956056595,285,0.33000001311302185,568.3999633789062,-0.015952637419104576
1737285472.7456765,12817,1737285463,536987631,,0.07249552011489868,0.07227430492639542,284,0.33000001311302185,568.3999633789062,-0.005659135058522224
1737285472.745784,12818,1737285463,636843631,,0.08119482547044754,0.07925114780664444,283,0.33000001311302185,568.3999633789062,-0.017659444361925125
1737285472.7459035,12819,1737285463,736965168,,0.08965323865413666,0.08961870521306992,283,0.33000001311302185,568.3999633789062,-0.0024881893768906593
1737285472.7459962,12820,1737285463,836794797,,0.09638962149620056,0.09478028863668442,282,0.3400000035762787,568.3999633789062,-0.017540138214826584
1737285472.746059,12821,1737285463,936956408,,0.10247918963432312,0.1023789718747139,282,0.33000001311302185,568.3999633789062,-0.004531177692115307
1737285472.7467248,12822,1737285464,37065204,,0.10624926537275314,0.10590054094791412,281,0.33000001311302185,568.3999633789062,0.00860129576176405
1737285472.746822,12823,1737285464,136700315,,0.08966127038002014,0.08874531835317612,281,0.33000001311302185,568.3999633789062,0.012783292680978775
1737285472.7469316,12824,1737285464,236793297,,0.08305424451828003,0.08183582872152328,281,0.33000001311302185,568.3999633789062,-0.014174072071909904
1737285472.7470114,12825,1737285464,336665501,,0.0671469196677208,0.06701081246137619,281,0.33000001311302185,568.4099731445312,-0.00427309051156044
1737285472.7470765,12826,1737285464,436744334,,0.062130920588970184,0.06128695234656334,281,0.33000001311302185,568.4099731445312,0.010205917060375214
1737285472.747203,12827,1737285464,536678519,,0.04754146188497543,0.046911951154470444,281,0.33000001311302185,568.4099731445312,0.007710977923125029
1737285472.7472816,12828,1737285464,636849037,,0.03326910734176636,0.033267512917518616,281,0.3199999928474426,568.4199829101562,0.00032533713965676725
1737285472.747413,12829,1737285464,736848722,,0.02322331815958023,0.02310461923480034,281,0.3199999928474426,568.4199829101562,-0.0023449815344065428
1737285472.74752,12830,1737285464,836852982,,0.008062797598540783,0.007997069507837296,281,0.3199999928474426,568.4299926757812,-0.0010274098021909595
1737285472.747554,12831,1737285464,936951130,,0.03160026669502258,0.027483034878969193,281,0.3199999928474426,568.4299926757812,0.015596783719956875
1737285472.7476432,12832,1737285465,36933722,,0.024312816560268402,0.02323414385318756,281,0.3199999928474426,568.4299926757812,-0.00716154370456934
1737285472.7477493,12833,1737285465,136778185,,0.04690168797969818,0.03367408365011215,282,0.3199999928474426,568.4299926757812,-0.03264697268605232
1737285472.74785,12834,1737285465,236702556,,0.04474754258990288,0.03198522329330444,282,0.3199999928474426,568.4199829101562,-0.031293582171201706
1737285472.7479377,12835,1737285465,336886093,,0.045994870364665985,0.043857391923666,282,0.3199999928474426,568.4199829101562,-0.013858477585017681
1737285472.748048,12836,1737285465,436994018,,0.06565345823764801,0.05094882473349571,282,0.3199999928474426,568.4199829101562,-0.04140765964984894
1737285472.7481189,12837,1737285465,536766889,,0.05043099448084831,0.0410931259393692,282,0.33000001311302185,568.4199829101562,-0.029234228655695915
1737285472.748209,12838,1737285465,637001407,,0.04932263493537903,0.04346636310219765,282,0.33000001311302185,568.4199829101562,-0.023310892283916473
1737285472.74828,12839,1737285465,736892759,,0.0778786763548851,0.0664631649851799,282,0.33000001311302185,568.4199829101562,-0.04059230908751488
1737285472.7483585,12840,1737285465,837082203,,0.07454247027635574,0.06261152029037476,282,0.3199999928474426,568.4199829101562,-0.04045216739177704
1737285472.7484512,12841,1737285465,936805333,,0.06153657287359238,0.058486685156822205,282,0.33000001311302185,568.4199829101562,-0.019132625311613083
1737285472.748529,12842,1737285466,36835999,,0.07481231540441513,0.0722927376627922,282,0.33000001311302185,568.4199829101562,-0.019252093508839607
1737285472.7487385,12843,1737285466,137102425,,0.10620774328708649,0.09945236146450043,283,0.3199999928474426,568.4199829101562,-0.03727348521351814
1737285472.74879,12844,1737285466,237255536,,0.07707743346691132,0.07421613484621048,282,0.3199999928474426,568.4199829101562,-0.020806169137358665
1737285472.74885,12845,1737285466,337227055,,0.08531554788351059,0.08460956066846848,282,0.3199999928474426,568.4199829101562,-0.010952813550829887
1737285472.7490442,12846,1737285466,436986055,,0.11219408363103867,0.10867786407470703,282,0.33000001311302185,568.4199829101562,-0.027868155390024185
1737285472.7491379,12847,1737285466,536739481,,0.0962909683585167,0.08859944343566895,282,0.33000001311302185,568.4199829101562,-0.03771056979894638
