Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,rssi,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7
1737286264.3134253,20725,1737286254,341182976,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.313607,20726,1737286254,441184768,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3138478,20727,1737286254,541187840,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3140202,20728,1737286254,641189888,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3142743,20729,1737286254,741191680,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3146522,20730,1737286254,841193728,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.314806,20731,1737286254,941197056,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.315048,20732,1737286255,41198848,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.315372,20733,1737286255,141197312,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.315753,20734,1737286255,241199360,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.31667,20735,1737286255,341202432,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3171089,20736,1737286255,441204480,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3174453,20737,1737286255,541206272,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3176346,20738,1737286255,641208576,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3179429,20739,1737286255,741210624,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3184767,20740,1737286255,841212672,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3186064,20741,1737286255,941216000,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3189619,20742,1737286256,43218304,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3194122,20743,1737286256,141221888,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3195536,20744,1737286256,241223936,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3197253,20745,1737286256,341225984,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3200817,20746,1737286256,441228288,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.320172,20747,1737286256,541231872,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3202877,20748,1737286256,641234176,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3205025,20749,1737286256,741236480,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3210263,20750,1737286256,841238784,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3211439,20751,1737286256,941240832,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3213336,20752,1737286257,41243136,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.321567,20753,1737286257,141245952,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.3217056,20754,1737286257,241248256,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.321991,20755,1737286257,341250816,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.32324,20756,1737286257,441253376,,255,1502,1512,1001,1501,1000,1000,1000,1000
1737286264.323496,20757,1737286257,541255680,,255,1502,1512,1001,1501,1000,1000,1000,1000
