Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,coordinate_frame,type_mask,latitude,longitude,altitude,velocity.x,velocity.y,velocity.z,acceleration_or_force.x,acceleration_or_force.y,acceleration_or_force.z,yaw,yaw_rate
1737286264.748642,210742,0,0,,6,4088,33.637219117975356,72.9913129744719,2.303999900817871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286264.8749447,211460,0,0,,6,4088,33.637219117975356,72.9913129744719,2.303999900817871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286264.8773458,211530,0,0,,6,4088,33.63721922693658,72.9913130695693,2.3529999256134033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286264.901549,212002,0,0,,6,4088,33.63721922693658,72.9913130695693,2.3529999256134033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.05327,212229,0,0,,6,4088,33.63721922693658,72.9913130695693,2.3529999256134033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.057434,212248,0,0,,6,4088,33.63721908019239,72.9913130439319,2.4070000648498535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.0575376,213109,0,0,,6,4088,33.63721908019239,72.9913130439319,2.4070000648498535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.2202454,213879,0,0,,6,4088,33.6372192132179,72.99131284527493,2.4670000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.2230554,214359,0,0,,6,4088,33.6372190542026,72.99131273275903,2.509999990463257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.2249115,214605,0,0,,6,4088,33.6372190542026,72.99131273275903,2.509999990463257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.2407773,214733,0,0,,6,4088,33.63721878560606,72.99131258371824,2.552999973297119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.2504485,214734,0,0,,6,4088,33.63721878560606,72.99131258371824,2.552999973297119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.2505887,214739,0,0,,6,4088,33.63721878560606,72.99131258371824,2.552999973297119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.398394,215500,0,0,,6,4088,33.63721834820401,72.99131265312397,2.5910000801086426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.4047446,215542,0,0,,6,4088,33.63721834820401,72.99131265312397,2.5910000801086426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.4047837,216017,0,0,,6,4088,33.63721834820401,72.99131265312397,2.5910000801086426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.4059334,216018,0,0,,6,4088,33.63721834820401,72.99131265312397,2.5910000801086426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.4060173,216035,0,0,,6,4088,33.63721834820401,72.99131265312397,2.5910000801086426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.4061635,216037,0,0,,6,4088,33.63721834820401,72.99131265312397,2.5910000801086426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.4315515,216256,0,0,,6,4088,33.63721834820401,72.99131265312397,2.5910000801086426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.4349868,216257,0,0,,6,4088,33.63721834820401,72.99131255312396,2.635999917984009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.4363322,216280,0,0,,6,4088,33.637218307062405,72.99131256487367,2.635999917984009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.5721328,217090,0,0,,6,4088,33.637218307062405,72.99131256487367,2.635999917984009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.5785322,217112,0,0,,6,4088,33.63721844911694,72.99131229456437,2.683000087738037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.5785754,217396,0,0,,6,4088,33.63721844911694,72.99131229456437,2.683000087738037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.7417376,217943,0,0,,6,4088,33.63721844911694,72.99131229456437,2.683000087738037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.7477415,218711,0,0,,6,4088,33.6372187132179,72.99131184527474,2.7279999256134033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.7478645,218718,0,0,,6,4088,33.63721863143534,72.99131153972166,2.7660000324249268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.751857,218767,0,0,,6,4088,33.63721863143534,72.99131153972166,2.7660000324249268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.9140315,219519,0,0,,6,4088,33.63721863143534,72.99131153972166,2.7660000324249268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.9196289,219528,0,0,,6,4088,33.63721851296459,72.99131097554333,2.809999942779541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.9197206,220069,0,0,,6,4088,33.63721851296459,72.99131097554333,2.809999942779541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286265.9313738,220288,0,0,,6,4088,33.63721851296459,72.99131097554333,2.809999942779541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.0875282,220898,0,0,,6,4088,33.637218476101076,72.99131041607319,2.8469998836517334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.0911129,220972,0,0,,6,4088,33.637218476101076,72.99131041607319,2.8469998836517334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.0911586,221053,0,0,,6,4088,33.637218476101076,72.99131041607319,2.8469998836517334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.0913925,221055,0,0,,6,4088,33.63721849389883,72.99130943997775,2.8469998836517334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.0915203,221068,0,0,,6,4088,33.63721849389883,72.99130943997775,2.8910000324249268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.259056,221834,0,0,,6,4088,33.63721849389883,72.99130943997775,2.8910000324249268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.2623434,221844,0,0,,6,4088,33.63721831944724,72.99130871741724,2.936000108718872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.2625034,221852,0,0,,6,4088,33.63721831944724,72.99130871741724,2.936000108718872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.2626443,221853,0,0,,6,4088,33.63721831944724,72.99130871741724,2.936000108718872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.2626853,222631,0,0,,6,4088,33.63721831944724,72.99130871741724,2.936000108718872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.2628205,222661,0,0,,6,4088,33.63721830489587,72.99130764866412,2.9809999465942383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.435114,223381,0,0,,6,4088,33.63721830489587,72.99130764866412,2.9809999465942383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.4438677,223934,0,0,,6,4088,33.637218377386716,72.99130655607406,3.0250000953674316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.4438932,224175,0,0,,6,4088,33.637218377386716,72.99130655607406,3.0250000953674316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.444277,224193,0,0,,6,4088,33.63721855445751,72.9913054622226,3.0769999027252197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.6053483,224925,0,0,,6,4088,33.63721855445751,72.9913054622226,3.0769999027252197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737286266.6126733,224935,0,0,,6,4088,33.63721875073003,72.99130453623759,3.132999897003174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
