Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,time_ref.secs,time_ref.nsecs,source
1737286264.3274865,20819,1737286263,744619654,,1737286264,359379000,fcu
1737286264.3382971,20820,1737286263,844242283,,1737286264,459415000,fcu
1737286264.3383327,20821,1737286263,944045802,,1737286264,559367000,fcu
1737286264.3383563,20822,1737286264,43994542,,1737286264,659318000,fcu
1737286264.3384025,20823,1737286264,144144394,,1737286264,759377000,fcu
1737286264.3423078,20824,1737286264,244196190,,1737286264,859399000,fcu
1737286264.3540788,20825,1737286264,345400061,,1737286264,959343000,fcu
1737286264.4461954,20826,1737286264,444356635,,1737286265,59383000,fcu
1737286264.548,20827,1737286264,544147764,,1737286265,159304000,fcu
1737286264.6466148,20828,1737286264,643969579,,1737286265,259291000,fcu
1737286264.748365,20829,1737286264,744176190,,1737286265,359359000,fcu
1737286264.8457875,20830,1737286264,844211597,,1737286265,459330000,fcu
1737286264.947543,20831,1737286264,944084894,,1737286265,559324000,fcu
1737286265.0467978,20832,1737286265,44167634,,1737286265,659308000,fcu
1737286265.1474466,20833,1737286265,144177486,,1737286265,759375000,fcu
1737286265.2521138,20834,1737286265,244379134,,1737286265,859374000,fcu
1737286265.351644,20835,1737286265,344354819,,1737286265,959365000,fcu
1737286265.451191,20836,1737286265,444283727,,1737286266,59336000,fcu
1737286265.5492673,20837,1737286265,544612819,,1737286266,159436000,fcu
1737286265.6501222,20838,1737286265,644370653,,1737286266,259371000,fcu
1737286265.7512572,20839,1737286265,744761097,,1737286266,359400000,fcu
1737286265.849984,20840,1737286265,844379504,,1737286266,459348000,fcu
1737286265.9502962,20841,1737286265,944464356,,1737286266,559352000,fcu
1737286266.0499303,20842,1737286266,44431930,,1737286266,659387000,fcu
1737286266.1507668,20843,1737286266,144570152,,1737286266,759356000,fcu
1737286266.2487345,20844,1737286266,244810541,,1737286266,859430000,fcu
1737286266.3482742,20845,1737286266,344459504,,1737286266,959341000,fcu
1737286266.4490175,20846,1737286266,444569485,,1737286267,59374000,fcu
1737286266.5510082,20847,1737286266,546078596,,1737286267,159345000,fcu
1737286266.6542323,20848,1737286266,644861059,,1737286267,259430000,fcu
1737286266.749136,20849,1737286266,744438707,,1737286267,359265000,fcu
1737286266.848734,20850,1737286266,844565670,,1737286267,459386000,fcu
1737286266.948991,20851,1737286266,945027670,,1737286267,559441000,fcu
1737286267.0482712,20852,1737286267,44848244,,1737286267,659377000,fcu
1737286267.1893523,20853,1737286267,146393318,,1737286267,759885000,fcu
1737286267.2488158,20854,1737286267,244908577,,1737286267,859390000,fcu
1737286267.3478944,20855,1737286267,344855540,,1737286267,959375000,fcu
1737286267.4518716,20856,1737286267,446465411,,1737286268,59501000,fcu
1737286267.548308,20857,1737286267,544986633,,1737286268,159383000,fcu
1737286267.6504483,20858,1737286267,645079522,,1737286268,259405000,fcu
1737286267.7521334,20859,1737286267,744483077,,1737286268,359323000,fcu
1737286267.8481545,20860,1737286267,844530485,,1737286268,459314000,fcu
1737286267.957144,20861,1737286267,944766929,,1737286268,559312000,fcu
1737286268.0496695,20862,1737286268,44613151,,1737286268,659385000,fcu
1737286268.147381,20863,1737286268,143859281,,1737286268,759400000,fcu
1737286268.2481785,20864,1737286268,244996410,,1737286268,859379000,fcu
1737286268.3470578,20865,1737286268,344859558,,1737286268,959367000,fcu
1737286268.4541075,20866,1737286268,449754762,,1737286269,59306000,fcu
1737286268.5477128,20867,1737286268,545143725,,1737286269,159361000,fcu
1737286268.6536112,20868,1737286268,644039188,,1737286269,259343000,fcu
1737286268.7494936,20869,1737286268,745106577,,1737286269,359413000,fcu
1737286268.8484738,20870,1737286268,843657040,,1737286269,459314000,fcu
1737286268.9498622,20871,1737286268,944245280,,1737286269,559389000,fcu
1737286269.0492187,20872,1737286269,43894058,,1737286269,659340000,fcu
1737286269.1508186,20873,1737286269,143846891,,1737286269,759304000,fcu
1737286269.250211,20874,1737286269,243925058,,1737286269,859300000,fcu
1737286269.3498518,20875,1737286269,343898595,,1737286269,959373000,fcu
1737286269.4500523,20876,1737286269,443879521,,1737286270,59328000,fcu
1737286269.5496395,20877,1737286269,544068928,,1737286270,159313000,fcu
1737286269.6500092,20878,1737286269,643975687,,1737286270,259390000,fcu
1737286269.7499669,20879,1737286269,743902095,,1737286270,359358000,fcu
1737286269.8495371,20880,1737286269,844007891,,1737286270,459314000,fcu
1737286269.9555676,20881,1737286269,943940594,,1737286270,559300000,fcu
1737286270.0498066,20882,1737286270,44099002,,1737286270,659341000,fcu
1737286270.148415,20883,1737286270,144410520,,1737286270,759334000,fcu
1737286270.249761,20884,1737286270,244108761,,1737286270,859346000,fcu
1737286270.3485432,20885,1737286270,345029724,,1737286270,959401000,fcu
