Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,param_id,value.integer,value.real,param_index,param_count
1737286272.3189685,2420,1737286272,318132037,,STAT_FLTTIME,5776,0.0,722,1026
1737286272.3191144,2421,1737286272,318210760,,STAT_RUNTIME,339238,0.0,723,1026
1737286303.3192747,2422,1737286303,318585686,,STAT_FLTTIME,5807,0.0,722,1026
1737286303.3194242,2423,1737286303,318651926,,STAT_RUNTIME,339269,0.0,723,1026
