Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,geo.latitude,geo.longitude,geo.altitude,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w,approach.x,approach.y,approach.z
1737286264.3022115,5,1737286235,826949133,,33.6371447,72.9912711,518.8662278942163,3.6979265213012695,-1.436013102531433,2.190000057220459,nan,nan,nan,nan,0.0,0.0,-0.0
