Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,severity,text
1729403514.1946585,60,1729403514,194036049,,4,Radio Failsafe - Disarming
1729403515.4553547,61,1729403515,454419697,,4,Radio Failsafe Cleared
