Time,data
1729403412.2197144,0.364
1729403412.2200036,0.366
1729403412.2202682,0.364
1729403412.226641,0.365
1729403412.3274107,0.371
1729403412.4265964,0.375
1729403412.5268617,0.379
1729403412.626457,0.386
1729403412.7267642,0.39
1729403412.8268657,0.392
1729403412.9286132,0.392
1729403413.0287366,0.392
1729403413.1289468,0.389
1729403413.2292626,0.388
1729403413.3285298,0.382
1729403413.4287546,0.374
1729403413.5276718,0.366
1729403413.6277878,0.352
1729403413.7279584,0.346
1729403413.8291323,0.345
1729403413.9281595,0.356
1729403414.0277612,0.367
1729403414.1280618,0.378
1729403414.2294917,0.389
1729403414.327748,0.398
1729403414.4273803,0.405
1729403414.527696,0.411
1729403414.627154,0.413
1729403414.7282948,0.418
1729403414.8284853,0.422
1729403414.9287176,0.425
1729403415.0274734,0.433
1729403415.1287248,0.446
1729403415.228414,0.455
1729403415.3295355,0.462
1729403415.4284687,0.469
1729403415.528326,0.475
1729403415.6279743,0.475
1729403415.7276392,0.468
1729403415.827907,0.464
1729403415.927527,0.464
1729403416.0287464,0.463
1729403416.1288736,0.458
1729403416.2292302,0.451
1729403416.3288486,0.442
1729403416.428215,0.436
1729403416.5279138,0.43
1729403416.6273584,0.423
1729403416.7285826,0.417
1729403416.8272119,0.418
1729403416.926819,0.418
1729403417.0270712,0.416
1729403417.1277719,0.412
1729403417.233115,0.413
1729403417.3266356,0.417
1729403417.4279962,0.421
1729403417.526719,0.425
1729403417.6264613,0.429
1729403417.7263098,0.433
1729403417.826247,0.431
1729403417.9264543,0.43
1729403418.0269227,0.433
1729403418.1272233,0.44
1729403418.2282984,0.447
1729403418.3279788,0.452
1729403418.4280038,0.457
1729403418.5275996,0.461
1729403418.6275444,0.468
1729403418.7273753,0.476
1729403418.8275862,0.483
1729403418.927492,0.486
1729403419.027683,0.49
1729403419.1277688,0.495
1729403419.2287917,0.502
1729403419.3271925,0.509
1729403419.4274924,0.513
1729403419.5272195,0.516
1729403419.627957,0.514
1729403419.7276306,0.507
1729403419.8297436,0.501
