Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,connected,armed,guided,manual_input,mode,system_status
1729403412.249612,651,1729403411,258267370,,True,False,False,True,STABILIZE,3
1729403412.261411,652,1729403412,260517147,,True,False,False,True,STABILIZE,3
1729403413.2597165,653,1729403413,258643147,,True,False,False,True,STABILIZE,3
1729403414.2605627,654,1729403414,259767553,,True,False,False,True,STABILIZE,3
1729403415.2590127,655,1729403415,258003108,,True,False,False,True,STABILIZE,3
1729403416.2637131,656,1729403416,263056756,,True,False,False,True,STABILIZE,3
1729403417.2611763,657,1729403417,260240644,,True,False,False,True,STABILIZE,3
1729403418.2594764,658,1729403418,258374773,,True,False,False,True,STABILIZE,3
1729403419.2581623,659,1729403419,257444773,,True,False,False,True,STABILIZE,3
1729403420.2581446,660,1729403420,257520568,,True,False,False,True,STABILIZE,3
1729403421.2609284,661,1729403421,259790216,,True,False,False,True,STABILIZE,3
1729403422.2589312,662,1729403422,257870863,,True,False,False,True,STABILIZE,3
1729403423.259397,663,1729403423,258016696,,True,False,False,True,STABILIZE,3
1729403424.257876,664,1729403424,257172696,,True,False,False,True,STABILIZE,3
1729403425.2581716,665,1729403425,257269214,,True,False,False,True,STABILIZE,3
1729403426.2580118,666,1729403426,257430139,,True,False,False,True,STABILIZE,3
1729403427.258225,667,1729403427,257562620,,True,False,False,True,STABILIZE,3
1729403428.2584054,668,1729403428,257709953,,True,False,False,True,STABILIZE,3
1729403429.2589033,669,1729403429,257886933,,True,False,False,True,STABILIZE,3
1729403430.2576168,670,1729403430,257017118,,True,False,False,True,STABILIZE,3
1729403431.257856,671,1729403431,257150451,,True,False,False,True,STABILIZE,3
1729403432.2599854,672,1729403432,259296987,,True,False,False,True,STABILIZE,3
1729403433.2581882,673,1729403433,257426561,,True,False,False,True,STABILIZE,3
1729403434.257651,674,1729403434,256576523,,True,False,False,True,STABILIZE,3
1729403435.2574205,675,1729403435,256726837,,True,False,False,True,STABILIZE,3
1729403436.257533,676,1729403436,256865985,,True,False,False,True,STABILIZE,3
1729403437.257864,677,1729403437,257019280,,True,False,False,True,STABILIZE,3
1729403438.258014,678,1729403438,257161595,,True,False,False,True,STABILIZE,3
1729403439.258689,679,1729403439,257281927,,True,False,False,True,STABILIZE,3
1729403440.2575192,680,1729403440,256411353,,True,False,False,True,STABILIZE,3
1729403441.2575428,681,1729403441,256560963,,True,False,False,True,STABILIZE,3
1729403442.2579384,682,1729403442,256702352,,True,False,False,True,STABILIZE,3
1729403443.2576,683,1729403443,256854110,,True,False,False,True,STABILIZE,3
1729403444.258724,684,1729403444,257741369,,True,False,False,True,STABILIZE,3
1729403445.2570457,685,1729403445,256103257,,True,False,False,True,STABILIZE,3
1729403446.2573683,686,1729403446,256272127,,True,False,False,True,STABILIZE,3
1729403447.2571096,687,1729403447,256363052,,True,False,False,True,STABILIZE,3
1729403448.257236,688,1729403448,256550422,,True,False,False,True,STABILIZE,3
1729403449.2573903,689,1729403449,256679644,,True,False,False,True,STABILIZE,3
1729403450.2572773,690,1729403450,255851569,,True,False,False,True,STABILIZE,3
1729403451.2567708,691,1729403451,255986235,,True,False,False,True,STABILIZE,3
1729403452.2571983,692,1729403452,256134142,,True,False,False,True,STABILIZE,3
1729403453.2568333,693,1729403453,256222104,,True,False,False,True,STABILIZE,3
1729403454.257552,694,1729403454,256426289,,True,False,False,True,STABILIZE,3
1729403455.2578726,695,1729403455,256535677,,True,False,False,True,STABILIZE,3
1729403456.2577198,696,1729403456,256677158,,True,False,False,True,STABILIZE,3
1729403457.2578714,697,1729403457,256842361,,True,False,False,True,STABILIZE,3
1729403458.2577899,698,1729403458,256970953,,True,False,False,True,STABILIZE,3
1729403459.2574942,699,1729403459,256126064,,True,False,False,True,STABILIZE,3
1729403460.2574413,700,1729403460,256278952,,True,False,False,True,STABILIZE,3
1729403461.2576725,701,1729403461,256353562,,True,False,False,True,STABILIZE,3
1729403462.2576697,702,1729403462,256496247,,True,False,False,True,STABILIZE,3
1729403463.2576632,703,1729403463,256633783,,True,False,False,True,STABILIZE,3
1729403464.259963,704,1729403464,258802172,,True,False,False,True,STABILIZE,3
1729403465.256696,705,1729403465,255918245,,True,False,False,True,STABILIZE,3
1729403465.7460961,706,1729403465,745001301,,True,False,True,True,GUIDED,3
1729403466.2571802,707,1729403466,256078948,,True,False,True,True,GUIDED,3
1729403467.2573087,708,1729403467,256191429,,True,False,True,True,GUIDED,3
1729403468.2601905,709,1729403468,259366392,,True,False,True,True,GUIDED,3
1729403469.2574294,710,1729403469,256477095,,True,False,True,True,GUIDED,3
1729403470.259715,711,1729403470,258626002,,True,False,True,True,GUIDED,3
1729403471.2567523,712,1729403471,255749668,,True,False,True,True,GUIDED,3
