Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1729403412.2207572,0,1729403412,137574592,map,1.4500484466552734,0.043364956974983215,0.36446526646614075,-0.039089822299160366,0.018192331622598985,-0.3583070915405557,-0.9326076629614948
1729403412.2459006,1,1729403412,236569216,map,1.446140170097351,0.04612860083580017,0.3660522997379303,-0.03908393902347966,0.018213071487711688,-0.35831707043226596,-0.9326036707917416
1729403412.3341715,2,1729403412,332563840,map,1.4437557458877563,0.05144128203392029,0.37189847230911255,-0.03904711130023393,0.018206988441789917,-0.35832266688378533,-0.9326031819955791
1729403412.4389007,3,1729403412,437559232,map,1.4416940212249756,0.05696496367454529,0.37537017464637756,-0.039033125570904735,0.01817680437301784,-0.3583122256411849,-0.9326083678838677
1729403412.5366554,4,1729403412,534556416,map,1.4424574375152588,0.058102041482925415,0.3801729679107666,-0.03907634291460099,0.01816283332024069,-0.3583033092782171,-0.9326102559324985
1729403412.636001,5,1729403412,634551040,map,1.4432796239852905,0.05891112610697746,0.38756781816482544,-0.03915028177872635,0.018136423325919738,-0.35828450620807334,-0.9326148927595068
1729403412.7360327,6,1729403412,734546688,map,1.442971110343933,0.05907081440091133,0.3909973204135895,-0.03919594896030582,0.018124419623019073,-0.3582804158185578,-0.9326147793378095
1729403412.8392284,7,1729403412,837543616,map,1.442539930343628,0.059167783707380295,0.392339825630188,-0.039222620336646495,0.018155690531790704,-0.35831203770253467,-0.9326009010250302
1729403412.9362469,8,1729403412,934539520,map,1.4418251514434814,0.05913122743368149,0.3928266763687134,-0.03923380978349131,0.018164297488117487,-0.35832482834652185,-0.9325953483998682
1729403413.0389512,9,1729403413,36531584,map,1.4411206245422363,0.05939650535583496,0.3920297920703888,-0.039234578470342625,0.018165252243541815,-0.35834058536486785,-0.9325892430987754
1729403413.1406596,10,1729403413,136526464,map,1.4387197494506836,0.05980879068374634,0.3892042338848114,-0.03924263691011256,0.018190344029508497,-0.3583569329279504,-0.9325821333560393
1729403413.2403996,11,1729403413,237524160,map,1.4363552331924438,0.0603555366396904,0.38850346207618713,-0.03925342153064239,0.01821104668014316,-0.3583652422981229,-0.9325780824089527
1729403413.3395395,12,1729403413,336519040,map,1.433072566986084,0.061483949422836304,0.381384938955307,-0.039246513976428185,0.018244051090141614,-0.3583776759563184,-0.9325729500241073
1729403413.4371696,13,1729403413,434516480,map,1.4296143054962158,0.06280981004238129,0.37357258796691895,-0.039241554833596676,0.018270987280974114,-0.35838170373686123,-0.9325710835237628
1729403413.5365732,14,1729403413,534511360,map,1.4252499341964722,0.06438153982162476,0.3659287989139557,-0.03923424692554949,0.018299193810793785,-0.3583899955287814,-0.9325676514221048
1729403413.6339672,15,1729403413,632506752,map,1.4214184284210205,0.06579720228910446,0.35277870297431946,-0.03922563863702035,0.01831314364298505,-0.3583913149996669,-0.9325672326305694
1729403413.7397938,16,1729403413,737503424,map,1.4198472499847412,0.0663205236196518,0.34578990936279297,-0.039255042957568584,0.01831220627777378,-0.35840202120565573,-0.9325618992320781
1729403413.839829,17,1729403413,837499840,map,1.4191886186599731,0.06657126545906067,0.3461593985557556,-0.039294992374052554,0.01828403369925645,-0.35841260672383435,-0.9325567012398943
1729403413.9365506,18,1729403413,934496512,map,1.4203866720199585,0.06438571214675903,0.35647323727607727,-0.039355183476736465,0.018250619697929158,-0.35842586148582567,-0.9325497231956577
1729403414.040385,19,1729403414,37492928,map,1.421811580657959,0.061964355409145355,0.3681352436542511,-0.03943978007722318,0.018215230194145438,-0.35843407462086413,-0.9325436843854122
1729403414.140353,20,1729403414,137489088,map,1.42209792137146,0.06016036868095398,0.37993860244750977,-0.03947657605231235,0.018210013388351234,-0.3584318214470137,-0.9325430953740197
1729403414.2399468,21,1729403414,237485760,map,1.4222215414047241,0.05869827792048454,0.3910577893257141,-0.039471863306718306,0.018203273626643368,-0.3584406518496567,-0.9325400323514066
1729403414.3366187,22,1729403414,334482176,map,1.4211983680725098,0.05991528555750847,0.3984511196613312,-0.03944255580922319,0.01819087845416452,-0.35844368899021545,-0.9325403468780253
1729403414.440244,23,1729403414,437478848,map,1.4203218221664429,0.06107091158628464,0.4064459800720215,-0.03942126365122598,0.01818367872426502,-0.3584604125386666,-0.932534959367638
1729403414.54008,24,1729403414,537475776,map,1.4197779893875122,0.06398043036460876,0.4125116169452667,-0.03938368168624469,0.018163757321581715,-0.3584767768903115,-0.9325306450552351
1729403414.638851,25,1729403414,636472704,map,1.4192841053009033,0.06632882356643677,0.41333696246147156,-0.03937454657298703,0.018135334077114422,-0.35848996714397785,-0.9325265134017331
1729403414.7369192,26,1729403414,734468608,map,1.4172189235687256,0.06727688759565353,0.4194345474243164,-0.0393785554881852,0.018152170774732884,-0.3585188442201551,-0.9325149148420486
1729403414.8368554,27,1729403414,834464512,map,1.4152880907058716,0.06788270175457001,0.42222926020622253,-0.03938246997285239,0.01816203120601681,-0.3585309227623879,-0.9325099136762351
1729403414.9371948,28,1729403414,934463232,map,1.4117363691329956,0.06939493119716644,0.4263537526130676,-0.03938512468293737,0.018163095627949336,-0.3585378305701507,-0.9325071248848286
1729403415.0390573,29,1729403415,36458880,map,1.4084893465042114,0.07069803774356842,0.434545636177063,-0.039376350950080664,0.018177086222873867,-0.3585454305517865,-0.9325043006617914
