Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1729403412.2200391,2309,1729403412,32625968,base_link,279000.0,271000.0,-186000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403412.2203763,2310,1729403412,130398592,base_link,283000.0,273000.0,-183000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403412.2325165,2311,1729403412,230384216,base_link,279000.0,273000.0,-183000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403412.3297627,2312,1729403412,327653840,base_link,284000.0,277000.0,-182000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403412.4311953,2313,1729403412,430080232,base_link,274000.0,272000.0,-185000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403412.5309806,2314,1729403412,530270416,base_link,266000.0,266000.0,-193000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403412.6320257,2315,1729403412,630397040,base_link,276000.0,263000.0,-192000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403412.729739,2316,1729403412,727581688,base_link,270000.0,259999.99999999997,-200000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403412.8311985,2317,1729403412,829857616,base_link,276000.0,257999.99999999997,-194000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403412.9295812,2318,1729403412,927564520,base_link,270000.0,258999.99999999997,-198000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403413.0336337,2319,1729403413,30388584,base_link,277000.0,257999.99999999997,-194000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403413.1333125,2320,1729403413,130359464,base_link,270000.0,256999.99999999997,-198000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403413.23398,2321,1729403413,230359160,base_link,265000.0,258999.99999999997,-198000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403413.3317707,2322,1729403413,330406040,base_link,273000.0,264000.0,-194000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403413.4348345,2323,1729403413,430327480,base_link,275000.0,260999.99999999997,-193000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403413.5318048,2324,1729403413,530377360,base_link,270000.0,261999.99999999997,-195000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403413.63057,2325,1729403413,627547752,base_link,274000.0,259999.99999999997,-191000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403413.7308958,2326,1729403413,727844424,base_link,275000.0,260999.99999999997,-194000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403413.830182,2327,1729403413,827805840,base_link,277000.0,257999.99999999997,-191000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403413.9302418,2328,1729403413,927779512,base_link,270000.0,260999.99999999997,-198000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403414.0324395,2329,1729403414,30016928,base_link,273000.0,263000.0,-191000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403414.1302562,2330,1729403414,127920088,base_link,270000.0,263000.0,-197000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403414.2312133,2331,1729403414,228022760,base_link,270000.0,260999.99999999997,-197000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403414.330649,2332,1729403414,327828176,base_link,274000.0,260999.99999999997,-197000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403414.431829,2333,1729403414,429931848,base_link,278000.0,261999.99999999997,-191000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403414.532417,2334,1729403414,529919776,base_link,273000.0,259999.99999999997,-199000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403414.6314206,2335,1729403414,629806704,base_link,268000.0,259999.99999999997,-196000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403414.7335305,2336,1729403414,730239608,base_link,271000.0,259999.99999999997,-195000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403414.8317218,2337,1729403414,830233512,base_link,269000.0,258999.99999999997,-195000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729403414.9343622,2338,1729403414,930238232,base_link,278000.0,263000.0,-192000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
