Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
1729403666.129218,4849,1729403666,126795584,base_link,-0.000749369035474956,0.00520875072106719,0.012446827255189419,0.00030814371923246474,0.0005559608822408782,0.00010747003495161699
1729403666.2274606,4850,1729403666,224792000,base_link,0.0006789583712816238,0.005089102312922478,0.014863553456962109,0.0003209930756796468,0.00020435856391847875,-0.00014296341740967369
1729403666.3290446,4851,1729403666,326787904,base_link,0.0031509902328252792,0.005126982927322388,0.016049189493060112,0.0006047120575177871,-0.00020075145129979478,-0.0007242839493065972
1729403666.4293473,4852,1729403666,426784320,base_link,0.00480141956359148,0.005045987665653229,0.016481047496199608,0.001521132404529001,-0.0012589729660476422,-0.0009733957768310215
1729403666.5274732,4853,1729403666,524781504,base_link,0.004840129986405373,0.004852063953876495,0.017489071935415268,7.628882255679705e-05,-0.0005194383517318788,0.0008369568324155534
1729403666.6274204,4854,1729403666,624777664,base_link,0.0041320957243442535,0.0039360616356134415,0.01786639913916588,-0.00010666928809302045,0.00013237720247671894,-0.0011464296230410001
1729403666.7291317,4855,1729403666,726773824,base_link,0.004090349189937115,0.0022517850156873465,0.01672298088669777,0.0006235246454057228,0.00037038377048804105,-0.001273977961629011
1729403666.8273208,4856,1729403666,824769728,base_link,0.004890903830528259,0.0011275829747319221,0.01790715754032135,-0.00045222359454738514,0.001480179120547833,-0.00020731094990406385
1729403666.9277666,4857,1729403666,924768704,base_link,0.004212973173707724,0.00033114675898104906,0.019342640414834023,0.0015360474896212945,6.650108615886182e-06,-0.0008863461756776158
1729403667.0276473,4858,1729403667,24762304,base_link,0.003662549192085862,0.0012329068267717957,0.020620794966816902,-0.0010471910101087219,-0.0014426213337190778,-0.00026145869725324765
1729403667.1272323,4859,1729403667,124761024,base_link,0.003518866840749979,0.0004992196918465197,0.021251989528536797,-0.00020126649497762412,-0.00023882574215831637,0.0003101520793907028
1729403667.2301583,4860,1729403667,226757440,base_link,0.002970937406644225,0.00018106504285242409,0.022731998935341835,-0.0011159329728562398,-0.0006854006552895599,-5.5380097565742596e-05
1729403667.3274894,4861,1729403667,324753600,base_link,0.0023959672544151545,-0.0005895299254916608,0.02238057181239128,-0.0002327169860109432,-0.00029161345419658055,0.00033473159524942766
1729403667.4294977,4862,1729403667,426749760,base_link,0.0029433034360408783,-0.0019672152120620012,0.022145017981529236,-0.000483412371409135,-0.0015002006655067972,1.9897485316116344e-05
1729403667.5275307,4863,1729403667,524745920,base_link,0.0038615218363702297,-0.0029280127491801977,0.0222694743424654,-0.0008623484217907098,0.0007741670512398051,-0.00027283944868725443
1729403667.6279626,4864,1729403667,624742336,base_link,0.004985892679542303,-0.003250245936214924,0.02122923545539379,0.0009122295292117959,0.0002663315711306683,-0.000316087793286766
