Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible,alt_ellipsoid,h_acc,v_acc,vel_acc,hdg_acc,dgps_numch,dgps_age
1729403412.2198274,2307,1729403411,829585344,/wgs84,4,336978685,730165667,560490,64,106,2,35807,18,519837,920,1599,248,0,255,4294967295
1729403412.2202015,2308,1729403411,829579968,/wgs84,4,336978685,730165667,560490,64,106,2,35807,18,519837,920,1599,248,0,255,4294967295
1729403412.2203474,2309,1729403412,29574592,/wgs84,4,336978686,730165666,560490,64,106,5,35807,18,519837,921,1600,291,0,255,4294967295
1729403412.2379873,2310,1729403412,29569216,/wgs84,4,336978686,730165666,560490,64,106,5,35807,18,519837,921,1600,291,0,255,4294967295
1729403412.3335135,2311,1729403412,229563840,/wgs84,4,336978687,730165666,560480,64,106,9,35807,18,519828,923,1604,400,0,255,4294967295
1729403412.4344754,2312,1729403412,229559232,/wgs84,4,336978687,730165666,560480,64,106,9,35807,18,519828,923,1604,400,0,255,4294967295
1729403412.5315833,2313,1729403412,429556416,/wgs84,4,336978688,730165667,560500,64,106,13,35807,18,519848,928,1610,305,0,255,4294967295
1729403412.6325662,2314,1729403412,429551040,/wgs84,4,336978688,730165667,560500,64,106,13,35807,18,519848,928,1610,305,0,255,4294967295
1729403412.7313423,2315,1729403412,629546688,/wgs84,4,336978687,730165667,560500,64,106,4,35807,18,519847,934,1616,324,0,255,4294967295
1729403412.834596,2316,1729403412,629543616,/wgs84,4,336978687,730165667,560500,64,106,4,35807,18,519847,934,1616,324,0,255,4294967295
1729403412.9316864,2317,1729403412,829539520,/wgs84,4,336978687,730165666,560510,64,106,2,35807,18,519857,937,1620,361,0,255,4294967295
1729403413.0366936,2318,1729403412,829531584,/wgs84,4,336978687,730165666,560510,64,106,2,35807,18,519857,937,1620,361,0,255,4294967295
1729403413.1384041,2319,1729403413,29526464,/wgs84,4,336978686,730165666,560500,64,106,4,35807,18,519848,939,1624,341,0,255,4294967295
1729403413.233627,2320,1729403413,29524160,/wgs84,4,336978686,730165666,560500,64,106,4,35807,18,519848,939,1624,341,0,255,4294967295
1729403413.334219,2321,1729403413,229519040,/wgs84,4,336978687,730165665,560490,64,106,3,35807,18,519837,941,1628,329,0,255,4294967295
1729403413.4342825,2322,1729403413,229516480,/wgs84,4,336978687,730165665,560490,64,106,3,35807,18,519837,941,1628,329,0,255,4294967295
1729403413.5328674,2323,1729403413,429511360,/wgs84,4,336978687,730165664,560490,64,106,3,35807,18,519837,942,1631,179,0,255,4294967295
1729403413.6331522,2324,1729403413,429506752,/wgs84,4,336978687,730165664,560490,64,106,3,35807,18,519837,942,1631,179,0,255,4294967295
1729403413.7327998,2325,1729403413,629503424,/wgs84,4,336978687,730165663,560470,64,106,5,35807,18,519818,944,1635,335,0,255,4294967295
1729403413.8344345,2326,1729403413,629499840,/wgs84,4,336978687,730165663,560470,64,106,5,35807,18,519818,944,1635,335,0,255,4294967295
1729403413.9323568,2327,1729403413,829496512,/wgs84,4,336978686,730165662,560460,64,106,7,35807,18,519808,946,1639,326,0,255,4294967295
1729403414.034655,2328,1729403413,829492928,/wgs84,4,336978686,730165662,560460,64,106,7,35807,18,519808,946,1639,326,0,255,4294967295
1729403414.134688,2329,1729403414,29489088,/wgs84,4,336978686,730165662,560460,64,106,1,35807,18,519807,948,1642,338,0,255,4294967295
1729403414.237139,2330,1729403414,29485760,/wgs84,4,336978686,730165662,560460,64,106,1,35807,18,519807,948,1642,338,0,255,4294967295
1729403414.3319986,2331,1729403414,229482176,/wgs84,4,336978686,730165661,560470,64,106,3,35807,18,519818,949,1646,332,0,255,4294967295
1729403414.4337296,2332,1729403414,229478848,/wgs84,4,336978686,730165661,560470,64,106,3,35807,18,519818,949,1646,332,0,255,4294967295
1729403414.5352626,2333,1729403414,429475776,/wgs84,4,336978687,730165661,560470,64,106,3,35807,18,519818,951,1649,254,0,255,4294967295
1729403414.6356657,2334,1729403414,429472704,/wgs84,4,336978687,730165661,560470,64,106,3,35807,18,519818,951,1649,254,0,255,4294967295
1729403414.7334526,2335,1729403414,629468608,/wgs84,4,336978687,730165660,560440,64,106,2,35807,18,519787,953,1653,304,0,255,4294967295
1729403414.8331957,2336,1729403414,629464512,/wgs84,4,336978687,730165660,560440,64,106,2,35807,18,519787,953,1653,304,0,255,4294967295
1729403414.9343204,2337,1729403414,829463232,/wgs84,4,336978688,730165659,560460,64,106,2,35807,18,519807,954,1656,325,0,255,4294967295
1729403415.034325,2338,1729403414,829458880,/wgs84,4,336978688,730165659,560460,64,106,2,35807,18,519807,954,1656,325,0,255,4294967295
1729403415.1345832,2339,1729403415,29454784,/wgs84,4,336978688,730165659,560450,64,106,6,35807,18,519797,956,1660,331,0,255,4294967295
1729403415.233107,2340,1729403415,29453504,/wgs84,4,336978688,730165659,560450,64,106,6,35807,18,519797,956,1660,331,0,255,4294967295
1729403415.3344545,2341,1729403415,229449408,/wgs84,4,336978688,730165659,560460,64,106,1,35807,18,519807,958,1663,215,0,255,4294967295
1729403415.43327,2342,1729403415,229445568,/wgs84,4,336978688,730165659,560460,64,106,1,35807,18,519807,958,1663,215,0,255,4294967295
1729403415.5346737,2343,1729403415,429442752,/wgs84,4,336978687,730165659,560450,64,106,2,35807,18,519798,959,1667,341,0,255,4294967295
1729403415.6350262,2344,1729403415,429437376,/wgs84,4,336978687,730165659,560450,64,106,2,35807,18,519798,959,1667,341,0,255,4294967295
1729403415.7328198,2345,1729403415,629432256,/wgs84,4,336978687,730165658,560420,64,106,4,35807,18,519768,961,1670,283,0,255,4294967295
1729403415.8347297,2346,1729403415,629427904,/wgs84,4,336978687,730165658,560420,64,106,4,35807,18,519768,961,1670,283,0,255,4294967295
1729403415.9349532,2347,1729403415,829423296,/wgs84,4,336978687,730165657,560400,64,106,1,35807,18,519748,963,1673,332,0,255,4294967295
1729403416.034442,2348,1729403415,829417920,/wgs84,4,336978687,730165657,560400,64,106,1,35807,18,519748,963,1673,332,0,255,4294967295
1729403416.1323707,2349,1729403416,29413824,/wgs84,4,336978687,730165656,560380,64,106,1,35807,18,519728,964,1676,310,0,255,4294967295
1729403416.2346652,2350,1729403416,29413824,/wgs84,4,336978687,730165656,560380,64,106,1,35807,18,519728,964,1676,310,0,255,4294967295
1729403416.3320746,2351,1729403416,229409728,/wgs84,4,336978687,730165656,560380,64,106,4,35807,18,519727,965,1677,219,0,255,4294967295
1729403416.4323897,2352,1729403416,229405888,/wgs84,4,336978687,730165656,560380,64,106,4,35807,18,519727,965,1677,219,0,255,4294967295
1729403416.533866,2353,1729403416,429401024,/wgs84,4,336978688,730165656,560380,64,106,6,35807,18,519727,966,1679,300,0,255,4294967295
1729403416.6339943,2354,1729403416,429397440,/wgs84,4,336978688,730165656,560380,64,106,6,35807,18,519727,966,1679,300,0,255,4294967295
1729403416.7341142,2355,1729403416,629394112,/wgs84,4,336978688,730165655,560370,64,106,2,35807,18,519717,967,1680,300,0,255,4294967295
1729403416.8344905,2356,1729403416,629390016,/wgs84,4,336978688,730165655,560370,64,106,2,35807,18,519717,967,1680,300,0,255,4294967295
1729403416.9342647,2357,1729403416,829385152,/wgs84,4,336978688,730165655,560360,64,106,0,35807,18,519708,967,1680,297,0,255,4294967295
