Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,remote_timestamp_ns,observed_offset_ns,estimated_offset_ns,round_trip_time_ms
1737286240.3639052,25547,1737286240,363545390,,2592384893000,1737283647976331658,1737283647976330752,4.628445148468018
1737286240.4642203,25548,1737286240,463599093,,2592484914000,1737283647976331158,1737283647976325632,4.695074081420898
1737286240.563962,25549,1737286240,563537667,,2592585138000,1737283647976081177,1737283647976319744,4.623907089233398
1737286240.6641207,25550,1737286240,663608982,,2592685206000,1737283647976058334,1737283647976313856,4.674388885498047
1737286240.7645612,25551,1737286240,763690204,,2592785167000,1737283647976152658,1737283647976308224,4.72168493270874
1737286240.8642995,25552,1737286240,863697593,,2592885232000,1737283647976092519,1737283647976302336,4.72438907623291
1737286240.9643533,25553,1737286240,963682334,,2592985124000,1737283647976182352,1737283647976296960,4.736370086669922
1737286241.064435,25554,1737286241,63688352,,2593085126000,1737283647976315417,1737283647976291840,4.478573799133301
1737286241.1643336,25555,1737286241,163687797,,2593185147000,1737283647976166954,1737283647976286208,4.732536792755127
1737286241.2644322,25556,1737286241,263727630,,2593285126000,1737283647976210139,1737283647976280832,4.765851974487305
1737286241.364338,25557,1737286241,363710982,,2593385081000,1737283647976243139,1737283647976275456,4.7582597732543945
1737286241.464277,25558,1737286241,463738148,,2593485140000,1737283647976191343,1737283647976270080,4.796389102935791
1737286241.5632792,25559,1737286241,562742389,,2593584272000,1737283647976578361,1737283647976265984,3.768371105194092
1737286241.6644113,25560,1737286241,663748167,,2593685632000,1737283647975701380,1737283647976259328,4.814852237701416
1737286241.7633839,25561,1737286241,762776445,,2593784873000,1737283647975970102,1737283647976253440,3.853332996368408
1737286241.8655019,25562,1737286241,864782593,,2593885245000,1737283647976600463,1737283647976249344,5.858370780944824
1737286241.9641662,25563,1737286241,963749426,,2593984685000,1737283647976637768,1737283647976245504,4.841648101806641
1737286242.0633307,25564,1737286242,62771704,,2594083566000,1737283647977340953,1737283647976243712,3.7171850204467773
1737286242.164138,25565,1737286242,163776926,,2594184689000,1737283647976651944,1737283647976239872,4.859777927398682
1737286242.2622747,25566,1737286242,261781889,,2594283376000,1737283647976965981,1737283647976237056,2.868499994277954
1737286242.3642528,25567,1737286242,363795278,,2594385131000,1737283647976216074,1737283647976231936,4.884796142578125
1737286242.4623,25568,1737286242,461830000,,2594483387000,1737283647976984638,1737283647976229120,2.903296947479248
1737286242.564368,25569,1737286242,563882740,,2594585191000,1737283647976204814,1737283647976224000,4.960092067718506
1737286242.6632903,25570,1737286242,662831463,,2594684251000,1737283647976616657,1737283647976220160,3.916055917739868
1737286242.765331,25571,1737286242,764861055,,2594785496000,1737283647976386805,1737283647976215552,5.943944931030273
