Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fix_type,lat,lon,alt,eph,epv,vel,cog,satellites_visible,alt_ellipsoid,h_acc,v_acc,vel_acc,hdg_acc,dgps_numch,dgps_age
1737286240.2860727,20670,1737286240,60340992,/wgs84,3,336371353,729912757,539680,72,102,22,6076,16,499082,1016,1370,301,0,255,4294967295
1737286240.291633,20671,1737286240,260335872,/wgs84,3,336371350,729912757,539930,72,102,16,6076,16,499332,1020,1373,309,0,255,4294967295
1737286240.3940942,20672,1737286240,260330752,/wgs84,3,336371350,729912757,539930,72,102,16,6076,16,499332,1020,1373,309,0,255,4294967295
1737286240.494843,20673,1737286240,460325632,/wgs84,3,336371347,729912758,540170,72,102,23,6076,16,499571,1022,1375,302,0,255,4294967295
1737286240.5901825,20674,1737286240,460319744,/wgs84,3,336371347,729912758,540170,72,102,23,6076,16,499571,1022,1375,302,0,255,4294967295
1737286240.6940753,20675,1737286240,660313856,/wgs84,3,336371344,729912760,540360,72,102,18,6076,16,499762,1024,1379,318,0,255,4294967295
1737286240.792714,20676,1737286240,660308224,/wgs84,3,336371344,729912760,540360,72,102,18,6076,16,499762,1024,1379,318,0,255,4294967295
1737286240.8970573,20677,1737286240,860302336,/wgs84,3,336371341,729912759,540490,72,102,14,6076,16,499892,1027,1382,279,0,255,4294967295
1737286240.9903643,20678,1737286240,860296960,/wgs84,3,336371341,729912759,540490,72,102,14,6076,16,499892,1027,1382,279,0,255,4294967295
1737286241.0981977,20679,1737286241,60291840,/wgs84,3,336371340,729912758,540650,72,102,9,6076,16,500052,1028,1382,256,0,255,4294967295
1737286241.195917,20680,1737286241,60286208,/wgs84,3,336371340,729912758,540650,72,102,9,6076,16,500052,1028,1382,256,0,255,4294967295
1737286241.2981386,20681,1737286241,260280832,/wgs84,3,336371338,729912759,540740,72,102,16,6076,16,500142,1029,1383,237,0,255,4294967295
1737286241.3931472,20682,1737286241,260275456,/wgs84,3,336371338,729912759,540740,72,102,16,6076,16,500142,1029,1383,237,0,255,4294967295
1737286241.4979103,20683,1737286241,460270080,/wgs84,3,336371337,729912758,540810,72,102,15,6076,16,500212,1029,1383,229,0,255,4294967295
1737286241.5963566,20684,1737286241,460265984,/wgs84,3,336371337,729912758,540810,72,102,15,6076,16,500212,1029,1383,229,0,255,4294967295
1737286241.691271,20685,1737286241,660259328,/wgs84,3,336371338,729912756,540820,72,102,8,6076,16,500222,1029,1384,185,0,255,4294967295
1737286241.7935886,20686,1737286241,660253440,/wgs84,3,336371338,729912756,540820,72,102,8,6076,16,500222,1029,1384,185,0,255,4294967295
1737286241.8962665,20687,1737286241,860249344,/wgs84,3,336371339,729912754,540830,72,102,15,6076,16,500232,1030,1385,181,0,255,4294967295
1737286241.9920745,20688,1737286241,860245504,/wgs84,3,336371339,729912754,540830,72,102,15,6076,16,500232,1030,1385,181,0,255,4294967295
1737286242.0942519,20689,1737286242,60243712,/wgs84,3,336371340,729912751,540810,72,102,14,6076,16,500212,1030,1386,231,0,255,4294967295
1737286242.1928859,20690,1737286242,60239872,/wgs84,3,336371340,729912751,540810,72,102,14,6076,16,500212,1030,1386,231,0,255,4294967295
1737286242.296412,20691,1737286242,262237056,/wgs84,3,336371342,729912748,540810,72,102,18,6076,16,500212,1030,1386,235,0,255,4294967295
1737286242.393539,20692,1737286242,262231936,/wgs84,3,336371342,729912748,540810,72,102,18,6076,16,500212,1030,1386,235,0,255,4294967295
1737286242.497772,20693,1737286242,462229120,/wgs84,3,336371345,729912745,540790,72,102,24,6076,16,500192,1031,1387,246,0,255,4294967295
1737286242.5960152,20694,1737286242,462224000,/wgs84,3,336371345,729912745,540790,72,102,24,6076,16,500192,1031,1387,246,0,255,4294967295
1737286242.7006314,20695,1737286242,662220160,/wgs84,3,336371348,729912743,540780,72,102,17,6076,16,500182,1032,1388,257,0,255,4294967295
1737286242.7930777,20696,1737286242,662215552,/wgs84,3,336371348,729912743,540780,72,102,17,6076,16,500182,1032,1388,257,0,255,4294967295
1737286242.8923347,20697,1737286242,862209920,/wgs84,3,336371351,729912741,540790,72,102,18,6076,16,500192,1033,1389,279,0,255,4294967295
1737286242.9914982,20698,1737286242,862207104,/wgs84,3,336371351,729912741,540790,72,102,18,6076,16,500192,1033,1389,279,0,255,4294967295
1737286243.0961337,20699,1737286243,62199680,/wgs84,3,336371354,729912740,540800,72,102,11,6076,16,500202,1034,1390,285,0,255,4294967295
1737286243.1939552,20700,1737286243,62195840,/wgs84,3,336371354,729912740,540800,72,102,11,6076,16,500202,1034,1390,285,0,255,4294967295
1737286243.291913,20701,1737286243,262188160,/wgs84,3,336371358,729912740,540830,72,102,20,6076,16,500232,1036,1390,279,0,255,4294967295
1737286243.3950422,20702,1737286243,262184320,/wgs84,3,336371358,729912740,540830,72,102,20,6076,16,500232,1036,1390,279,0,255,4294967295
1737286243.4961724,20703,1737286243,462177664,/wgs84,3,336371362,729912738,540840,72,102,18,6076,16,500242,1037,1391,291,0,255,4294967295
1737286243.5946229,20704,1737286243,462172800,/wgs84,3,336371362,729912738,540840,72,102,18,6076,16,500242,1037,1391,291,0,255,4294967295
1737286243.6964784,20705,1737286243,662165632,/wgs84,3,336371366,729912737,540850,72,102,22,6076,16,500252,1039,1392,253,0,255,4294967295
1737286243.7943377,20706,1737286243,662161792,/wgs84,3,336371366,729912737,540850,72,102,22,6076,16,500252,1039,1392,253,0,255,4294967295
1737286243.8986716,20707,1737286243,862154112,/wgs84,3,336371370,729912738,540890,72,102,5,6076,16,500292,1041,1392,250,0,255,4294967295
1737286243.9925566,20708,1737286243,862145152,/wgs84,3,336371370,729912738,540890,72,102,5,6076,16,500292,1041,1392,250,0,255,4294967295
1737286244.1011648,20709,1737286244,62142336,/wgs84,3,336371372,729912739,540920,72,102,6,6076,16,500322,1043,1393,271,0,255,4294967295
1737286244.19259,20710,1737286244,62142336,/wgs84,3,336371372,729912739,540920,72,102,6,6076,16,500322,1043,1393,271,0,255,4294967295
1737286244.2966917,20711,1737286244,262132352,/wgs84,3,336371374,729912740,540940,72,102,12,6076,16,500342,1045,1393,250,0,255,4294967295
1737286244.3939219,20712,1737286244,262132352,/wgs84,3,336371374,729912740,540940,72,102,12,6076,16,500342,1045,1393,250,0,255,4294967295
1737286244.493086,20713,1737286244,462132352,/wgs84,3,336371376,729912741,540960,72,102,7,6076,16,500362,1046,1393,203,0,255,4294967295
1737286244.590442,20714,1737286244,462121344,/wgs84,3,336371376,729912741,540960,72,102,7,6076,16,500362,1046,1393,203,0,255,4294967295
1737286244.6942034,20715,1737286244,662114432,/wgs84,3,336371379,729912742,540990,72,102,2,6076,16,500392,1047,1393,227,0,255,4294967295
1737286244.791237,20716,1737286244,662103680,/wgs84,3,336371379,729912742,540990,72,102,2,6076,16,500392,1047,1393,227,0,255,4294967295
1737286244.895027,20717,1737286244,862099584,/wgs84,3,336371381,729912743,541020,72,102,0,6076,16,500422,1048,1394,245,0,255,4294967295
1737286244.9910643,20718,1737286244,862099584,/wgs84,3,336371381,729912743,541020,72,102,0,6076,16,500422,1048,1394,245,0,255,4294967295
1737286245.0982525,20719,1737286245,62098304,/wgs84,3,336371382,729912744,541040,72,102,5,6076,16,500442,1049,1394,269,0,255,4294967295
1737286245.1910896,20720,1737286245,62094208,/wgs84,3,336371382,729912744,541040,72,102,5,6076,16,500442,1049,1394,269,0,255,4294967295
1737286245.295414,20721,1737286245,262090624,/wgs84,3,336371383,729912747,541090,72,102,13,6076,16,500492,1050,1394,254,0,255,4294967295
1737286245.3934293,20722,1737286245,262086784,/wgs84,3,336371383,729912747,541090,72,102,13,6076,16,500492,1050,1394,254,0,255,4294967295
1737286245.5003676,20723,1737286245,462083456,/wgs84,3,336371383,729912749,541120,72,102,11,6076,16,500522,1051,1395,254,0,255,4294967295
1737286245.5940504,20724,1737286245,462077824,/wgs84,3,336371383,729912749,541120,72,102,11,6076,16,500522,1051,1395,254,0,255,4294967295
1737286245.698589,20725,1737286245,662071424,/wgs84,3,336371382,729912750,541120,72,102,12,6076,16,500522,1052,1395,173,0,255,4294967295
1737286245.794958,20726,1737286245,662067328,/wgs84,3,336371382,729912750,541120,72,102,12,6076,16,500522,1052,1395,173,0,255,4294967295
1737286245.8989043,20727,1737286245,862061952,/wgs84,3,336371380,729912751,541150,73,113,18,6076,15,500552,1052,1395,235,0,255,4294967295
1737286245.9978733,20728,1737286245,862057344,/wgs84,3,336371380,729912751,541150,73,113,18,6076,15,500552,1052,1395,235,0,255,4294967295
1737286246.1109366,20729,1737286246,62051712,/wgs84,3,336371379,729912753,541160,73,113,6,6076,15,500562,1053,1396,254,0,255,4294967295
1737286246.2060754,20730,1737286246,62048640,/wgs84,3,336371379,729912753,541160,73,113,6,6076,15,500562,1053,1396,254,0,255,4294967295
1737286246.3027022,20731,1737286246,262040704,/wgs84,3,336371379,729912754,541170,72,102,7,6076,16,500572,1053,1396,232,0,255,4294967295
1737286246.3995545,20732,1737286246,262034048,/wgs84,3,336371379,729912754,541170,72,102,7,6076,16,500572,1053,1396,232,0,255,4294967295
1737286246.4950993,20733,1737286246,462030720,/wgs84,3,336371379,729912755,541180,72,102,8,6076,16,500582,1054,1396,199,0,255,4294967295
1737286246.5924497,20734,1737286246,462023296,/wgs84,3,336371379,729912755,541180,72,102,8,6076,16,500582,1054,1396,199,0,255,4294967295
1737286246.690322,20735,1737286246,662017408,/wgs84,3,336371378,729912756,541180,72,102,9,6076,16,500582,1054,1395,205,0,255,4294967295
1737286246.798715,20736,1737286246,662011264,/wgs84,3,336371378,729912756,541180,72,102,9,6076,16,500582,1054,1395,205,0,255,4294967295
1737286246.905197,20737,1737286246,862009216,/wgs84,3,336371378,729912758,541220,72,102,9,6076,16,500622,1054,1395,157,0,255,4294967295
1737286246.9908662,20738,1737286246,862004096,/wgs84,3,336371378,729912758,541220,72,102,9,6076,16,500622,1054,1395,157,0,255,4294967295
1737286247.1071124,20739,1737286247,61992576,/wgs84,3,336371377,729912759,541260,72,102,6,6076,16,500662,1054,1396,211,0,255,4294967295
1737286247.1917558,20740,1737286247,61993856,/wgs84,3,336371377,729912759,541260,72,102,6,6076,16,500662,1054,1396,211,0,255,4294967295
1737286247.2932467,20741,1737286247,261992064,/wgs84,3,336371377,729912760,541300,72,102,7,6076,16,500702,1054,1395,237,0,255,4294967295
1737286247.3928514,20742,1737286247,261992064,/wgs84,3,336371377,729912760,541300,72,102,7,6076,16,500702,1054,1395,237,0,255,4294967295
