Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,rssi,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7
1737286240.3917906,20672,1737286240,389330752,,255,1500,1502,1005,1502,999,1500,1000,999
1737286240.4925795,20673,1737286240,490325632,,255,1500,1502,1006,1502,999,1500,999,1000
1737286240.5874882,20674,1737286240,585319744,,255,1500,1502,1006,1502,1000,1500,999,1000
1737286240.695721,20675,1737286240,690313856,,255,1500,1502,1005,1502,1000,1500,1000,999
1737286240.790241,20676,1737286240,787308224,,255,1500,1502,1005,1502,999,1500,1000,999
1737286240.8953893,20677,1737286240,892302336,,255,1500,1502,1006,1502,999,1500,999,1000
1737286240.9874449,20678,1737286240,985296960,,255,1500,1502,1006,1502,1000,1500,999,1000
1737286241.0946517,20679,1737286241,90291840,,255,1500,1502,1005,1502,1000,1500,1000,999
1737286241.1940129,20680,1737286241,190286208,,255,1500,1502,1005,1502,1000,1500,1000,999
1737286241.2943826,20681,1737286241,290280832,,255,1500,1502,1006,1502,999,1500,999,1000
1737286241.392026,20682,1737286241,390275456,,255,1500,1502,1006,1502,999,1500,999,1000
1737286241.4921954,20683,1737286241,490270080,,255,1500,1502,1006,1502,1000,1500,999,1000
1737286241.5917404,20684,1737286241,589265984,,255,1500,1502,1005,1502,1000,1500,1000,999
1737286241.6905494,20685,1737286241,686259328,,255,1500,1502,1005,1502,999,1500,1000,999
1737286241.793063,20686,1737286241,789253440,,255,1500,1502,1006,1502,999,1500,999,1000
1737286241.8885884,20687,1737286241,886249344,,255,1500,1502,1006,1502,1000,1500,999,1000
1737286241.9899893,20688,1737286241,988245504,,255,1500,1502,1005,1502,1000,1500,1000,999
1737286242.0911098,20689,1737286242,89243712,,255,1500,1502,1005,1502,999,1500,1000,999
1737286242.1916912,20690,1737286242,185239872,,255,1500,1502,1006,1502,999,1500,999,1000
1737286242.2936451,20691,1737286242,291237056,,255,1500,1502,1006,1502,999,1500,999,1000
1737286242.3924623,20692,1737286242,388231936,,255,1500,1502,1006,1502,1000,1500,1000,999
1737286242.4965062,20693,1737286242,489229120,,255,1500,1502,1005,1502,1000,1500,1000,999
1737286242.5957367,20694,1737286242,590224000,,255,1500,1502,1005,1502,999,1500,1000,999
1737286242.6953743,20695,1737286242,692220160,,255,1500,1502,1006,1502,999,1500,999,1000
1737286242.7889667,20696,1737286242,786215552,,255,1500,1502,1006,1502,999,1500,999,1000
1737286242.8879879,20697,1737286242,886209920,,255,1500,1502,1006,1502,1000,1500,1000,999
1737286242.989452,20698,1737286242,987207104,,255,1500,1502,1005,1502,1000,1500,1000,999
1737286243.0900018,20699,1737286243,88199680,,255,1500,1502,1005,1502,999,1500,1000,999
1737286243.1892016,20700,1737286243,187195840,,255,1500,1502,1006,1502,999,1500,999,1000
1737286243.2879183,20701,1737286243,286188160,,255,1500,1502,1006,1502,1000,1500,999,1000
1737286243.3899684,20702,1737286243,387184320,,255,1500,1502,1006,1502,1000,1500,1000,999
1737286243.4955647,20703,1737286243,491177664,,255,1500,1502,1005,1502,1000,1500,1000,999
1737286243.590705,20704,1737286243,589172800,,255,1500,1502,1005,1502,999,1500,1000,999
