Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fluid_pressure,variance
1737286240.291654,20671,1737286240,289335872,base_link,47794.54650878906,0.0
1737286240.391341,20672,1737286240,390330752,base_link,47796.27990722656,0.0
1737286240.4919615,20673,1737286240,490325632,base_link,47794.873046875,0.0
1737286240.589181,20674,1737286240,587319744,base_link,47796.97570800781,0.0
1737286240.69447,20675,1737286240,690313856,base_link,47793.54553222656,0.0
1737286240.7928505,20676,1737286240,790308224,base_link,47795.33386230469,0.0
1737286240.897305,20677,1737286240,893302336,base_link,47789.8193359375,0.0
1737286240.9893444,20678,1737286240,987296960,base_link,47789.66369628906,0.0
1737286241.098687,20679,1737286241,93291840,base_link,47792.27294921875,0.0
1737286241.192742,20680,1737286241,190286208,base_link,47786.74011230469,0.0
1737286241.2988153,20681,1737286241,292280832,base_link,47793.87512207031,0.0
1737286241.3934608,20682,1737286241,390275456,base_link,47790.31066894531,0.0
1737286241.493952,20683,1737286241,490270080,base_link,47795.49865722656,0.0
1737286241.5965555,20684,1737286241,591265984,base_link,47793.77136230469,0.0
1737286241.691544,20685,1737286241,688259328,base_link,47791.070556640625,0.0
1737286241.7945788,20686,1737286241,790253440,base_link,47797.86682128906,0.0
1737286241.8910928,20687,1737286241,889249344,base_link,47795.55358886719,0.0
1737286241.9923043,20688,1737286241,990245504,base_link,47793.46008300781,0.0
1737286242.0934134,20689,1737286242,91243712,base_link,47790.92712402344,0.0
1737286242.1930516,20690,1737286242,190239872,base_link,47794.85168457031,0.0
1737286242.296142,20691,1737286242,294237056,base_link,47791.11633300781,0.0
1737286242.3926027,20692,1737286242,390231936,base_link,47795.49255371094,0.0
1737286242.4978976,20693,1737286242,494229120,base_link,47794.036865234375,0.0
1737286242.5956006,20694,1737286242,593224000,base_link,47797.92175292969,0.0
1737286242.7007527,20695,1737286242,697220160,base_link,47792.02880859375,0.0
1737286242.7909307,20696,1737286242,788215552,base_link,47792.02880859375,0.0
1737286242.8920496,20697,1737286242,890209920,base_link,47792.3583984375,0.0
1737286242.9916654,20698,1737286242,989207104,base_link,47794.53125,0.0
1737286243.0930808,20699,1737286243,91199680,base_link,47793.82019042969,0.0
1737286243.1917937,20700,1737286243,189195840,base_link,47794.7265625,0.0
1737286243.2921958,20701,1737286243,289188160,base_link,47792.81005859375,0.0
1737286243.3951635,20702,1737286243,390184320,base_link,47794.35119628906,0.0
1737286243.4957812,20703,1737286243,493177664,base_link,47790.460205078125,0.0
1737286243.5948753,20704,1737286243,592172800,base_link,47792.864990234375,0.0
1737286243.6938436,20705,1737286243,691165632,base_link,47795.71838378906,0.0
1737286243.792168,20706,1737286243,789161792,base_link,47792.01354980469,0.0
1737286243.8988154,20707,1737286243,896154112,base_link,47791.29638671875,0.0
1737286243.992381,20708,1737286243,990145152,base_link,47794.287109375,0.0
1737286244.0999222,20709,1737286244,94142336,base_link,47792.23327636719,0.0
1737286244.1927705,20710,1737286244,190142336,base_link,47792.828369140625,0.0
1737286244.2968245,20711,1737286244,294132352,base_link,47793.56994628906,0.0
1737286244.3920565,20712,1737286244,390132352,base_link,47797.20153808594,0.0
1737286244.4942992,20713,1737286244,491132352,base_link,47793.71032714844,0.0
1737286244.5905745,20714,1737286244,588121344,base_link,47790.850830078125,0.0
1737286244.6943028,20715,1737286244,692114432,base_link,47793.59130859375,0.0
1737286244.7914653,20716,1737286244,789103680,base_link,47797.45178222656,0.0
1737286244.8918817,20717,1737286244,890099584,base_link,47795.29724121094,0.0
1737286244.9911504,20718,1737286244,989099584,base_link,47796.929931640625,0.0
1737286245.0984027,20719,1737286245,96098304,base_link,47794.342041015625,0.0
1737286245.1911848,20720,1737286245,189094208,base_link,47790.69519042969,0.0
1737286245.2956002,20721,1737286245,293090624,base_link,47793.365478515625,0.0
1737286245.3935456,20722,1737286245,391086784,base_link,47794.21691894531,0.0
1737286245.5004764,20723,1737286245,498083456,base_link,47795.709228515625,0.0
1737286245.5941365,20724,1737286245,592077824,base_link,47791.5771484375,0.0
1737286245.69884,20725,1737286245,696071424,base_link,47792.779541015625,0.0
1737286245.7945821,20726,1737286245,793067328,base_link,47797.62268066406,0.0
1737286245.8986435,20727,1737286245,896061952,base_link,47790.8203125,0.0
1737286245.99802,20728,1737286245,991057344,base_link,47790.545654296875,0.0
1737286246.1105926,20729,1737286246,94051712,base_link,47793.39599609375,0.0
1737286246.2056856,20730,1737286246,198048640,base_link,47792.779541015625,0.0
1737286246.3030517,20731,1737286246,301040704,base_link,47795.343017578125,0.0
1737286246.399179,20732,1737286246,397034048,base_link,47791.83349609375,0.0
1737286246.4948077,20733,1737286246,492030720,base_link,47793.44482421875,0.0
1737286246.5904653,20734,1737286246,589023296,base_link,47795.57800292969,0.0
1737286246.6894941,20735,1737286246,688017408,base_link,47791.357421875,0.0
1737286246.7991269,20736,1737286246,796011264,base_link,47794.7021484375,0.0
1737286246.8991818,20737,1737286246,898009216,base_link,47796.343994140625,0.0
1737286246.991073,20738,1737286246,989004096,base_link,47792.17224121094,0.0
1737286247.1058295,20739,1737286247,94992576,base_link,47793.24035644531,0.0
1737286247.192032,20740,1737286247,188993856,base_link,47793.23425292969,0.0
1737286247.2924519,20741,1737286247,288992064,base_link,47790.31982421875,0.0
1737286247.3921897,20742,1737286247,387992064,base_link,47795.30334472656,0.0
1737286247.4951499,20743,1737286247,492986688,base_link,47795.60852050781,0.0
1737286247.5917258,20744,1737286247,589984896,base_link,47793.46618652344,0.0
