Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,geo.latitude,geo.longitude,geo.altitude,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w,approach.x,approach.y,approach.z
1737286240.2857475,4,1737286235,757257189,,33.6371333,72.9912746,537.4861719168431,-18.88814926147461,-11.788665771484375,1.3700000047683716,nan,nan,nan,nan,0.0,0.0,-0.0
