Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,param_id,value.integer,value.real,param_index,param_count
1737286246.9348164,1103,1737286246,934467071,,STAT_FLTTIME,25605,0.0,696,1010
1737286246.9428048,1104,1737286246,942464478,,STAT_RUNTIME,1126552,0.0,697,1010
1737286277.4881291,1105,1737286277,487755497,,STAT_FLTTIME,25636,0.0,696,1010
1737286277.4981394,1106,1737286277,497780516,,STAT_RUNTIME,1126583,0.0,697,1010
1737286308.0167754,1107,1737286308,16086312,,STAT_FLTTIME,25666,0.0,696,1010
1737286308.0226336,1108,1737286308,22039887,,STAT_RUNTIME,1126614,0.0,697,1010
