Time,data
1737286240.2856538,1.1
1737286240.2858102,2.11
1737286240.2876616,3.02
1737286240.3870351,3.72
1737286240.4881456,3.86
1737286240.5860927,3.89
1737286240.6898582,3.51
1737286240.7884367,2.79
1737286240.8899062,2.65
1737286240.986107,2.2
1737286241.0908332,2.27
1737286241.1894226,2.94
1737286241.2905893,3.5
1737286241.3875415,3.69
1737286241.4897215,3.17
1737286241.5862248,357.89
1737286241.6879694,351.57
1737286241.7875943,350.16
1737286241.8870122,352.51
1737286241.98805,356.77
1737286242.0894043,1.07
1737286242.1860785,4.24
1737286242.2907026,5.74
1737286242.3874056,5.43
1737286242.489463,4.26
1737286242.5874257,2.73
1737286242.6865396,1.45
1737286242.7864764,0.6
1737286242.88582,0.39
1737286242.9873097,1.39
1737286243.0885983,2.8
1737286243.1876907,3.59
1737286243.2866533,3.53
1737286243.3875713,3.22
1737286243.4940155,2.76
1737286243.586437,2.82
1737286243.6885898,2.78
1737286243.7877991,2.34
1737286243.8884804,1.87
1737286243.9877813,1.53
1737286244.086564,1.27
1737286244.187934,1.3
1737286244.2868662,1.87
1737286244.38939,2.36
1737286244.4864733,2.87
1737286244.585743,2.8
1737286244.687411,2.43
1737286244.7883468,2.42
1737286244.8855493,2.42
1737286244.9863455,2.32
1737286245.0873554,2.0
1737286245.1874485,1.83
1737286245.2915592,1.7
1737286245.3865368,1.97
1737286245.487562,2.04
1737286245.5863206,1.98
1737286245.6888678,2.16
1737286245.7876616,2.51
1737286245.8865376,2.56
1737286245.986617,2.7
1737286246.0862606,2.78
1737286246.1933844,2.6
1737286246.2921453,2.45
1737286246.3883731,2.28
1737286246.4895022,2.34
1737286246.5855627,2.38
1737286246.685038,2.38
1737286246.786586,2.41
1737286246.8865244,2.33
1737286246.9863453,2.4
1737286247.0917523,2.81
1737286247.187191,2.98
1737286247.291571,2.76
1737286247.3858037,2.17
1737286247.4866483,1.44
1737286247.5868266,1.24
1737286247.685884,1.74
1737286247.787345,2.55
1737286247.8874607,2.94
1737286247.9854248,3.0
1737286248.0885315,2.61
1737286248.1864436,2.02
1737286248.290195,1.67
1737286248.3897073,1.58
1737286248.4907029,2.26
1737286248.5867348,2.79
1737286248.6885304,3.21
1737286248.7899668,3.23
1737286248.8868608,3.02
1737286248.9874706,2.44
1737286249.0872386,2.34
1737286249.188094,2.29
1737286249.2901065,2.31
1737286249.3860848,2.4
1737286249.4887254,2.51
1737286249.5863361,2.6
1737286249.688528,2.97
1737286249.7870085,3.21
1737286249.8941138,2.87
1737286249.9867325,2.67
1737286250.0863106,2.42
1737286250.186538,2.19
1737286250.286072,1.85
1737286250.385136,1.81
1737286250.500673,2.17
1737286250.5865762,3.14
1737286250.6853833,3.92
1737286250.7861001,4.18
1737286250.8853474,4.15
1737286250.986553,4.03
1737286251.0891004,3.86
1737286251.186529,3.74
1737286251.2917025,3.56
1737286251.3892226,3.34
1737286251.4883418,2.89
1737286251.5873275,2.44
1737286251.6855328,2.12
1737286251.7850184,2.2
1737286251.8869996,2.07
1737286251.9881465,2.42
1737286252.087307,3.07
1737286252.1859257,3.26
1737286252.2922943,3.35
1737286252.3870587,3.36
1737286252.487206,3.06
1737286252.5853195,2.12
1737286252.6851895,0.92
1737286252.7862928,0.28
1737286252.8903759,0.63
1737286252.9843948,1.55
1737286253.088316,2.12
1737286253.1848464,2.44
1737286253.2896428,2.36
1737286253.3860703,1.73
1737286253.4949296,1.12
1737286253.5863152,0.98
1737286253.684363,1.45
1737286253.7863715,2.14
1737286253.8883488,2.71
1737286253.9860191,2.69
1737286254.0914745,2.54
1737286254.1856728,2.55
1737286254.2884104,2.62
1737286254.3846297,2.7
1737286254.4856694,2.99
1737286254.585515,3.23
1737286254.6845,3.2
1737286254.7850416,3.19
1737286254.8887434,3.05
1737286254.9846256,2.67
1737286255.0866978,2.6
1737286255.1858132,2.34
1737286255.2856843,2.22
1737286255.3866653,2.14
1737286255.4856253,2.08
1737286255.5847976,2.11
1737286255.6867464,2.38
1737286255.7857966,3.04
1737286255.884929,3.75
1737286255.986808,3.79
1737286256.086761,3.5
1737286256.1848204,3.49
1737286256.28394,3.5
1737286256.3859084,3.36
1737286256.4857152,3.24
1737286256.5858934,3.09
1737286256.685923,3.07
1737286256.789979,2.98
1737286256.8893363,3.06
1737286256.9883797,2.81
1737286257.0877495,2.72
1737286257.1849744,2.62
1737286257.2850363,2.63
1737286257.3839145,2.98
1737286257.48914,3.1
1737286257.585952,3.19
1737286257.6850321,3.08
1737286257.7840528,3.44
1737286257.8849955,3.99
1737286257.9859276,4.34
1737286258.084266,4.48
1737286258.1862862,4.46
1737286258.2879474,4.2
1737286258.3854744,4.04
1737286258.4861946,3.9
1737286258.5854712,3.8
1737286258.6853921,3.83
1737286258.7862487,3.87
1737286258.8845675,3.98
1737286258.9843264,3.84
1737286259.0862486,3.69
1737286259.1855698,3.61
1737286259.2848449,3.33
1737286259.3871324,2.95
1737286259.4887378,2.79
1737286259.58515,3.07
1737286259.6877694,3.34
1737286259.7849755,3.37
1737286259.884853,3.16
1737286259.9870067,2.89
1737286260.0855064,2.8
1737286260.1855931,2.92
1737286260.2845337,3.37
1737286260.3866267,4.02
1737286260.485621,4.46
1737286260.5860496,4.82
1737286260.6867232,4.78
1737286260.7869298,4.36
1737286260.8860798,3.97
1737286260.9848804,3.56
1737286261.0868802,3.05
1737286261.1856196,3.11
1737286261.284656,3.37
1737286261.3844473,3.68
1737286261.4884946,3.77
1737286261.5844371,4.19
1737286261.6845272,4.4
1737286261.7856324,4.36
1737286261.8846807,3.97
1737286261.9846375,3.71
1737286262.0916142,3.39
1737286262.1896555,3.58
1737286262.2867947,3.31
1737286262.384699,1.58
1737286262.4857094,357.39
1737286262.5846655,350.11
1737286262.683663,339.35
1737286262.783683,324.69
1737286262.8861697,308.45
1737286262.987393,293.02
1737286263.0841112,280.21
1737286263.1852608,271.27
1737286263.2860224,266.8
1737286263.3870168,266.67
1737286263.4860556,269.23
1737286263.5868175,271.66
1737286263.6870618,270.98
1737286263.7870662,266.73
1737286263.8846588,260.66
1737286263.9876657,254.88
1737286264.0916371,250.96
1737286264.1863723,249.87
1737286264.2848651,251.39
1737286264.3871868,254.07
1737286264.4863055,256.84
1737286264.5862422,258.43
1737286264.6873758,258.74
1737286264.7911208,258.39
1737286264.8847275,257.5
1737286264.984392,256.51
1737286265.0922668,255.78
1737286265.1863382,255.69
