Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1737286240.2992783,874,1737286240,297335872,map,-18.803197860717773,-11.682640075683594,3.0436997413635254,0.007863200989033535,-0.0030317258518830843,-0.6881855827332238,-0.7254857561845707
1737286240.3989468,875,1737286240,397330752,map,-18.804019927978516,-11.70022201538086,3.15274977684021,0.006557307530820901,-0.003867030555678818,-0.6837283422231119,-0.7296969246430074
1737286240.498929,876,1737286240,497325632,map,-18.804317474365234,-11.718022346496582,3.2547545433044434,0.009027953316749259,-0.006088818349844838,-0.6828215438472863,-0.7305040462639625
1737286240.5969841,877,1737286240,595319744,map,-18.802127838134766,-11.736532211303711,3.3506593704223633,0.00860896596552964,-0.007107218805410413,-0.6826436184706388,-0.7306661777495723
1737286240.6991634,878,1737286240,697313856,map,-18.799142837524414,-11.753946304321289,3.440061092376709,0.012341244584286766,-0.007253233220148222,-0.6850769646213392,-0.7283300329075943
1737286240.7975047,879,1737286240,795308224,map,-18.792667388916016,-11.768630027770996,3.5230023860931396,0.013500346233699086,-0.007739588553904812,-0.6895924845649897,-0.7240304169384536
1737286240.9014816,880,1737286240,900302336,map,-18.789684295654297,-11.782285690307617,3.599667549133301,0.013877496733065734,-0.0061429612017695765,-0.6905332784381603,-0.7231413903805697
1737286240.9945467,881,1737286240,993296960,map,-18.793190002441406,-11.790016174316406,3.669768810272217,0.018066059503453684,-0.006897283692453594,-0.6933306853207349,-0.7203600528654843
1737286241.100888,882,1737286241,97291840,map,-18.796768188476562,-11.798319816589355,3.7457096576690674,0.014822688730014652,-0.0077248355829138285,-0.6929223720644156,-0.7208184245055429
1737286241.1978498,883,1737286241,195286208,map,-18.800413131713867,-11.804058074951172,3.8034136295318604,0.013644192532174696,-0.008490429799664335,-0.6886672986464459,-0.7248993725938578
1737286241.3002012,884,1737286241,297280832,map,-18.803022384643555,-11.810800552368164,3.8616976737976074,0.00981424969583099,-0.008193388678816341,-0.6851323802038077,-0.7283063713034035
1737286241.398387,885,1737286241,395275456,map,-18.802968978881836,-11.819171905517578,3.904181957244873,0.011922275865178694,-0.009892929234796802,-0.6838619799139238,-0.7294469012324051
1737286241.5018888,886,1737286241,500270080,map,-18.804479598999023,-11.826170921325684,3.938258409500122,0.011250815840980382,-0.009426917549515867,-0.6872049560713677,-0.7263152901594296
1737286241.599103,887,1737286241,596265984,map,-18.81092643737793,-11.8242769241333,3.9495322704315186,0.010742004469953489,-0.009569768898243883,-0.7199700038568431,-0.6938560530899612
1737286241.7002425,888,1737286241,698259328,map,-18.816587448120117,-11.823187828063965,3.9471242427825928,0.007252540210753839,-0.00989229313197095,-0.7570992166121686,-0.6531847513547168
1737286241.7995467,889,1737286241,797253440,map,-18.82150650024414,-11.818208694458008,3.941249370574951,0.008239595037918329,-0.011829690198845668,-0.7650728065974917,-0.6437823918906508
1737286241.903956,890,1737286241,901249344,map,-18.825563430786133,-11.813504219055176,3.920536994934082,0.0074489665033012735,-0.010624755303007263,-0.7517271936326575,-0.6593465354621596
1737286242.0006135,891,1737286241,998245504,map,-18.833721160888672,-11.806288719177246,3.8933186531066895,0.007931646199114312,-0.007903451167701041,-0.7267405777919936,-0.6868207604890604
1737286242.1036465,892,1737286242,101243712,map,-18.840723037719727,-11.8002347946167,3.8676934242248535,0.01041024855648928,-0.010196692781063926,-0.7003653726010561,-0.7136357607650449
1737286242.199773,893,1737286242,198239872,map,-18.852540969848633,-11.792805671691895,3.8499457836151123,0.00909060930715501,-0.010450929092290033,-0.6803578696523347,-0.7327491440497692
1737286242.3007433,894,1737286242,299237056,map,-18.863618850708008,-11.786099433898926,3.8343617916107178,0.0028483507966262315,-0.010398714686756943,-0.6707186578587357,-0.7416334914435696
1737286242.396687,895,1737286242,395231936,map,-18.876609802246094,-11.777103424072266,3.8246817588806152,0.00032432349528317597,-0.010176378122973395,-0.6726939776976512,-0.7398507609726983
1737286242.5020578,896,1737286242,499229120,map,-18.88691520690918,-11.76947021484375,3.817610263824463,0.0011013427395944846,-0.010707998906885124,-0.6802209264896801,-0.7329281117334094
1737286242.6020021,897,1737286242,600224000,map,-18.898515701293945,-11.754311561584473,3.8131229877471924,0.001008811930885923,-0.010738405423921321,-0.6899682749401249,-0.7237592476256092
1737286242.7067654,898,1737286242,704220160,map,-18.908390045166016,-11.73981761932373,3.8112120628356934,0.0009508612720693009,-0.00947893534408158,-0.6980350184713011,-0.7160002504436392
1737286242.7991607,899,1737286242,796215552,map,-18.917343139648438,-11.724603652954102,3.8130178451538086,-0.002664045755063865,-0.00928028753439124,-0.7033105568236014,-0.7108171633999629
1737286242.9048243,900,1737286242,901209920,map,-18.92313575744629,-11.712199211120605,3.8170907497406006,0.004356196354110789,-0.007966957621285409,-0.7045998376286133,-0.7095467708004292
1737286242.9987936,901,1737286242,997207104,map,-18.93048667907715,-11.69538688659668,3.8207294940948486,0.002309605132545387,-0.007609418860758359,-0.6983826620563789,-0.715680389425181
1737286243.0996904,902,1737286243,98199680,map,-18.93497657775879,-11.681278228759766,3.822971820831299,0.002990543632855849,-0.007023565808645161,-0.6895505047723509,-0.7241973678081878
1737286243.1999354,903,1737286243,197195840,map,-18.93707275390625,-11.666191101074219,3.826547861099243,-0.0017619127773220093,-0.0074825142321871315,-0.6845537561852051,-0.7289218494028403
1737286243.2959378,904,1737286243,294188160,map,-18.93874168395996,-11.653053283691406,3.829763650894165,-0.0018479275547216077,-0.004869193580132126,-0.6849398383784193,-0.7285810139715257
1737286243.3971238,905,1737286243,395184320,map,-18.942285537719727,-11.636469841003418,3.829707145690918,-0.002290051245097649,-0.004308412763620009,-0.6868910416355283,-0.726744033457181
1737286243.5009005,906,1737286243,499177664,map,-18.945188522338867,-11.621562957763672,3.831479787826538,-0.006313661446401783,-0.0031582349993407657,-0.6898452644642898,-0.7239224228652011
1737286243.5989044,907,1737286243,597172800,map,-18.95050048828125,-11.604278564453125,3.832254648208618,-0.004445566251050513,-0.005076156986671885,-0.6894356946576967,-0.7243154647685034
1737286243.6998825,908,1737286243,698165632,map,-18.95367431640625,-11.589912414550781,3.829435110092163,-0.003512193022533299,-0.0043314522795493094,-0.6896976571326251,-0.7240759937790302
1737286243.7989385,909,1737286243,797161792,map,-18.95562171936035,-11.571066856384277,3.826841354370117,-0.008403316785129775,-0.0044089312058894796,-0.6924991873572068,-0.7213562373073646
1737286243.9032977,910,1737286243,901154112,map,-18.954050064086914,-11.55892562866211,3.828428268432617,-0.008666605331157895,-0.0015272788302246876,-0.6955324080074431,-0.7184408303978669
1737286243.9970906,911,1737286243,995145152,map,-18.951303482055664,-11.546335220336914,3.8298304080963135,-0.00866449943501456,-0.0006483759547768785,-0.6975631961074759,-0.7164705810390857
1737286244.1015244,912,1737286244,99142336,map,-18.946372985839844,-11.53729248046875,3.831688642501831,-0.00013586499828242,-0.0015907988323911593,-0.6991939198182461,-0.7149302856845368
1737286244.198973,913,1737286244,197142336,map,-18.941789627075195,-11.531343460083008,3.8353219032287598,-0.003275604467142627,-0.0003503109440422147,-0.6990064725688149,-0.7151077534221819
1737286244.3040535,914,1737286244,302132352,map,-18.935976028442383,-11.526885032653809,3.833456516265869,0.0011237665581987964,0.0007023447415375858,-0.6954398725898878,-0.7185830692917466
1737286244.3998592,915,1737286244,398132352,map,-18.92652702331543,-11.520913124084473,3.826955795288086,0.0011515976186187138,0.0001419664776886963,-0.6923787763690592,-0.7215332866210181
1737286244.5040505,916,1737286244,502132352,map,-18.91616439819336,-11.520424842834473,3.8161392211914062,0.0039011005787266133,0.0022295750865151784,-0.6891731940731373,-0.7245827205918163
1737286244.5948591,917,1737286244,593121344,map,-18.91023063659668,-11.511544227600098,3.8092610836029053,0.0056922001625369905,0.0014953484125083706,-0.6895756525191375,-0.7241897418793231
1737286244.7037547,918,1737286244,702114432,map,-18.901962280273438,-11.510754585266113,3.8070688247680664,0.002950264811671728,0.003247742848344482,-0.6919230570895828,-0.7219579150973676
1737286244.795854,919,1737286244,794103680,map,-18.8991641998291,-11.502676010131836,3.8055567741394043,-0.0010638655452242453,0.004258246399782087,-0.6919884237888271,-0.7218952533920384
1737286244.8999276,920,1737286244,898099584,map,-18.895681381225586,-11.500714302062988,3.8033223152160645,-0.003526299091012579,0.0038724257720906185,-0.6919688015011399,-0.7219084064356338
1737286244.9959033,921,1737286244,994099584,map,-18.895668029785156,-11.49532699584961,3.799586534500122,-0.00032628830539767963,0.001804606936942539,-0.6926353528991218,-0.7212855917346847
1737286245.1031013,922,1737286245,101098304,map,-18.89431381225586,-11.493955612182617,3.798274040222168,0.002212060768110043,-5.52945150789558e-05,-0.6946258230324956,-0.719367826432419
1737286245.198997,923,1737286245,197094208,map,-18.892900466918945,-11.490336418151855,3.7997920513153076,0.0009453061550822978,-0.0005170762798124793,-0.6956643522129884,-0.7183661657459081
1737286245.3008614,924,1737286245,299090624,map,-18.889341354370117,-11.492173194885254,3.803293228149414,0.000971740965814166,0.0007112535591934165,-0.6965226297315769,-0.7175338153074589
1737286245.396192,925,1737286245,395086784,map,-18.883743286132812,-11.49292278289795,3.805665969848633,-0.0010360239985295794,0.0007369000310355641,-0.694816936174152,-0.7191855176782853
1737286245.5049171,926,1737286245,503083456,map,-18.876136779785156,-11.50147533416748,3.808941602706909,-0.0031735932573485,0.0010674386598202466,-0.6943927090606169,-0.7195884618891564
1737286245.5996518,927,1737286245,597077824,map,-18.870010375976562,-11.502299308776855,3.8108203411102295,0.003764856980398213,0.0004376995743002469,-0.6947389123599463,-0.7192520267082457
1737286245.7022212,928,1737286245,701071424,map,-18.86298942565918,-11.51037883758545,3.8140945434570312,0.005402333783099331,-0.0006843473065585711,-0.6936006351308083,-0.7203391599827118
1737286245.7996132,929,1737286245,797067328,map,-18.860618591308594,-11.513978958129883,3.8186838626861572,0.003182498317662365,0.0004400304785373165,-0.6914430427226383,-0.7224238345653441
1737286245.9095347,930,1737286245,907061952,map,-18.85674285888672,-11.52409553527832,3.82315731048584,0.004593849406223359,-0.0011764666478937342,-0.6911142441257461,-0.722729973116072
1737286246.000654,931,1737286245,998057344,map,-18.852630615234375,-11.531658172607422,3.825061321258545,0.005031854564178262,-0.0014709601660346852,-0.6902345733001769,-0.723566687000554
1737286246.11109,932,1737286246,107051712,map,-18.847877502441406,-11.542845726013184,3.8277359008789062,0.0048817098814855275,-0.0014140823850266654,-0.6896945716810167,-0.7240825692373627
1737286246.2062504,933,1737286246,203048640,map,-18.84514617919922,-11.544302940368652,3.827747344970703,0.009526707069985721,-0.0035185667662688967,-0.6908335301782209,-0.722942525462302
1737286246.307166,934,1737286246,306040704,map,-18.84259605407715,-11.548103332519531,3.8278753757476807,0.010661286586689411,-0.0023514899653602926,-0.6917746840607756,-0.7220308815804719
1737286246.403161,935,1737286246,402034048,map,-18.841724395751953,-11.550086975097656,3.8270792961120605,0.0071520432728329805,-0.002588897175110262,-0.6928810444643734,-0.7210117919357487
1737286246.5128314,936,1737286246,509030720,map,-18.84066390991211,-11.553625106811523,3.826472759246826,0.007662181098011145,-0.001482985287058712,-0.6925116809521634,-0.7213644456724139
1737286246.6040251,937,1737286246,602023296,map,-18.83931541442871,-11.554039001464844,3.8282086849212646,0.003925381358237664,-0.0013872628547173446,-0.6922624712235778,-0.7216337975859981
1737286246.7031024,938,1737286246,702017408,map,-18.837726593017578,-11.557755470275879,3.8232245445251465,0.009290488176770207,-0.006478890490704375,-0.6922072040950555,-0.7216099343872374
1737286246.8031843,939,1737286246,802011264,map,-18.833824157714844,-11.553107261657715,3.826462507247925,0.010915019545514168,-0.005322579873398753,-0.6920205168509919,-0.7217756831239871
1737286246.9072025,940,1737286246,906009216,map,-18.830455780029297,-11.555272102355957,3.831876754760742,0.009856079851859566,-0.0047371153514981085,-0.6925246274490388,-0.7213113459558711
1737286246.995988,941,1737286246,993004096,map,-18.829130172729492,-11.554144859313965,3.8309483528137207,0.010228317486774592,-0.003650109863735556,-0.6921360247908284,-0.7216853756354787
1737286247.1133366,942,1737286247,111992576,map,-18.827556610107422,-11.556268692016602,3.836726427078247,0.007029184620300468,-0.0028206323038724272,-0.6895219228819582,-0.7242252083862776
1737286247.1963882,943,1737286247,194993856,map,-18.82649040222168,-11.55543041229248,3.8463408946990967,0.00808543985757929,-0.0035117428623257893,-0.6884233787885379,-0.7252555031585431
1737286247.2956066,944,1737286247,293992064,map,-18.82522201538086,-11.557250022888184,3.861095666885376,0.00892875308548852,-0.00276546009695746,-0.6898135963262996,-0.7239266757912486
1737286247.4005384,945,1737286247,397992064,map,-18.820024490356445,-11.55053424835205,3.8844332695007324,0.010465174889752042,-0.002052413907627733,-0.6935362914040626,-0.7203427519016056
1737286247.499336,946,1737286247,497986688,map,-18.816001892089844,-11.548480033874512,3.9048736095428467,0.00730312237301413,-0.0005611942875086799,-0.6981448309010777,-0.7159190907851822
1737286247.5984635,947,1737286247,596984896,map,-18.813018798828125,-11.542808532714844,3.9237711429595947,0.005811217606882358,0.0001586225457348402,-0.6994011935811365,-0.7147056562012752
1737286247.6977587,948,1737286247,694980544,map,-18.811120986938477,-11.541728973388672,3.937882661819458,0.006668900081389975,0.0016854462045474267,-0.6962443975889634,-0.7177718466677118
1737286247.7968574,949,1737286247,794974912,map,-18.811086654663086,-11.539074897766113,3.948068141937256,0.004901585484700701,0.000250767658087673,-0.6911563326178554,-0.7226886158350317
1737286247.9037898,950,1737286247,901968256,map,-18.810300827026367,-11.541518211364746,3.9602904319763184,0.0019913165933490985,0.000609732233954568,-0.6887040543517824,-0.7250395771295831
1737286247.9975772,951,1737286247,995962624,map,-18.80787467956543,-11.546120643615723,3.9782350063323975,0.0015331794491799757,0.00045454421850741537,-0.688353789817115,-0.7253733540699886
1737286248.1048362,952,1737286248,102958528,map,-18.804487228393555,-11.551349639892578,3.9992458820343018,0.004832186806116374,0.00041250955805670884,-0.6908174458947174,-0.7230129571826734
1737286248.2018108,953,1737286248,198952128,map,-18.800186157226562,-11.550715446472168,4.020751476287842,0.007190292636801859,-0.0009020924982892282,-0.6944752440822379,-0.7194801048519949
1737286248.3033526,954,1737286248,300945984,map,-18.796554565429688,-11.555885314941406,4.047144412994385,0.006819048737133078,0.0005754338987026629,-0.6966945312632681,-0.7173352769507464
1737286248.3990364,955,1737286248,394941376,map,-18.793088912963867,-11.55984878540039,4.0698933601379395,0.007689104393476006,0.0012098403478261685,-0.6972751308064399,-0.7167613312106207
1737286248.4980087,956,1737286248,494938560,map,-18.790771484375,-11.569077491760254,4.094212055206299,0.007482664284506257,0.0018789635396201064,-0.6930157047954901,-0.7208812052883834
1737286248.6000814,957,1737286248,596933952,map,-18.791446685791016,-11.574569702148438,4.115940570831299,0.010540409294289647,4.631334005736229e-05,-0.6896462817047827,-0.724069681562314
1737286248.7036207,958,1737286248,698929088,map,-18.792661666870117,-11.581197738647461,4.133094310760498,0.010253155195953668,-0.0021879181890724123,-0.6870107328422121,-0.726571633620617
1737286248.799805,959,1737286248,797923200,map,-18.793886184692383,-11.585369110107422,4.156637191772461,0.011289928113534338,-0.004735324634481543,-0.6868662863874405,-0.7266806856165393
1737286248.9054184,960,1737286248,901920896,map,-18.794755935668945,-11.59299373626709,4.182284355163574,0.007715618525655306,-0.0033318568305472887,-0.6882164862433743,-0.7254567085799473
1737286248.996037,961,1737286248,993916800,map,-18.792238235473633,-11.5929594039917,4.207026958465576,0.0038840613008371463,-0.0031298284344507283,-0.6918625769165053,-0.7220119755961358
1737286249.1051524,962,1737286249,100910400,map,-18.79149627685547,-11.59692668914795,4.2311577796936035,0.005983089883258793,-0.0005427413684052034,-0.692492649581317,-0.7213999156799946
1737286249.2002234,963,1737286249,196905280,map,-18.793970108032227,-11.600044250488281,4.24672794342041,0.010376676256682678,-0.0020934379339281085,-0.6928318324075184,-0.7210214935148059
1737286249.3058813,964,1737286249,301900160,map,-18.79633140563965,-11.604826927185059,4.262803554534912,0.011894604026126153,-0.0023379366630070673,-0.6926572841538169,-0.7211649874722703
1737286249.3962228,965,1737286249,393894272,map,-18.796688079833984,-11.607233047485352,4.279415130615234,0.012948077088126723,-0.005068875889712126,-0.6921174764958458,-0.721650921516738
1737286249.499003,966,1737286249,495888896,map,-18.79750633239746,-11.61003589630127,4.300266265869141,0.008900589659667495,-0.0033466709976088787,-0.6914275554780778,-0.7223832188129465
1737286249.598644,967,1737286249,596883264,map,-18.798137664794922,-11.61107063293457,4.329852104187012,0.009529757345500147,-0.004185988560956885,-0.6908331247956346,-0.7229393162014377
1737286249.6995242,968,1737286249,697878912,map,-18.79865074157715,-11.614444732666016,4.35941219329834,0.00923002310719562,-0.0021725427912214963,-0.6884815196728146,-0.7251918944667493
1737286249.799715,969,1737286249,797872512,map,-18.797494888305664,-11.617332458496094,4.385720729827881,0.007062256039132469,-0.0026580498978912986,-0.6870192929807601,-0.726599993381912
1737286249.905713,970,1737286249,903869440,map,-18.7952938079834,-11.622140884399414,4.416272163391113,0.008856452318017094,-0.0045906446957553046,-0.6890159855145914,-0.7246774875342635
1737286249.998901,971,1737286249,995878144,map,-18.790159225463867,-11.623916625976562,4.445812225341797,0.007534035584771007,-0.003977084785405853,-0.6903877203728752,-0.7233893949062024
1737286250.1054668,972,1737286250,102867392,map,-18.78517723083496,-11.629481315612793,4.476199626922607,0.008076538561093489,-0.003467843075796847,-0.691987304803046,-0.7218561585112987
1737286250.1966832,973,1737286250,194857408,map,-18.775985717773438,-11.627963066101074,4.498854637145996,0.010034046810411172,-0.003047127683250081,-0.6934380986385641,-0.7204398908125655
1737286250.3025868,974,1737286250,300850496,map,-18.769832611083984,-11.630836486816406,4.524770736694336,0.016228772730113698,-0.0002465596129035606,-0.6955749708632867,-0.7182701623014625
1737286250.396629,975,1737286250,394841536,map,-18.768177032470703,-11.631009101867676,4.550603866577148,0.014320627025013901,-8.412795417321757e-05,-0.6958307873171248,-0.7180629693736672
1737286250.5037842,976,1737286250,496836928,map,-18.768320083618164,-11.632813453674316,4.569582939147949,0.01380787863236551,-0.00010596692728742817,-0.6935918372820863,-0.720235860336282
1737286250.5976715,977,1737286250,595833856,map,-18.769372940063477,-11.631439208984375,4.581152439117432,0.007716574709016311,0.0003607512084157594,-0.6874587703660354,-0.7261823210324967
1737286250.6998308,978,1737286250,697833856,map,-18.771221160888672,-11.630867958068848,4.594310760498047,0.009360040920917639,-0.0001998967535902332,-0.6824988501035719,-0.7308267026337698
1737286250.7987595,979,1737286250,796833344,map,-18.772348403930664,-11.629523277282715,4.602609157562256,0.009000966460960092,-0.0024274103366940915,-0.6808018752479369,-0.7324082856854628
1737286250.9028907,980,1737286250,901828992,map,-18.774452209472656,-11.62812614440918,4.610342025756836,0.009526823148151314,-0.0024120808306616263,-0.6810357953263828,-0.7321841755944548
1737286250.9978483,981,1737286250,995827456,map,-18.777183532714844,-11.625689506530762,4.617208957672119,0.006725399028031638,-0.0024639145703424323,-0.6817511203485734,-0.7315491152590976
1737286251.107227,982,1737286251,105818752,map,-18.78017807006836,-11.62578010559082,4.627984046936035,0.00828255381854582,-0.0031133668245842227,-0.6828713279843657,-0.7304850824391468
1737286251.1982448,983,1737286251,196812096,map,-18.781475067138672,-11.624893188476562,4.635843753814697,0.005402087412511943,-0.003018351809788477,-0.6836331624860771,-0.7297995657392684
1737286251.3078163,984,1737286251,305807488,map,-18.78325080871582,-11.624542236328125,4.646629810333252,0.00752296182188362,-0.0036225241494964003,-0.6847729229343301,-0.7287086704439483
1737286251.3989382,985,1737286251,396801088,map,-18.784385681152344,-11.62238883972168,4.657745838165283,0.004186433125241117,-0.002185097601388786,-0.6861805232270862,-0.7274159667411504
1737286251.5080798,986,1737286251,506796480,map,-18.785219192504883,-11.622540473937988,4.668963432312012,0.006169444054123097,-0.0028065821627042673,-0.6890235010782736,-0.7247073036878167
1737286251.5997376,987,1737286251,597793664,map,-18.78290557861328,-11.620002746582031,4.6775383949279785,0.008347454037750734,-0.0020344776694257633,-0.6918344049141928,-0.7220050810684957
1737286251.709467,988,1737286251,707787264,map,-18.7796688079834,-11.62052059173584,4.683379650115967,0.004805256611268146,-0.0015003503914200226,-0.6938451963563765,-0.7201065906869512
1737286251.8044484,989,1737286251,801780864,map,-18.774873733520508,-11.617283821105957,4.691680908203125,0.0110675313658988,-0.0006668923071575239,-0.6933877421307482,-0.7204793571414373
1737286251.911067,990,1737286251,909777536,map,-18.770278930664062,-11.616608619689941,4.69635009765625,0.011261174793975768,-0.00040337672064071593,-0.6942203860128566,-0.7196742866558742
1737286252.0054805,991,1737286252,3774976,map,-18.768291473388672,-11.613059043884277,4.692359924316406,0.01319752839251163,-0.00066709672516572,-0.6919868648015917,-0.7217891376076201
1737286252.1071806,992,1737286252,104766784,map,-18.7662353515625,-11.61362361907959,4.690850734710693,0.0035658347180495763,0.0009058520252122209,-0.6878760940637856,-0.7258188089808794
1737286252.2047775,993,1737286252,201761664,map,-18.76476287841797,-11.608903884887695,4.68405294418335,0.003265907274862031,-0.001642830280759285,-0.6866640887487824,-0.7269656554343848
1737286252.3088999,994,1737286252,306757568,map,-18.76189422607422,-11.606179237365723,4.687612056732178,0.004641684964762949,-0.003314683625915173,-0.6860990123526123,-0.7274858162754226
1737286252.4020636,995,1737286252,400755264,map,-18.757944107055664,-11.604813575744629,4.690183639526367,0.010557161726678133,-0.004540790094093946,-0.6860453262279702,-0.7274680322339642
1737286252.5130265,996,1737286252,510749376,map,-18.754079818725586,-11.605473518371582,4.69028377532959,0.01179812909055414,-0.001065855824174251,-0.6879698369514597,-0.7256425921528494
1737286252.6000774,997,1737286252,595745024,map,-18.751211166381836,-11.604216575622559,4.694257736206055,0.01651626074137687,-0.0012513256478841519,-0.6938610665455157,-0.719918375684053
1737286252.698948,998,1737286252,697738880,map,-18.749500274658203,-11.605340957641602,4.692799091339111,0.013245745196059292,-6.597149327006731e-05,-0.7013739335868856,-0.7126704365741728
1737286252.7979186,999,1737286252,796741184,map,-18.749958038330078,-11.60311222076416,4.694218158721924,0.014604099742351852,-0.0017361067013589332,-0.7053693898442579,-0.7086873288517131
1737286252.904893,1000,1737286252,903740160,map,-18.751096725463867,-11.603594779968262,4.691415786743164,0.01552099576079811,-0.0022609780492449396,-0.7031955649172733,-0.7108234549798782
1737286252.996884,1001,1737286252,994734272,map,-18.75135040283203,-11.602951049804688,4.687785625457764,0.016671108137393458,-0.0015090231508239694,-0.6974756027422556,-0.7164129958214946
1737286253.1064322,1002,1737286253,100727872,map,-18.75299835205078,-11.606476783752441,4.683904647827148,0.011877087900244691,-0.0006875770400419827,-0.6938922220850046,-0.7199805873429911
1737286253.1973495,1003,1737286253,194719168,map,-18.75180435180664,-11.606237411499023,4.673135280609131,0.011131020964612395,-0.0017797675483607726,-0.6918505540456621,-0.721952729523526
1737286253.303904,1004,1737286253,301714048,map,-18.75294303894043,-11.608016967773438,4.662004470825195,0.012775204439761694,-0.002684661317456146,-0.6923673665072808,-0.721427069453944
1737286253.3969307,1005,1737286253,395707392,map,-18.756189346313477,-11.606956481933594,4.651761054992676,0.018903193328272182,-0.00813652904517191,-0.6962588284418796,-0.7174957212372994
1737286253.5069492,1006,1737286253,504702272,map,-18.76007652282715,-11.604942321777344,4.645356178283691,0.02145666671239525,-0.01100556072663826,-0.7000756400615576,-0.7136613953963644
1737286253.5979044,1007,1737286253,596700224,map,-18.764314651489258,-11.599109649658203,4.642703056335449,0.022638747137220815,-0.010730142445410531,-0.7009256894258212,-0.7127941702020966
1737286253.6970212,1008,1737286253,695695872,map,-18.769853591918945,-11.593173027038574,4.644222259521484,0.02239202137870929,-0.011281473143570612,-0.6979936770667337,-0.7156648325278717
1737286253.7989807,1009,1737286253,797693056,map,-18.773330688476562,-11.581501007080078,4.652225494384766,0.019363272150322547,-0.011531197158022748,-0.6936347463207833,-0.7199742591789221
1737286253.9061098,1010,1737286253,903687168,map,-18.778602600097656,-11.5702486038208,4.662683010101318,0.021686351051210143,-0.013321473972014098,-0.69101255195329,-0.7223945553174513
1737286253.9970999,1011,1737286253,995683072,map,-18.781509399414062,-11.553614616394043,4.674387454986572,0.025567013651467692,-0.01576533197179801,-0.6901622682821544,-0.723030999031436
