Time,data
1729690891.1178813,53.52
1729690891.118057,55.25
1729690891.118283,56.31
1729690891.1184866,56.93
1729690891.1192133,57.33
1729690891.119472,57.28
1729690891.1200712,56.74
1729690891.1205726,55.92
1729690891.1207232,54.63
1729690891.1213348,52.86
1729690891.122398,50.78
1729690891.1224663,48.31
1729690891.1227913,45.61
1729690891.123096,43.11
1729690891.124215,41.1
1729690891.1588225,39.57
1729690891.2551262,38.27
1729690891.3608565,37.24
1729690891.4611871,36.04
1729690891.5570285,35.06
1729690891.6578863,34.0
1729690891.758527,32.8
1729690891.857814,31.08
1729690891.955764,28.84
1729690892.0557728,26.08
1729690892.1558552,22.65
1729690892.254929,18.94
1729690892.3550057,15.12
1729690892.4563549,10.71
1729690892.5563881,6.59
1729690892.660323,2.3
1729690892.7571318,357.82
1729690892.8568172,353.42
1729690892.9577494,348.68
1729690893.063712,344.0
1729690893.1588454,340.41
1729690893.2569008,336.77
1729690893.3567483,333.38
1729690893.4559758,330.31
1729690893.5555165,326.74
1729690893.6562085,323.57
1729690893.756692,320.79
1729690893.8561244,318.26
1729690893.956593,316.19
1729690894.0564137,313.83
1729690894.1561844,311.57
1729690894.2557085,309.62
1729690894.3575065,307.99
1729690894.4574125,306.17
1729690894.5565238,304.72
1729690894.6571832,303.37
1729690894.7567968,301.72
1729690894.8571727,299.83
1729690894.9587922,297.96
1729690895.0577567,295.93
1729690895.1612172,294.01
1729690895.2586455,292.55
1729690895.3588583,292.18
1729690895.4573112,293.61
1729690895.5591435,297.44
1729690895.6574607,303.07
1729690895.7600741,309.45
1729690895.8624945,316.09
1729690895.9590266,322.56
1729690896.0553694,328.44
1729690896.157523,334.57
1729690896.2594044,340.48
1729690896.3545027,346.13
1729690896.454588,351.66
1729690896.5561981,356.89
1729690896.6561177,1.84
1729690896.755893,6.58
1729690896.8574798,11.11
1729690896.9741888,15.43
1729690897.0546906,19.72
1729690897.1587877,24.01
1729690897.255651,26.89
1729690897.356811,29.66
1729690897.4549434,31.37
1729690897.5567365,32.78
1729690897.6557057,33.8
1729690897.755752,34.85
1729690897.8546782,44.59
1729690897.9575067,45.48
1729690898.0591283,47.6
1729690898.1562042,49.4
1729690898.256079,50.19
1729690898.3576818,50.79
1729690898.455422,50.87
1729690898.5564725,50.83
1729690898.6577978,50.77
1729690898.7608674,50.42
1729690898.8578,49.68
1729690898.9553776,47.97
1729690899.0556762,46.07
1729690899.1558325,44.09
1729690899.2548213,41.87
1729690899.3570824,39.94
1729690899.4558263,38.02
1729690899.5548544,36.03
1729690899.6575115,34.19
1729690899.7572145,32.41
1729690899.8557558,30.77
1729690899.958033,29.24
1729690900.058159,28.13
1729690900.1578608,27.49
1729690900.2608964,26.9
1729690900.3554156,26.24
1729690900.4569907,25.54
1729690900.5563657,24.76
1729690900.6561356,24.29
1729690900.757048,23.81
1729690900.8559406,23.13
1729690900.9598663,22.51
1729690901.0586302,21.53
1729690901.1566293,20.93
1729690901.2571867,20.4
1729690901.354863,20.29
1729690901.4652517,20.41
1729690901.556864,20.6
1729690901.658574,20.88
1729690901.7564118,21.24
1729690901.856954,21.69
1729690901.9578614,22.2
1729690902.0569685,22.89
1729690902.156086,23.59
1729690902.2570937,24.22
1729690902.3572638,25.03
1729690902.4621904,25.97
1729690902.5572731,26.76
1729690902.655804,27.63
1729690902.7562194,27.97
1729690902.857935,28.22
1729690902.9561682,28.26
1729690903.0551329,27.85
1729690903.1564014,27.67
1729690903.2551172,27.08
1729690903.356408,26.3
1729690903.4565997,25.53
1729690903.5580077,24.65
1729690903.656392,23.65
1729690903.757742,23.2
1729690903.8581755,22.74
1729690903.957862,22.39
1729690904.0555859,22.19
1729690904.1575615,22.17
1729690904.25687,21.88
1729690904.3577023,21.57
1729690904.4567857,21.47
1729690904.5571651,20.77
1729690904.6561537,20.36
1729690904.7574694,19.87
1729690904.8574238,19.24
1729690904.9560847,18.4
1729690905.057748,17.66
1729690905.1574802,16.91
1729690905.2567465,16.35
1729690905.3609564,15.76
1729690905.455456,15.37
1729690905.556859,15.38
1729690905.6557367,15.83
1729690905.7583199,16.42
1729690905.8567777,16.88
1729690905.9569943,17.35
1729690906.0561404,17.77
1729690906.1584263,17.98
1729690906.256681,17.79
1729690906.3559077,17.31
1729690906.4567952,16.59
1729690906.5558815,15.78
1729690906.655942,15.09
1729690906.7561035,14.47
1729690906.860288,14.16
1729690906.9562938,13.71
1729690907.0551858,13.22
1729690907.1574466,12.95
1729690907.2599308,12.85
1729690907.3562608,12.69
1729690907.4581559,12.37
1729690907.5560222,12.06
1729690907.664245,11.69
1729690907.7558925,11.19
1729690907.8547833,10.9
1729690907.9580855,10.87
1729690908.0570793,11.12
1729690908.1561432,11.48
1729690908.2569458,11.74
1729690908.3584213,12.05
1729690908.4573758,11.64
1729690908.5562418,11.32
1729690908.6581738,10.99
1729690908.7588394,10.68
1729690908.856348,10.59
1729690908.9573843,10.43
1729690909.056128,10.15
1729690909.1553082,9.92
1729690909.257221,10.02
1729690909.35658,10.2
1729690909.4586506,10.28
1729690909.5559835,10.25
1729690909.6584568,10.29
1729690909.7580986,10.41
1729690909.8587892,10.66
1729690909.9572225,10.64
1729690910.0563972,10.55
1729690910.1575873,10.37
1729690910.2563174,10.03
1729690910.3582237,9.82
1729690910.4567027,9.81
1729690910.5571744,9.77
1729690910.6561575,9.86
1729690910.7563562,9.89
1729690910.8572521,9.63
1729690910.9552307,9.56
1729690911.0577579,9.08
1729690911.1554866,8.58
1729690911.256835,8.4
1729690911.356106,8.21
1729690911.45585,8.02
1729690911.5565295,7.87
1729690911.6559508,7.77
1729690911.7574751,7.67
1729690911.8564444,7.56
1729690911.9556398,7.49
1729690912.0567222,7.53
1729690912.1575925,8.0
1729690912.2563853,8.5
1729690912.3554888,8.69
1729690912.4566088,8.77
1729690912.5569232,8.45
1729690912.6573367,8.03
1729690912.7560742,7.8
1729690912.857844,7.46
1729690912.9571013,7.33
1729690913.0559237,7.04
1729690913.1627624,6.58
1729690913.260827,6.28
1729690913.3600557,6.16
1729690913.458931,6.28
1729690913.55782,6.34
1729690913.6556642,6.66
1729690913.7598262,6.8
1729690913.856735,6.74
1729690913.9551835,7.04
1729690914.056961,7.18
1729690914.1568508,7.12
1729690914.2583382,6.83
1729690914.3571854,6.33
1729690914.4562855,5.75
1729690914.5584905,4.78
1729690914.6563854,3.8
1729690914.7563987,2.82
1729690914.8566177,1.93
1729690914.957906,1.55
1729690915.058855,1.77
1729690915.15609,2.19
1729690915.2550538,2.79
1729690915.3568172,3.56
1729690915.4572995,4.32
1729690915.5582936,4.6
1729690915.6565578,4.7
1729690915.7585,4.49
1729690915.8560967,4.08
1729690915.95498,3.34
1729690916.0573187,2.83
1729690916.1564178,2.37
1729690916.2586093,2.15
1729690916.3576207,2.13
1729690916.460877,2.18
1729690916.556133,2.49
1729690916.6550522,2.84
1729690916.7571275,3.21
1729690916.8559783,3.28
1729690916.955324,2.71
1729690917.056332,2.3
1729690917.1552534,1.92
1729690917.2571871,1.5
1729690917.3564901,1.21
1729690917.457229,0.66
1729690917.5551267,0.33
1729690917.6572144,0.35
1729690917.7562306,0.65
1729690917.8550599,1.01
1729690917.9572146,1.32
1729690918.0564668,1.58
1729690918.1572628,1.64
1729690918.2563884,1.46
1729690918.3552241,1.11
1729690918.4572399,0.78
1729690918.556386,0.67
1729690918.656417,0.87
1729690918.755676,1.16
1729690918.8593879,1.39
1729690918.9563868,1.66
1729690919.0601354,1.78
1729690919.160152,1.73
1729690919.2605162,1.7
1729690919.3596659,1.84
1729690919.4568012,2.0
1729690919.564023,2.09
1729690919.661827,2.2
1729690919.7610056,2.16
1729690919.8557825,2.06
1729690919.9582849,2.32
1729690920.0558197,2.52
1729690920.1588066,2.71
1729690920.2575507,2.78
1729690920.3554244,2.8
1729690920.4633758,2.46
1729690920.556656,1.77
1729690920.655912,0.7
1729690920.756463,359.74
1729690920.8560436,358.57
1729690920.9557126,357.95
1729690921.056855,358.19
1729690921.157269,358.77
1729690921.2554262,359.68
1729690921.3579135,0.63
1729690921.4572368,1.08
1729690921.560251,1.0
1729690921.661931,0.41
1729690921.7561247,359.51
1729690921.854992,358.77
1729690921.957651,358.55
1729690922.0560555,358.79
1729690922.1573248,359.07
1729690922.2573647,359.33
1729690922.3558347,359.39
1729690922.456755,359.15
1729690922.5558808,359.08
1729690922.657012,358.81
1729690922.7564983,359.2
1729690922.8573813,359.66
1729690922.9562256,0.24
1729690923.0573041,0.61
1729690923.156147,0.92
