Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,remote_timestamp_ns,observed_offset_ns,estimated_offset_ns,round_trip_time_ms
1729690891.1462677,9272,1729690891,145718322,,974249371000,1729689916096103554,1729689916894123008,1600.4783935546875
1729690891.5051756,9273,1729690891,504753674,,974607413000,1729689915967582007,1729689916894123008,1859.5086669921875
1729690891.5101798,9274,1729690891,509746988,,974612988000,1729689916014508128,1729689916894123008,1764.49462890625
1729690891.5203323,9275,1729690891,519729970,,974622808000,1729689916059196535,1729689916894123008,1673.521728515625
1729690891.520488,9276,1729690891,519914748,,974622808000,1729689916109786063,1729689916894123008,1574.6361083984375
1729690891.5272799,9277,1729690891,526799322,,974630597000,1729689916155419442,1729689916894123008,1481.55810546875
1729690891.5301702,9278,1729690891,529767840,,974633102000,1729689916204431331,1729689916894123008,1384.4620361328125
1729690891.538257,9279,1729690891,537794340,,974640555000,1729689916250980285,1729689916894123008,1292.510498046875
1729690891.5491168,9280,1729690891,547798359,,974648087000,1729689916298441831,1729689916894123008,1202.530517578125
1729690891.549146,9281,1729690891,548299007,,974648087000,1729689916348465025,1729689916894123008,1102.61865234375
1729690891.5514314,9282,1729690891,550790248,,974653567000,1729689916394465044,1729689916894123008,1005.5064697265625
1729690891.5619576,9283,1729690891,560900099,,974660973000,1729689916442096729,1729689916894123008,915.6510009765625
1729690891.5620387,9284,1729690891,560966544,,974660973000,1729689916492132044,1729689916894123008,815.7188720703125
1729690891.5771353,9285,1729690891,575952136,,974676409000,1729689916534186803,1729689916894123008,730.702880859375
1729690891.5797827,9286,1729690891,578891118,,974681766000,1729689916580325136,1729689916894123008,633.5923461914062
1729690891.5869048,9287,1729690891,586266803,,974688997000,1729689916626538386,1729689916894123008,540.5419921875
1729690891.5904434,9288,1729690891,589820951,,974691661000,1729689916675897766,1729689916894123008,444.51531982421875
1729690891.594365,9289,1729690891,593799359,,974696775000,1729689916722761850,1729689916894123008,348.51837158203125
1729690891.6012063,9290,1729690891,600757803,,974704116000,1729689916768919905,1729689916894123008,255.43655395507812
1729690891.6063225,9291,1729690891,605762470,,974709200000,1729689916816317729,1729689916894123008,160.4816436767578
1729690891.609413,9292,1729690891,608763729,,974711625000,1729689916865414997,1729689916894123008,63.43955612182617
1729690891.6512268,9293,1729690891,650760155,,974754346000,1729689916893673062,1729689916894121216,5.466722011566162
1729690891.7515266,9294,1729690891,750829007,,974854363000,1729689916893705145,1729689916894119424,5.50333309173584
1729690891.849304,9295,1729690891,848774710,,974952760000,1729689916894260247,1729689916894119424,3.4940919876098633
1729690891.9513001,9296,1729690891,950796896,,975055071000,1729689916892962942,1729689916894115584,5.5135931968688965
1729690892.052329,9297,1729690892,51824173,,975155017000,1729689916893573312,1729689916894113536,6.453962802886963
1729690892.1492968,9298,1729690892,148816507,,975252717000,1729689916894324423,1729689916894113280,3.536684989929199
1729690892.2492054,9299,1729690892,248787266,,975352756000,1729689916894256062,1729689916894113024,3.538908004760742
1729690892.3490937,9300,1729690892,348785062,,975452766000,1729689916894246376,1729689916894112768,3.5352039337158203
1729690892.4490964,9301,1729690892,448804321,,975552722000,1729689916894296811,1729689916894112768,3.561018943786621
1729690892.5492172,9302,1729690892,548813747,,975652664000,1729689916894376756,1729689916894113024,3.537130117416382
1729690892.6496112,9303,1729690892,648940895,,975752567000,1729689916894533460,1729689916894113792,3.666778087615967
1729690892.7497077,9304,1729690892,748997858,,975852634000,1729689916894510849,1729689916894114560,3.6894071102142334
1729690892.8494596,9305,1729690892,848981858,,975953080000,1729689916894048811,1729689916894113792,3.6915929317474365
1729690892.9497042,9306,1729690892,948983302,,976052999000,1729689916894137672,1729689916894113280,3.6769819259643555
1729690893.1815703,9307,1729690893,180983302,,976282412000,1729689916830742867,1729689916894113280,135.64785766601562
1729690893.1865253,9308,1729690893,185983061,,976289668000,1729689916875961061,1729689916894113280,40.70122146606445
1729690893.2498088,9309,1729690893,248989635,,976352805000,1729689916894323867,1729689916894113280,3.7082040309906006
1729690893.349761,9310,1729690893,349021784,,976452785000,1729689916894361746,1729689916894113536,3.7338709831237793
1729690893.4527156,9311,1729690893,452023895,,976555347000,1729689916893303987,1729689916894110720,6.731369972229004
1729690893.5525064,9312,1729690893,552023524,,976654412000,1729689916894240404,1729689916894110464,6.727148056030273
1729690893.6499922,9313,1729690893,649071765,,976752941000,1729689916894239792,1729689916894110208,3.7639451026916504
