Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,framing_status,magic,len,incompat_flags,compat_flags,seq,sysid,compid,msgid,checksum,payload64_0,payload64_1,payload64_2,payload64_3,signature
1729690891.1171503,432,1729690890,753865100,,1,253,28,0,0,165,2,1,33,6827,1444701800078695459,2304121835198326,850403525901,18446744069731188736,b''
1729690891.1172485,433,1729690890,754214118,,1,253,31,0,0,166,2,1,1,54471,4855439153475746863,5914269915937839,65535,18446462598732840960,b''
1729690891.1172733,434,1729690890,754253767,,1,253,4,0,0,167,2,1,125,18528,4855161873582002691,b''
1729690891.1173313,435,1729690890,754269748,,1,253,6,0,0,168,2,1,152,39534,186851108323328,b''
1729690891.1173577,436,1729690890,758705989,,1,253,25,0,0,169,2,1,62,2210,4654329132748012563,3170683174,96264464568713151,18446462598732840961,b''
1729690891.117399,437,1729690890,758753674,,1,253,5,0,0,170,2,1,42,31231,4654328382182391808,b''
1729690891.117441,438,1729690890,758769378,,1,253,19,0,0,171,2,1,74,33282,4611281777179136161,4305745886937751060,96264463511126064,b''
1729690891.117482,439,1729690890,758837618,,1,253,12,0,0,172,2,1,36,5405,334116497751014841,111609666,b''
1729690891.1175053,440,1729690890,758890304,,1,253,42,0,0,173,2,1,65,65344,446988714058374184,281197792504644583,65471463,0,0,65288,b''
1729690891.11753,441,1729690890,763722600,,1,253,29,0,0,174,2,1,27,24321,973867590,18401984763527430169,18371871863011344606,78668366060,b''
1729690891.119176,442,1729690890,763885433,,1,253,24,0,0,175,2,1,116,6097,33777014386121771,18287992955636087767,1173470986070196219,b''
1729690891.1220548,443,1729690890,763901933,,1,253,14,0,0,176,2,1,29,34572,4894993833777880107,16213501542400,b''
1729690891.1221137,444,1729690890,763964452,,1,253,44,0,0,177,2,1,24,28303,973706000,3134953422039325816,28992210364558530,14856264681265496296,483574010076987399,22675456,b''
1729690891.1221614,445,1729690890,764109359,,1,253,28,0,0,178,2,1,124,20524,0,0,0,4294967295,b''
1729690891.1221836,446,1729690890,764139211,,1,253,11,0,0,179,2,1,2,35280,1729690885193592,973869,b''
1729690891.122201,447,1729690890,764748285,,1,253,28,0,0,180,2,1,163,61722,13579521791540433471,3148373182,4450854053131321344,1052770171,b''
1729690891.122238,448,1729690890,764771063,,1,253,24,0,0,181,2,1,178,5761,4490065621668544593,4901592579643384431,3134953503643704492,b''
1729690891.122259,449,1729690890,764783433,,1,253,4,0,0,182,2,1,168,22,3274964992,b''
1729690891.1222758,450,1729690890,769683822,,1,253,22,0,0,183,2,1,136,3562,3134953353319849125,4589091678388078135,3134788258735587428,b''
1729690891.1223233,451,1729690890,769722878,,1,253,22,0,0,184,2,1,193,34622,4369085779598674666,4508202824025636037,3569117822976,b''
1729690891.1223588,452,1729690890,769771581,,1,253,28,0,0,185,2,1,32,50343,4614030825758841906,13622917763203210712,13583008720928776655,1019885729,b''
1729690891.1242764,453,1729690890,769942155,,1,253,20,0,0,186,2,1,241,62966,973874773,4654731337096978791,1098994409,b''
1729690891.1251004,454,1729690890,773645007,,1,253,50,0,0,187,2,1,87,49845,1444702422848953397,4901635503213877056,0,0,0,0,4152600331412372984,b''
1729690891.1251557,455,1729690890,773728655,,1,253,41,0,0,188,2,1,147,24913,18446744073709551615,18446744069415993343,18446744073709551615,18446744073709551615,4278190080,3,b''
1729690891.1252027,456,1729690890,857717378,,1,253,28,0,0,189,2,1,30,233,13659396525691690123,4560962386987937215,13666275404314003874,18446744072611201324,b''
1729690891.125225,457,1729690890,857790137,,1,253,28,0,0,190,2,1,33,60381,1444701877388106891,2304164784871291,18445056022713206039,18446744069713494016,b''
1729690891.1252437,458,1729690890,857998470,,1,253,31,0,0,191,2,1,1,63321,4855439153475746863,5632846478834735,65535,18446462598732840960,b''
1729690891.1261115,459,1729690890,858035322,,1,253,4,0,0,192,2,1,125,31262,4855161873581543920,b''
1729690891.1262498,460,1729690890,858049396,,1,253,6,0,0,193,2,1,152,25690,186851108323328,b''
1729690891.1262753,461,1729690890,862660600,,1,253,25,0,0,194,2,1,62,19120,4661883941566711196,3174624971,95138560367441871,18446462598732840961,b''
1729690891.1357453,462,1729690890,862681729,,1,253,5,0,0,195,2,1,42,35478,4661883126576840704,b''
1729690891.1357791,463,1729690890,862701081,,1,253,19,0,0,196,2,1,74,30034,4607341874828586956,13651367377529872056,95138559309316141,b''
1729690891.1358123,464,1729690890,862765859,,1,253,12,0,0,197,2,1,36,59150,353538481597551818,110626617,b''
1729690891.1358366,465,1729690890,862811989,,1,253,42,0,0,198,2,1,65,4440,446707234786696336,281197792504644583,65471463,0,0,65288,b''
1729690891.1358626,466,1729690890,866682970,,1,253,29,0,0,199,2,1,27,52928,973971724,97667543431380986,18371871901666377876,78668366060,b''
1729690891.1358864,467,1729690890,869604174,,1,253,24,0,0,200,2,1,116,19789,27584771056917651,18272230163691076804,1173471011840327682,b''
1729690891.1359258,468,1729690890,869627600,,1,253,14,0,0,201,2,1,29,12367,4894993022029061267,16209206575104,b''
1729690891.1359742,469,1729690890,875714674,,1,253,9,0,0,202,2,1,0,4749,421371347260669956,16209206575107,b''
1729690891.1359913,470,1729690890,875851896,,1,253,44,0,0,203,2,1,24,12656,973906000,3134953477873900703,28992210364558520,14853449931468964052,484136960030343175,22020096,b''
1729690891.1360123,471,1729690890,875920229,,1,253,28,0,0,204,2,1,124,15776,0,0,0,4294967295,b''
1729690891.13603,472,1729690890,876042359,,1,253,11,0,0,205,2,1,2,52112,1729690885304900,973980,b''
1729690891.1360557,473,1729690890,876068248,,1,253,28,0,0,206,2,1,163,14092,13579393651191176855,3148224603,4442372373190017024,1053119153,b''
1729690891.1360939,474,1729690890,876081081,,1,253,24,0,0,207,2,1,178,21942,4492544676791655891,4901600319173575146,3134953507938671806,b''
1729690891.1361163,475,1729690890,883603841,,1,253,4,0,0,208,2,1,168,56046,3274964992,b''
1729690891.1361716,476,1729690890,883646192,,1,253,22,0,0,209,2,1,136,40867,3134953374794685625,4589707052712314307,3134788258735587428,b''
1729690891.1361895,477,1729690890,887686952,,1,253,22,0,0,210,2,1,193,35812,4369961815486088670,4508879929916275743,3569117822976,b''
1729690891.1362123,478,1729690890,887705507,,1,253,28,0,0,211,2,1,32,17646,4618184896652696745,13636443757679844701,13675794140668564346,1011944034,b''
1729690891.1362357,479,1729690890,887870155,,1,253,20,0,0,212,2,1,241,33611,973993455,4660526265887243762,1099915031,b''
1729690891.136258,480,1729690890,890695489,,1,253,50,0,0,213,2,1,87,45373,1444702422848953516,4901635503213877056,0,0,0,0,4152600331412372984,b''
1729690891.1362832,481,1729690890,890779878,,1,253,41,0,0,214,2,1,147,55119,18446744073709551615,18446744069415927807,18446744073709551615,18446744073709551615,4278190080,3,b''
1729690891.136314,482,1729690890,961813970,,1,253,28,0,0,215,2,1,30,7815,13652555828200135922,4557819905446609294,4406602346839908162,18446744072614617765,b''
1729690891.1363482,483,1729690890,961928711,,1,253,28,0,0,216,2,1,33,29885,1444701954697518322,2304207734544255,18443367121313334562,18446744069697110019,b''
1729690891.136374,484,1729690890,962201859,,1,253,31,0,0,217,2,1,1,1461,4855439153475746863,5914377290120239,65535,18446462598732840960,b''
1729690891.1363971,485,1729690890,962270081,,1,253,4,0,0,218,2,1,125,31255,4855161873582002685,b''
1729690891.1364183,486,1729690890,964894304,,1,253,6,0,0,219,2,1,152,6328,186851108323328,b''
1729690891.1364405,487,1729690890,964976100,,1,253,25,0,0,220,2,1,62,12794,4669423868323856005,3177944476,94012660460985885,18446462598732840961,b''
1729690891.1364563,488,1729690890,965011118,,1,253,5,0,0,221,2,1,42,37487,4669423577320128512,b''
1729690891.136478,489,1729690890,965058563,,1,253,19,0,0,222,2,1,74,51487,4602551057852112656,13635101198213586780,94012659402473515,b''
1729690891.136498,490,1729690890,965479007,,1,253,12,0,0,223,2,1,36,47067,371271396540490274,117966526,b''
1729690891.1365218,491,1729690890,973445896,,1,253,42,0,0,224,2,1,65,49010,446988709763407098,281197792504644583,65471463,0,0,65288,b''
1729690891.1365407,492,1729690890,973902729,,1,253,29,0,0,225,2,1,27,65201,974074428,89505228663881678,18375531089256579254,78651588859,b''
1729690891.136576,493,1729690890,974212655,,1,253,24,0,0,226,2,1,116,6874,7318473949502714,18321488318971051155,1173471016135491594,b''
1729690891.1365957,494,1729690890,974247322,,1,253,14,0,0,227,2,1,29,1594,4894991282567306490,16209206575104,b''
1729690891.1366198,495,1729690890,974335507,,1,253,44,0,0,228,2,1,24,45860,973906000,3134953477873900703,28992210364558520,14853449931468964052,484136960030343175,22020096,b''
1729690891.1366398,496,1729690890,974540729,,1,253,28,0,0,229,2,1,124,63072,0,0,0,4294967295,b''
1729690891.1366634,497,1729690890,974685581,,1,253,11,0,0,230,2,1,2,1824,1729690885403298,974079,b''
1729690891.136705,498,1729690890,974734229,,1,253,28,0,0,231,2,1,163,38833,13579251702522008534,3148139333,4442372373190017024,1053414620,b''
1729690891.136732,499,1729690890,978845803,,1,253,24,0,0,232,2,1,178,22877,4493205603538359230,4901615798235025344,3134953525118541009,b''
1729690891.136753,500,1729690890,978889618,,1,253,4,0,0,233,2,1,168,40986,3274964992,b''
1729690891.1367762,501,1729690890,979003174,,1,253,22,0,0,234,2,1,136,34747,3134953391974554824,4590263053408650602,3134788258735587428,b''
1729690891.1367972,502,1729690890,979040841,,1,253,22,0,0,235,2,1,193,61489,4369961815486088670,4508480446420990900,3569117822976,b''
1729690891.1368165,503,1729690890,979107878,,1,253,28,0,0,236,2,1,32,30825,4621174296969927940,13647013805339408429,13704550853679934181,1032424664,b''
1729690891.1368375,504,1729690890,979255563,,1,253,20,0,0,237,2,1,241,9709,974084629,4660784616759916076,1097195826,b''
1729690891.1368866,505,1729690890,979285063,,1,253,50,0,0,238,2,1,87,47429,1444702427143920900,4901635503213877057,0,0,0,0,4152600331412372984,b''
1729690891.136926,506,1729690890,983703359,,1,253,41,0,0,239,2,1,147,34456,18446744073709551615,18446744069415993343,18446744073709551615,18446744073709551615,4278190080,3,b''
1729690891.1369498,507,1729690891,58869192,,1,253,28,0,0,240,2,1,30,12258,13645699333818867028,4555289452450142805,4392369261164065889,18446744072613958396,b''
1729690891.1369798,508,1729690891,59054878,,1,253,28,0,0,241,2,1,33,35271,1444702019122027860,2304250684217218,18440833799278298416,18446744069683937284,b''
1729690891.1370058,509,1729690891,59917007,,1,253,31,0,0,242,2,1,1,52681,4855439153475746863,5914261326003247,65535,18446462598732840960,b''
