Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,temperature,variance
1729690891.1189065,1606,1729690890,63123008,base_link,37.75,0.0
1729690891.1191373,1607,1729690890,160123008,base_link,37.74,0.0
1729690891.1193492,1608,1729690890,261123008,base_link,37.75,0.0
1729690891.119584,1609,1729690890,360123008,base_link,37.74,0.0
1729690891.1201942,1610,1729690890,459123008,base_link,37.74,0.0
1729690891.1203265,1611,1729690890,566123008,base_link,37.74,0.0
1729690891.1205993,1612,1729690890,664123008,base_link,37.75,0.0
1729690891.1211193,1613,1729690890,761123008,base_link,37.75,0.0
1729690891.1215901,1614,1729690890,865123008,base_link,37.74,0.0
1729690891.121811,1615,1729690890,968123008,base_link,37.74,0.0
1729690891.122849,1616,1729690891,71123008,base_link,37.74,0.0
1729690891.1688268,1617,1729690891,164123008,base_link,37.74,0.0
1729690891.2659497,1618,1729690891,263123008,base_link,37.75,0.0
1729690891.3738675,1619,1729690891,372123008,base_link,37.74,0.0
1729690891.462279,1620,1729690891,458123008,base_link,37.74,0.0
1729690891.5709481,1621,1729690891,568123008,base_link,37.74,0.0
1729690891.6618876,1622,1729690891,661121216,base_link,37.74,0.0
1729690891.7638395,1623,1729690891,760119424,base_link,37.74,0.0
1729690891.8627405,1624,1729690891,860119424,base_link,37.74,0.0
1729690891.9606535,1625,1729690891,958115584,base_link,37.74,0.0
1729690892.0600243,1626,1729690892,58113536,base_link,37.74,0.0
1729690892.1604874,1627,1729690892,158113280,base_link,37.73,0.0
1729690892.259482,1628,1729690892,258113024,base_link,37.74,0.0
1729690892.360029,1629,1729690892,358112768,base_link,37.74,0.0
1729690892.459758,1630,1729690892,458112768,base_link,37.74,0.0
1729690892.560786,1631,1729690892,558113024,base_link,37.74,0.0
1729690892.6656609,1632,1729690892,663113792,base_link,37.74,0.0
1729690892.760481,1633,1729690892,758114560,base_link,37.73,0.0
1729690892.8607652,1634,1729690892,858113792,base_link,37.73,0.0
1729690892.9744055,1635,1729690892,958113280,base_link,37.73,0.0
1729690893.0724468,1636,1729690893,60113280,base_link,37.73,0.0
1729690893.1654391,1637,1729690893,158113280,base_link,37.74,0.0
1729690893.2649467,1638,1729690893,258113280,base_link,37.73,0.0
1729690893.3615062,1639,1729690893,358113536,base_link,37.73,0.0
1729690893.461105,1640,1729690893,458110720,base_link,37.73,0.0
1729690893.5599923,1641,1729690893,558110464,base_link,37.74,0.0
1729690893.6599534,1642,1729690893,658110208,base_link,37.73,0.0
1729690893.7613065,1643,1729690893,758110464,base_link,37.73,0.0
1729690893.8617506,1644,1729690893,858109696,base_link,37.73,0.0
1729690893.9614315,1645,1729690893,958108672,base_link,37.73,0.0
1729690894.0620432,1646,1729690894,59108160,base_link,37.73,0.0
1729690894.1624446,1647,1729690894,159109440,base_link,37.73,0.0
1729690894.2640429,1648,1729690894,261109696,base_link,37.73,0.0
1729690894.3638315,1649,1729690894,359109440,base_link,37.73,0.0
1729690894.4620705,1650,1729690894,459107648,base_link,37.73,0.0
1729690894.5629928,1651,1729690894,562108672,base_link,37.73,0.0
1729690894.6649787,1652,1729690894,662106112,base_link,37.73,0.0
1729690894.763099,1653,1729690894,760105600,base_link,37.73,0.0
1729690894.8640325,1654,1729690894,860105344,base_link,37.73,0.0
1729690894.9653487,1655,1729690894,962103552,base_link,37.73,0.0
1729690895.0606298,1656,1729690895,58103552,base_link,37.73,0.0
1729690895.1730263,1657,1729690895,171101504,base_link,37.73,0.0
1729690895.261225,1658,1729690895,258102016,base_link,37.73,0.0
1729690895.361954,1659,1729690895,358101248,base_link,37.71,0.0
1729690895.4649646,1660,1729690895,461102528,base_link,37.72,0.0
1729690895.562149,1661,1729690895,559100736,base_link,37.72,0.0
1729690895.6611028,1662,1729690895,659098944,base_link,37.72,0.0
1729690895.762232,1663,1729690895,759097408,base_link,37.72,0.0
1729690895.8664873,1664,1729690895,860098432,base_link,37.72,0.0
1729690895.96197,1665,1729690895,960093056,base_link,37.71,0.0
1729690896.0596218,1666,1729690896,58088704,base_link,37.72,0.0
1729690896.1628678,1667,1729690896,160086144,base_link,37.72,0.0
1729690896.2618904,1668,1729690896,260084608,base_link,37.71,0.0
1729690896.3598526,1669,1729690896,358080512,base_link,37.71,0.0
1729690896.4600737,1670,1729690896,458080000,base_link,37.71,0.0
1729690896.5600474,1671,1729690896,558079232,base_link,37.71,0.0
1729690896.6614015,1672,1729690896,658078720,base_link,37.71,0.0
1729690896.7622352,1673,1729690896,759078464,base_link,37.7,0.0
1729690896.8633835,1674,1729690896,860076160,base_link,37.7,0.0
1729690896.9828744,1675,1729690896,963070016,base_link,37.7,0.0
1729690897.0622094,1676,1729690897,61066432,base_link,37.7,0.0
1729690897.1631918,1677,1729690897,161066432,base_link,37.7,0.0
1729690897.2606387,1678,1729690897,259064896,base_link,37.69,0.0
1729690897.361425,1679,1729690897,359064896,base_link,37.69,0.0
1729690897.4599626,1680,1729690897,457067712,base_link,37.69,0.0
1729690897.5634868,1681,1729690897,561065664,base_link,37.68,0.0
1729690897.6606088,1682,1729690897,659065920,base_link,37.68,0.0
1729690897.7605577,1683,1729690897,759066688,base_link,37.68,0.0
1729690897.8594937,1684,1729690897,858068992,base_link,37.68,0.0
1729690897.9637773,1685,1729690897,962067712,base_link,37.68,0.0
1729690898.0603065,1686,1729690898,58067968,base_link,37.68,0.0
1729690898.1612415,1687,1729690898,159066432,base_link,37.68,0.0
1729690898.2629478,1688,1729690898,258071040,base_link,37.68,0.0
1729690898.3620784,1689,1729690898,360070528,base_link,37.68,0.0
