Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
1729690891.119396,1608,1729690890,267123008,base_link,0.2798822224140167,2.272486686706543,-0.06476712971925735,0.5267181520177034,-0.14916932588860435,0.3596664227331238
1729690891.1196616,1609,1729690890,370123008,base_link,0.19625107944011688,2.241511583328247,0.010450650006532669,-0.057266223327417064,-0.3058825880816601,0.1947492786532091
1729690891.1200635,1610,1729690890,468123008,base_link,0.1882726103067398,2.2120234966278076,0.034455180168151855,0.18830809534007426,0.01822961959667145,0.4274483347451037
1729690891.120244,1611,1729690890,579123008,base_link,0.10147807002067566,2.1384239196777344,0.058411285281181335,0.3493161821087466,0.07179956169123748,0.33437449036551237
1729690891.1204672,1612,1729690890,675123008,base_link,0.04512316733598709,2.0729944705963135,-0.021480534225702286,0.0382346223508053,-0.08520106772936112,0.44815409682121765
1729690891.1206684,1613,1729690890,768123008,base_link,-0.01569102518260479,1.985406756401062,-0.0246852058917284,0.1648179362096126,-0.011055939982530173,0.2724307692304537
1729690891.1212254,1614,1729690890,887123008,base_link,-0.09872114658355713,1.8365318775177002,-0.012758823111653328,-0.1262823262839637,0.01733734241384219,0.24941418523887515
1729690891.1215653,1615,1729690890,978123008,base_link,-0.17221218347549438,1.7376371622085571,-0.06716316938400269,-0.1062344936962786,-0.14059337197737481,0.34094387167918594
1729690891.1219404,1616,1729690891,78123008,base_link,-0.20418381690979004,1.6122287511825562,-0.08308974653482437,0.043175766617758626,0.03300183710520908,0.37024823424886977
1729690891.1726422,1617,1729690891,169123008,base_link,-0.2907988429069519,1.4718906879425049,-0.02960214577615261,-0.13288473887231483,-0.0920369834659635,0.14904670110346738
1729690891.2716641,1618,1729690891,268123008,base_link,-0.32225796580314636,1.374420166015625,-0.11436402797698975,0.10446958695711249,0.1094680177676914,0.4612407984599557
1729690891.382255,1619,1729690891,380123008,base_link,-0.4002794623374939,1.2128204107284546,-0.08943046629428864,0.1504303963696488,0.26732401956630053,0.2229954184736928
1729690891.4699125,1620,1729690891,468123008,base_link,-0.44277721643447876,1.1088676452636719,-0.09978736191987991,-0.20399014564639148,-0.029571078610769512,0.2329192516210924
1729690891.577259,1621,1729690891,575123008,base_link,-0.4417615532875061,1.0011706352233887,-0.15465858578681946,-0.18896676158140024,-0.03234759737395497,0.11927565480574664
1729690891.6730049,1622,1729690891,671121216,base_link,-0.4792052209377289,0.8876822590827942,-0.10950860381126404,-0.4735815760125288,-0.031045892459831106,0.1667802597747411
1729690891.7731593,1623,1729690891,771119424,base_link,-0.5166310667991638,0.8397656083106995,-0.10992684960365295,-0.3515641614562786,-0.07541965365286377,0.01071623987786615
1729690891.8735201,1624,1729690891,869119424,base_link,-0.5352373719215393,0.7541007995605469,-0.1408008486032486,-0.10950651065313306,-0.18704883325058363,0.2743386904590577
1729690891.9692411,1625,1729690891,966115584,base_link,-0.5827927589416504,0.7394443154335022,-0.1378769874572754,0.23188134583450573,-0.055712476515122476,0.4741380646421408
1729690892.0722282,1626,1729690892,69113536,base_link,-0.6547126173973083,0.6584991812705994,-0.11021760106086731,0.2221295562118939,0.26204018344142604,0.4941865328781122
1729690892.1696818,1627,1729690892,166113280,base_link,-0.7172591090202332,0.55145263671875,-0.02703050523996353,0.09621426780918199,-0.038190529169857504,0.5742408826836218
1729690892.2695603,1628,1729690892,266113024,base_link,-0.7525486350059509,0.4988752603530884,-0.15412384271621704,0.1711384022084062,0.44851447378887244,0.7861257038937514
1729690892.3695083,1629,1729690892,368112768,base_link,-0.7826926708221436,0.3669126033782959,-0.10923006385564804,0.012833528992451548,0.3209385033425785,0.8004309671759678
1729690892.4699125,1630,1729690892,466112768,base_link,-0.7935391664505005,0.26221176981925964,-0.06786813586950302,-0.24805983800626283,-0.10499165639556932,0.6527979351829332
1729690892.570199,1631,1729690892,568113024,base_link,-0.7882580757141113,0.15886393189430237,-0.12735232710838318,0.0584463444534777,0.30661292947521535,0.8933157790990042
1729690892.675983,1632,1729690892,673113792,base_link,-0.7599247097969055,0.022466406226158142,-0.030557114630937576,-0.06421362325897423,0.22746080983395783,0.7572123933934649
1729690892.7703478,1633,1729690892,768114560,base_link,-0.7104505896568298,-0.06697797775268555,0.004982899874448776,-0.11938873555184529,-0.09318991210515581,0.6416949941202681
1729690892.8708687,1634,1729690892,868113792,base_link,-0.6922726631164551,-0.1436738222837448,-0.0763549730181694,0.004001854463599755,0.12051327616295918,0.8143439649023311
1729690892.9881759,1635,1729690892,983113280,base_link,-0.595837414264679,-0.22892136871814728,-0.07237853854894638,-0.06280213535679068,0.05386485187656591,0.902748342760201
1729690893.075313,1636,1729690893,73113280,base_link,-0.5345816016197205,-0.2642572820186615,-0.07544609159231186,-0.2107999660150464,0.299049759659264,0.848462148012106
1729690893.167252,1637,1729690893,162113280,base_link,-0.4653832018375397,-0.34264257550239563,-0.11400555074214935,0.19324991486298262,-0.02184775271197488,0.404403876719851
1729690893.2685132,1638,1729690893,266113280,base_link,-0.38110408186912537,-0.42782360315322876,0.0067110201343894005,0.09927308329968906,-0.39672765075374855,0.6453359963534985
1729690893.3682885,1639,1729690893,366113536,base_link,-0.37074053287506104,-0.5177608728408813,-0.07141956686973572,0.2276424857744099,-0.2945187270764284,0.5434457372272071
1729690893.4679375,1640,1729690893,466110720,base_link,-0.36234843730926514,-0.6158611178398132,-0.03780362010002136,0.2291924502011871,-0.5877166546785688,0.3609978038713224
