,drone2-mavros-battery__voltage,drone2-mavros-battery__current,drone2-mavros-battery__temperature,drone2-mavros-battery__percentage,drone2-mavros-battery__cell_voltage_0,drone2-mavros-global_position-global__altitude,drone2-mavros-global_position-global__longitude,drone2-mavros-global_position-global__latitude,drone2-mavros-global_position-local__pose.pose.position.x,drone2-mavros-global_position-local__pose.pose.position.y,drone2-mavros-global_position-local__pose.pose.position.z,drone2-mavros-global_position-local__pose.pose.orientation.x,drone2-mavros-global_position-local__pose.pose.orientation.y,drone2-mavros-global_position-local__pose.pose.orientation.z,drone2-mavros-global_position-local__twist.twist.linear.x,drone2-mavros-global_position-local__twist.twist.linear.y,drone2-mavros-global_position-local__twist.twist.linear.z,drone2-mavros-global_position-local__twist.twist.angular.x,drone2-mavros-global_position-local__twist.twist.angular.y,drone2-mavros-global_position-local__twist.twist.angular.z,drone2-mavros-global_position-raw-fix__altitude,drone2-mavros-global_position-raw-fix__longitude,drone2-mavros-global_position-raw-fix__latitude,drone2-mavros-global_position-raw-satellites__data,drone2-mavros-global_position-rel_alt__data,drone2-mavros-gpsstatus-gps1-raw__lat,drone2-mavros-gpsstatus-gps1-raw__lon,drone2-mavros-gpsstatus-gps1-raw__alt,drone2-mavros-gpsstatus-gps1-raw__eph,drone2-mavros-gpsstatus-gps1-raw__epv,drone2-mavros-gpsstatus-gps1-raw__vel,drone2-mavros-gpsstatus-gps1-raw__cog,drone2-mavros-gpsstatus-gps1-raw__satellites_visible,drone2-mavros-gpsstatus-gps1-raw__alt_ellipsoid,drone2-mavros-gpsstatus-gps1-raw__h_acc,drone2-mavros-gpsstatus-gps1-raw__v_acc,drone2-mavros-gpsstatus-gps1-raw__vel_acc,drone2-mavros-gpsstatus-gps1-raw__hdg_acc,drone2-mavros-gpsstatus-gps1-raw__dgps_numch,drone2-mavros-gpsstatus-gps1-raw__dgps_age,drone2-mavros-imu-data__orientation.x,drone2-mavros-imu-data__orientation.y,drone2-mavros-imu-data__orientation.z,drone2-mavros-imu-data__orientation.w,drone2-mavros-imu-data__angular_velocity.x,drone2-mavros-imu-data__angular_velocity.y,drone2-mavros-imu-data__angular_velocity.z,drone2-mavros-imu-static_pressure__fluid_pressure,drone2-mavros-imu-temperature_baro__temperature,drone2-mavros-local_position-odom__pose.pose.position.x,drone2-mavros-local_position-odom__pose.pose.position.y,drone2-mavros-local_position-odom__pose.pose.position.z,drone2-mavros-local_position-odom__pose.pose.orientation.x,drone2-mavros-local_position-odom__pose.pose.orientation.y,drone2-mavros-local_position-odom__pose.pose.orientation.z,drone2-mavros-local_position-odom__pose.pose.orientation.w,drone2-mavros-local_position-odom__pose.covariance,drone2-mavros-local_position-odom__twist.twist.linear.x,drone2-mavros-local_position-odom__twist.twist.linear.y,drone2-mavros-local_position-odom__twist.twist.linear.z,drone2-mavros-local_position-odom__twist.twist.angular.x,drone2-mavros-local_position-odom__twist.twist.angular.y,drone2-mavros-local_position-odom__twist.twist.angular.z,drone2-mavros-local_position-pose__pose.position.x,drone2-mavros-local_position-pose__pose.position.y,drone2-mavros-local_position-pose__pose.position.z,drone2-mavros-local_position-pose__pose.orientation.x,drone2-mavros-local_position-pose__pose.orientation.y,drone2-mavros-local_position-pose__pose.orientation.z,drone2-mavros-local_position-pose__pose.orientation.w,drone2-mavros-param-param_value__param_id,drone2-mavros-param-param_value__value.integer,drone2-mavros-param-param_value__value.real,drone2-mavros-param-param_value__param_index,drone2-mavros-param-param_value__param_count,drone2-mavros-rc-in__channels_0,drone2-mavros-rc-in__channels_1,drone2-mavros-rc-in__channels_2,drone2-mavros-rc-in__channels_3,drone2-mavros-rc-in__channels_4,drone2-mavros-rc-in__rssi,drone2-mavros-rc-out__channels_0,drone2-mavros-rc-out__channels_1,drone2-mavros-rc-out__channels_2,drone2-mavros-rc-out__channels_3,drone2-mavros-rc-out__channels_4,drone2-mavros-rc-out__channels_5,drone2-mavros-rc-out__channels_6,drone2-mavros-rc-out__channels_7,drone2-mavros-rc-out__channels_8,drone2-mavros-rc-out__channels_9,drone2-mavros-rc-out__channels_10,drone2-mavros-rc-out__channels_11,drone2-mavros-rc-out__channels_12,drone2-mavros-rc-out__channels_13,drone2-mavros-rc-out__channels_14,drone2-mavros-rc-out__channels_15,drone2-mavros-state__connected,drone2-mavros-state__armed,drone2-mavros-state__guided,drone2-mavros-state__manual_input,drone2-mavros-state__system_status,drone2-mavros-statustext-recv__severity,drone2-mavros-statustext-recv__text,drone2-mavros-timesync_status__remote_timestamp_ns,drone2-mavros-timesync_status__observed_offset_ns,drone2-mavros-timesync_status__estimated_offset_ns,drone2-mavros-timesync_status__round_trip_time_ms,drone2-mavros-vfr_hud__airspeed,drone2-mavros-vfr_hud__groundspeed,drone2-mavros-vfr_hud__heading,drone2-mavros-vfr_hud__throttle,drone2-mavros-vfr_hud__altitude,drone2-mavros-vfr_hud__climb,RSSI-F__Quality,RSSI-F__Signal,CPU-F__Time,CPU-F__CPU_Percent,CPU-F__CPU_Core_1_Utilization,CPU-F__CPU_Core_2_Utilization,CPU-F__CPU_Core_3_Utilization,RAM-F__Available_RAM_MB,RAM-F__Used_RAM_MB,label
2024-10-23 13:41:33.961144686,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:33.961349010,,,,,,,,,,,,,,,,,,,,,,,,,,336371026.0,729913051.0,551380.0,67.0,103.0,111.0,22816.0,14.0,510782.0,1333.0,1771.0,333.0,0.0,255.0,4294967295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:33.961431503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:33.961534500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47708.12377929688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:33.968117952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6399682760238647,3.888806819915772,-0.0338733382523059,-0.0648018349846104,-0.0335173201826785,-0.9184565235148257,-0.3887350329510575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:33.968562841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6399682760238647,3.888806819915772,-0.0338733382523059,-0.0648018349846104,-0.0335173201826785,-0.9184565235148257,-0.3887350329510575,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5071066122230912,0.7781527376647519,-0.0389615015325482,0.6403446197509766,0.1003249958157539,0.1824233084917068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:33.969127178,0.0179999992251396,0.0099999997764825,0.0,-0.0099999997764825,0.0179999992251396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.055684328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977155674000.0,1.7296899168940762e+18,1.7296899168941082e+18,9.035573959350586,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.055820942,,,,,,489.6660792966729,72.9913019,33.6371005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.055992603,,,,,,,,,1.020611997847738,6.489077114735983,1.219,-0.0721671082034915,-0.0616198559155587,-0.9249426311720602,-0.1,-0.83,0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.056096792,,,,,,,,,,,,,,,,,,,,,,,,,1.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.056548119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0721671082034915,-0.0616198559155587,-0.9249426311720602,-0.3680706873563789,0.8532955050468445,0.1766788512468338,0.4068930447101593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.058771610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8404361605644226,0.8404028415679932,313.0,0.1800000071525573,536.3900146484375,0.0074869506061077,,,,,,,,,,MitM
2024-10-23 13:41:34.061040878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.0,1588.0,999.0,1501.0,999.0,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.061139345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.0,1150.0,1802.0,1817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.062043190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.062197208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47704.6630859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.063029289,,,,,,,,,,,,,,,,,,,,,504.6660899078378,72.9913038,33.637101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.063301563,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.063555002,,,,,,,,,,,,,,,,,,,,,,,,,,336371010.0,729913038.0,551390.0,67.0,103.0,108.0,22205.0,14.0,510792.0,1336.0,1776.0,309.0,0.0,255.0,4294967295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.070035219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5968980193138123,3.798825979232788,-0.042038295418024,-0.0721671082034915,-0.0616198559155587,-0.9249426311720602,-0.3680706873563789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.070368528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5968980193138123,3.798825979232788,-0.042038295418024,-0.0721671082034915,-0.0616198559155587,-0.9249426311720602,-0.3680706873563789,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5163031520971467,0.6411977158895595,-0.1173955906990991,0.8532955050468445,0.1766788512468338,0.4068930447101593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.073917389,0.0120000001043081,0.0099999997764825,0.0,-0.0099999997764825,0.0120000001043081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.151109934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977252966000.0,1.7296899168947448e+18,1.7296899168941094e+18,4.842593193054199,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.155765057,,,,,,489.6660738144769,72.9913016,33.6370998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.155950785,,,,,,,,,0.99277713366805,6.411430035266031,1.211,-0.0730170056052071,-0.0844975474444715,-0.930505995711354,0.04,-0.75,0.08,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.156076670,,,,,,,,,,,,,,,,,,,,,,,,,1.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.156423330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0730170056052071,-0.0844975474444715,-0.930505995711354,-0.3488370297338571,0.5086345672607422,0.0487599112093449,0.5536864399909973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.158521414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7497991919517517,0.7473633885383606,311.0,0.1899999976158142,536.3900146484375,-0.0603889301419258,,,,,,,,,,MitM
2024-10-23 13:41:34.158626318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.0,1588.0,999.0,1501.0,999.0,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.158781052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.0,1150.0,1931.0,1844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.161573887,,,,,,,,,,,,,,,,,,,,,504.6660899078378,72.9913038,33.637101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.161818743,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.161982059,,,,,,,,,,,,,,,,,,,,,,,,,,336371010.0,729913038.0,551390.0,67.0,103.0,108.0,22205.0,14.0,510792.0,1336.0,1776.0,309.0,0.0,255.0,4294967295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.162444592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.162629366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47708.18786621094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.167839289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5696740746498108,3.722233772277832,-0.0490745231509208,-0.0730170056052071,-0.0844975474444715,-0.930505995711354,-0.3488370297338571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.168303013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5696740746498108,3.722233772277832,-0.0490745231509208,-0.0730170056052071,-0.0844975474444715,-0.930505995711354,-0.3488370297338571,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.554006409226714,0.5030787651535429,-0.1136347220624331,0.5086345672607422,0.0487599112093449,0.5536864399909973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.169898272,0.0149999996647238,0.0099999997764825,0.0,-0.0099999997764825,0.0149999996647238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.249523878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977352772000.0,1.729689916894411e+18,1.7296899168941097e+18,3.8302409648895264,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.255470036,,,,,,489.6560687294652,72.9913014,33.6370991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.255504131,,,,,,,,,0.974220557690972,6.333782947301526,1.204,-0.0653131075078399,-0.0780449471738271,-0.93709005007267,0.21,-0.64,-0.04,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.255641699,,,,,,,,,,,,,,,,,,,,,,,,,1.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.255804062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0653131075078399,-0.0780449471738271,-0.93709005007267,-0.3339242762410435,-0.6775251626968384,0.2570025622844696,0.1261229813098907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.261323214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7097125053405762,0.7080059051513672,309.0,0.1899999976158142,536.3800048828125,-0.0491892471909523,,,,,,,,,,MitM
2024-10-23 13:41:34.261827468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.0,1587.0,999.0,1501.0,999.0,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.262025356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.0,1150.0,1791.0,1824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.264042854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.264079094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47705.2734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.267130613,,,,,,,,,,,,,,,,,,,,,504.65607775189454,72.9913029,33.6370996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.267499447,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.267533541,,,,,,,,,,,,,,,,,,,,,,,,,,336370996.0,729913029.0,551380.0,67.0,103.0,87.0,21087.0,14.0,510782.0,1339.0,1783.0,371.0,0.0,255.0,4294967295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.274345160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5582762360572815,3.64922547340393,-0.0576560907065868,-0.0653131075078399,-0.0780449471738271,-0.93709005007267,-0.3339242762410435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.274636269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5582762360572815,3.64922547340393,-0.0576560907065868,-0.0653131075078399,-0.0780449471738271,-0.93709005007267,-0.3339242762410435,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.5811869671113672,0.3407908234216553,0.0247793943121576,-0.6775251626968384,0.2570025622844696,0.1261229813098907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.275148392,0.0130000002682209,0.0099999997764825,0.0,-0.0099999997764825,0.0130000002682209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.349828005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977453000000.0,1.7296899168942285e+18,1.7296899168941094e+18,3.8452229499816895,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.355842352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0539541041103252,-0.0583353857585848,-0.9433347717396348,-0.3221885253155063,-0.6673510074615479,0.1770893484354019,0.2989238500595093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
2024-10-23 13:41:34.357240200,,,,,,489.64606566471446,72.9913014,33.6370986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MitM
