Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,connected,armed,guided,manual_input,mode,system_status
1729690891.120736,927,1729690889,868572508,,True,True,True,True,GUIDED,5
1729690891.1212547,928,1729690890,875736989,,True,True,True,True,GUIDED,5
1729690891.8742507,929,1729690891,871887192,,True,True,True,True,GUIDED,5
1729690892.870219,930,1729690892,869031321,,True,True,True,True,GUIDED,5
1729690893.8698578,931,1729690893,869107080,,True,True,True,True,GUIDED,5
1729690894.8709946,932,1729690894,870250931,,True,True,True,True,GUIDED,5
1729690895.8717084,933,1729690895,870489023,,True,True,True,True,GUIDED,5
1729690896.8741384,934,1729690896,871653022,,True,True,True,True,GUIDED,5
1729690897.870079,935,1729690897,869642762,,True,True,True,True,GUIDED,5
1729690898.870996,936,1729690898,869895280,,True,True,True,True,GUIDED,5
1729690899.8697698,937,1729690899,868964743,,True,True,True,True,GUIDED,5
1729690900.87102,938,1729690900,870152094,,True,True,True,True,GUIDED,5
1729690901.8721883,939,1729690901,871320408,,True,True,True,True,GUIDED,5
1729690902.8699696,940,1729690902,868484093,,True,True,True,True,GUIDED,5
1729690903.8724148,941,1729690903,870799537,,True,True,True,True,GUIDED,5
1729690904.8716912,942,1729690904,870760388,,True,True,True,True,GUIDED,5
1729690905.8719184,943,1729690905,870957054,,True,True,True,True,GUIDED,5
1729690906.871074,944,1729690906,870055424,,True,True,True,True,GUIDED,5
1729690907.8713233,945,1729690907,870216238,,True,True,True,True,GUIDED,5
1729690908.8701625,946,1729690908,869336571,,True,True,True,True,GUIDED,5
1729690909.8705325,947,1729690909,869465366,,True,True,True,True,GUIDED,5
1729690910.8718293,948,1729690910,870633625,,True,True,True,True,GUIDED,5
1729690911.8724174,949,1729690911,870748865,,True,True,True,True,GUIDED,5
1729690912.8717074,950,1729690912,870876290,,True,True,True,True,GUIDED,5
1729690913.8705094,951,1729690913,869074475,,True,True,True,True,GUIDED,5
1729690914.8716352,952,1729690914,869608808,,True,True,True,True,GUIDED,5
1729690915.8700094,953,1729690915,869354085,,True,True,True,True,GUIDED,5
1729690916.8701754,954,1729690916,869519899,,True,True,True,True,GUIDED,5
1729690917.8693116,955,1729690917,868681121,,True,True,True,True,GUIDED,5
1729690918.8695738,956,1729690918,868740046,,True,True,True,True,GUIDED,5
1729690919.872162,957,1729690919,870945620,,True,True,True,True,GUIDED,5
1729690920.8705504,958,1729690920,869999489,,True,True,True,True,GUIDED,5
1729690921.8696806,959,1729690921,868232063,,True,True,True,True,GUIDED,5
1729690922.8713808,960,1729690922,870329266,,True,True,True,True,GUIDED,5
1729690923.8717732,961,1729690923,870544265,,True,True,True,True,GUIDED,5
1729690924.8714795,962,1729690924,870646931,,True,True,True,True,GUIDED,5
1729690925.8710003,963,1729690925,869773801,,True,True,True,True,GUIDED,5
1729690926.8696232,964,1729690926,868901782,,True,True,True,True,GUIDED,5
1729690927.8705647,965,1729690927,869976115,,True,True,True,True,GUIDED,5
1729690928.872545,966,1729690928,870810522,,True,True,True,True,GUIDED,5
1729690929.869213,967,1729690929,868281169,,True,True,True,True,GUIDED,5
1729690930.8709896,968,1729690930,870431650,,True,True,True,True,GUIDED,5
1729690931.870204,969,1729690931,869568705,,True,True,True,True,GUIDED,5
1729690932.8777647,970,1729690932,876811704,,True,True,True,True,GUIDED,5
1729690933.8698945,971,1729690933,868960000,,True,True,True,True,GUIDED,5
1729690934.869942,972,1729690934,869112277,,True,True,True,True,GUIDED,5
1729690935.8704762,973,1729690935,869246610,,True,True,True,True,GUIDED,5
1729690936.8688724,974,1729690936,868288554,,True,True,True,True,GUIDED,5
1729690937.8704476,975,1729690937,869486201,,True,True,True,True,GUIDED,5
1729690938.872003,976,1729690938,869429534,,True,True,True,True,GUIDED,5
1729690939.8704886,977,1729690939,869734385,,True,True,True,True,GUIDED,5
1729690940.870712,978,1729690940,869968663,,True,True,True,True,GUIDED,5
1729690941.8707566,979,1729690941,870076829,,True,True,True,True,GUIDED,5
1729690942.8698847,980,1729690942,869226865,,True,True,True,True,GUIDED,5
1729690943.8704944,981,1729690943,869401290,,True,True,True,True,GUIDED,5
1729690944.8703446,982,1729690944,869527401,,True,True,True,True,GUIDED,5
1729690945.8725257,983,1729690945,869680752,,True,True,True,True,GUIDED,5
