Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1729690891.1185546,1606,1729690889,961678008,base_link,113000.0,360000.0,-138000.00000000006,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.1188452,1607,1729690890,61326008,base_link,72000.0,350000.0,-172000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.119003,1608,1729690890,157627008,base_link,65000.0,336000.0,-195000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.1193223,1609,1729690890,261199008,base_link,36000.0,329000.0,-205000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.1196916,1610,1729690890,360209008,base_link,28000.0,310000.0,-216000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.1197836,1611,1729690890,459564008,base_link,20000.0,306000.0,-231000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.1203487,1612,1729690890,561802008,base_link,20000.0,288000.0,-235000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.1205356,1613,1729690890,664283008,base_link,35000.0,281000.0,-234000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.1210876,1614,1729690890,761713008,base_link,30000.0,266000.0,-236000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.1214848,1615,1729690890,865847008,base_link,39000.0,266000.0,-236000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.122606,1616,1729690890,968551008,base_link,42000.0,252999.99999999997,-251000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.1228218,1617,1729690891,68220008,base_link,53000.0,241999.99999999997,-248000.00000000003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729690891.16299,1618,1729690891,160900008,base_link,56000.0,229999.99999999997,-266000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
