Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,time_ref.secs,time_ref.nsecs,source
1737285429.234465,12560,1737285429,233720170,,1737285429,907948000,fcu
1737285429.3415012,12561,1737285429,340102170,,1737285430,15028000,fcu
1737285429.4447205,12562,1737285429,442307058,,1737285430,116365000,fcu
1737285429.5405047,12563,1737285429,539332077,,1737285430,214341000,fcu
1737285429.6436803,12564,1737285429,643167151,,1737285430,317923000,fcu
1737285429.7334864,12565,1737285429,731410280,,1737285430,405557000,fcu
1737285429.8425746,12566,1737285429,841437669,,1737285430,515643000,fcu
1737285429.9412506,12567,1737285429,939568780,,1737285430,614376000,fcu
1737285430.038768,12568,1737285430,37591632,,1737285430,712225000,fcu
1737285430.1380384,12569,1737285430,134821613,,1737285430,808253000,fcu
1737285430.2408576,12570,1737285430,233878688,,1737285430,907088000,fcu
1737285430.3343902,12571,1737285430,333569317,,1737285431,8381000,fcu
1737285430.434588,12572,1737285430,432457706,,1737285431,107320000,fcu
1737285430.537965,12573,1737285430,537264373,,1737285431,211467000,fcu
1737285430.6330361,12574,1737285430,632462187,,1737285431,307324000,fcu
1737285430.735067,12575,1737285430,734510169,,1737285431,409007000,fcu
1737285430.8358257,12576,1737285430,835325298,,1737285431,510101000,fcu
1737285430.9368453,12577,1737285430,936332150,,1737285431,611207000,fcu
1737285431.036036,12578,1737285431,33560113,,1737285431,708149000,fcu
1737285431.14117,12579,1737285431,134740539,,1737285431,809525000,fcu
1737285431.2327983,12580,1737285431,231583039,,1737285431,906076000,fcu
1737285431.3357697,12581,1737285431,335406057,,1737285432,9434000,fcu
1737285431.4374032,12582,1737285431,436747631,,1737285432,108401000,fcu
1737285431.5350244,12583,1737285431,534425187,,1737285432,209411000,fcu
1737285431.6345,12584,1737285431,633898779,,1737285432,307993000,fcu
1737285431.73545,12585,1737285431,734725187,,1737285432,409849000,fcu
1737285431.8338406,12586,1737285431,833485353,,1737285432,508417000,fcu
1737285431.9366221,12587,1737285431,935720835,,1737285432,610018000,fcu
1737285432.0329561,12588,1737285432,32217649,,1737285432,706195000,fcu
1737285432.1360626,12589,1737285432,135515742,,1737285432,810125000,fcu
1737285432.232353,12590,1737285432,231728705,,1737285432,906509000,fcu
1737285432.336229,12591,1737285432,335547020,,1737285433,9872000,fcu
1737285432.4343677,12592,1737285432,433717020,,1737285433,108877000,fcu
1737285432.5358925,12593,1737285432,535559760,,1737285433,210395000,fcu
1737285432.6373017,12594,1737285432,636722612,,1737285433,311624000,fcu
1737285432.7343807,12595,1737285432,733799297,,1737285433,408202000,fcu
1737285432.8360054,12596,1737285432,834283779,,1737285433,509310000,fcu
1737285432.9359787,12597,1737285432,935612297,,1737285433,610531000,fcu
1737285433.0369356,12598,1737285433,36618890,,1737285433,711411000,fcu
1737285433.134555,12599,1737285433,133701667,,1737285433,808056000,fcu
1737285433.2337344,12600,1737285433,232867482,,1737285433,907226000,fcu
1737285433.332595,12601,1737285433,331890519,,1737285434,6632000,fcu
1737285433.4347234,12602,1737285433,433918371,,1737285434,108055000,fcu
1737285433.5350082,12603,1737285433,534694797,,1737285434,209391000,fcu
1737285433.6347961,12604,1737285433,633916908,,1737285434,308170000,fcu
1737285433.7348003,12605,1737285433,733944259,,1737285434,409069000,fcu
1737285433.835661,12606,1737285433,832762500,,1737285434,507936000,fcu
1737285433.934136,12607,1737285433,933775056,,1737285434,609035000,fcu
1737285434.0363426,12608,1737285434,35782685,,1737285434,710148000,fcu
1737285434.1383853,12609,1737285434,137790704,,1737285434,812214000,fcu
1737285434.2348497,12610,1737285434,233984852,,1737285434,908633000,fcu
1737285434.3333545,12611,1737285434,332802667,,1737285435,8079000,fcu
1737285434.4352036,12612,1737285434,434822852,,1737285435,109839000,fcu
1737285434.5319667,12613,1737285434,531065981,,1737285435,206150000,fcu
1737285434.6338906,12614,1737285434,633089463,,1737285435,307536000,fcu
1737285434.7350886,12615,1737285434,734164537,,1737285435,409305000,fcu
1737285434.8341484,12616,1737285434,833196833,,1737285435,508203000,fcu
1737285434.9352303,12617,1737285434,934218148,,1737285435,609254000,fcu
1737285435.033374,12618,1737285435,32879759,,1737285435,707593000,fcu
1737285435.1347344,12619,1737285435,134178981,,1737285435,809411000,fcu
1737285435.233994,12620,1737285435,233166888,,1737285435,908087000,fcu
1737285435.333732,12621,1737285435,332426666,,1737285436,7090000,fcu
1737285435.433756,12622,1737285435,433093092,,1737285436,108432000,fcu
1737285435.5331156,12623,1737285435,532207555,,1737285436,207401000,fcu
1737285435.635142,12624,1737285435,633383944,,1737285436,308376000,fcu
1737285435.7356129,12625,1737285435,735000869,,1737285436,409808000,fcu
1737285435.8349092,12626,1737285435,834152721,,1737285436,508871000,fcu
1737285435.9362626,12627,1737285435,935285499,,1737285436,610149000,fcu
1737285436.0346963,12628,1737285436,34055499,,1737285436,708871000,fcu
1737285436.1386876,12629,1737285436,138060203,,1737285436,813019000,fcu
1737285436.2369661,12630,1737285436,236272999,,1737285436,911332000,fcu
1737285436.3418992,12631,1737285436,341237351,,1737285437,16330000,fcu
1737285436.4383123,12632,1737285436,437327350,,1737285437,112631000,fcu
1737285436.538809,12633,1737285436,538150165,,1737285437,212994000,fcu
1737285436.6431181,12634,1737285436,642412665,,1737285437,316817000,fcu
1737285436.7408724,12635,1737285436,740295628,,1737285437,415625000,fcu
1737285436.8312242,12636,1737285436,830389832,,1737285437,505595000,fcu
1737285436.9439397,12637,1737285436,943348591,,1737285437,618060000,fcu
1737285437.0403547,12638,1737285437,39439832,,1737285437,714168000,fcu
1737285437.1437507,12639,1737285437,143229906,,1737285437,818148000,fcu
1737285437.2373824,12640,1737285437,236459535,,1737285437,911058000,fcu
1737285437.3345711,12641,1737285437,334213720,,1737285438,9364000,fcu
1737285437.4342508,12642,1737285437,433445442,,1737285438,108354000,fcu
1737285437.5346622,12643,1737285437,534239813,,1737285438,209846000,fcu
1737285437.6368713,12644,1737285437,636258850,,1737285438,311773000,fcu
1737285437.7333846,12645,1737285437,732508239,,1737285438,407903000,fcu
1737285437.834874,12646,1737285437,834296646,,1737285438,509322000,fcu
1737285437.9358726,12647,1737285437,935314090,,1737285438,610444000,fcu
1737285438.0353591,12648,1737285438,34190535,,1737285438,709386000,fcu
1737285438.135993,12649,1737285438,135387868,,1737285438,808359000,fcu
1737285438.2374873,12650,1737285438,236566868,,1737285438,909564000,fcu
1737285438.3347359,12651,1737285438,333601831,,1737285439,8160000,fcu
1737285438.4348295,12652,1737285438,434352868,,1737285439,109339000,fcu
1737285438.5317678,12653,1737285438,530674757,,1737285439,206102000,fcu
1737285438.6337397,12654,1737285438,632661257,,1737285439,307297000,fcu
1737285438.73176,12655,1737285438,730654331,,1737285439,406126000,fcu
1737285438.8352945,12656,1737285438,834462719,,1737285439,509503000,fcu
1737285438.937136,12657,1737285438,936454868,,1737285439,611117000,fcu
1737285439.0333567,12658,1737285439,32675071,,1737285439,707338000,fcu
1737285439.1377392,12659,1737285439,136511664,,1737285439,811337000,fcu
1737285439.2329636,12660,1737285439,232513664,,1737285439,907481000,fcu
1737285439.3359137,12661,1737285439,334561386,,1737285440,9146000,fcu
1737285439.435953,12662,1737285439,435538330,,1737285440,110345000,fcu
1737285439.5329342,12663,1737285439,531774349,,1737285440,207100000,fcu
1737285439.633897,12664,1737285439,633560515,,1737285440,308457000,fcu
1737285439.7361522,12665,1737285439,734796311,,1737285440,409984000,fcu
1737285439.834147,12666,1737285439,833559145,,1737285440,508550000,fcu
1737285439.9354355,12667,1737285439,934751460,,1737285440,609823000,fcu
1737285440.0339665,12668,1737285440,33589830,,1737285440,708815000,fcu
1737285440.1347482,12669,1737285440,132874608,,1737285440,808139000,fcu
1737285440.2327273,12670,1737285440,231844219,,1737285440,906621000,fcu
1737285440.3344824,12671,1737285440,332856089,,1737285441,8134000,fcu
1737285440.4350963,12672,1737285440,434620255,,1737285441,109628000,fcu
1737285440.5330482,12673,1737285440,531884792,,1737285441,206457000,fcu
1737285440.6357496,12674,1737285440,634735052,,1737285441,309879000,fcu
1737285440.7342863,12675,1737285440,733704607,,1737285441,409227000,fcu
1737285440.8338757,12676,1737285440,832875089,,1737285441,507819000,fcu
1737285440.9332538,12677,1737285440,932720255,,1737285441,607541000,fcu
1737285441.0362937,12678,1737285441,35744255,,1737285441,711342000,fcu
1737285441.1349435,12679,1737285441,132842459,,1737285441,808402000,fcu
1737285441.2328625,12680,1737285441,231983996,,1737285441,907306000,fcu
1737285441.3348804,12681,1737285441,333980199,,1737285442,9461000,fcu
1737285441.4340994,12682,1737285441,433027273,,1737285442,108585000,fcu
1737285441.534539,12683,1737285441,533026199,,1737285442,208182000,fcu
1737285441.6346986,12684,1737285441,634020144,,1737285442,309411000,fcu
1737285441.7352605,12685,1737285441,734833533,,1737285442,410568000,fcu
1737285441.8342469,12686,1737285441,833865588,,1737285442,509129000,fcu
1737285441.9350514,12687,1737285441,933159532,,1737285442,608413000,fcu
1737285442.0346818,12688,1737285442,32650329,,1737285442,707120000,fcu
1737285442.1357589,12689,1737285442,132854773,,1737285442,808609000,fcu
1737285442.2352662,12690,1737285442,233914366,,1737285442,909556000,fcu
1737285442.334724,12691,1737285442,333124199,,1737285443,8397000,fcu
1737285442.4347324,12692,1737285442,433928865,,1737285443,109479000,fcu
1737285442.534242,12693,1737285442,533147347,,1737285443,208871000,fcu
1737285442.6351647,12694,1737285442,634162439,,1737285443,309822000,fcu
1737285442.7348845,12695,1737285442,734004032,,1737285443,408892000,fcu
1737285442.8331888,12696,1737285442,832143717,,1737285443,507769000,fcu
1737285442.9372947,12697,1737285442,936196180,,1737285443,611506000,fcu
1737285443.0331223,12698,1737285443,32209606,,1737285443,707419000,fcu
1737285443.1375532,12699,1737285443,136345291,,1737285443,811606000,fcu
1737285443.2376714,12700,1737285443,237052532,,1737285443,912708000,fcu
1737285443.3364623,12701,1737285443,336111013,,1737285444,10929000,fcu
1737285443.4360611,12702,1737285443,435138420,,1737285444,109880000,fcu
1737285443.537741,12703,1737285443,537136087,,1737285444,211887000,fcu
1737285443.638194,12704,1737285443,637257476,,1737285444,312820000,fcu
1737285443.7402172,12705,1737285443,738378087,,1737285444,414035000,fcu
