Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,connected,armed,guided,manual_input,mode,system_status
1737285429.2122386,1752,1737285428,926067818,,True,True,True,True,GUIDED,5
1737285429.927105,1753,1737285429,926187225,,True,True,True,True,GUIDED,5
1737285430.9271054,1754,1737285430,926274613,,True,True,True,True,GUIDED,5
1737285431.9282062,1755,1737285431,927503279,,True,True,True,True,GUIDED,5
1737285432.9264581,1756,1737285432,925651112,,True,True,True,True,GUIDED,5
1737285433.9274967,1757,1737285433,926753352,,True,True,True,True,GUIDED,5
1737285434.9265244,1758,1737285434,925913666,,True,True,True,True,GUIDED,5
1737285435.928732,1759,1737285435,928027240,,True,True,True,True,GUIDED,5
1737285436.9284544,1760,1737285436,927212665,,True,True,True,True,GUIDED,5
1737285437.9260724,1761,1737285437,925356294,,True,True,True,True,GUIDED,5
1737285438.9272645,1762,1737285438,926489682,,True,True,True,True,GUIDED,5
1737285439.9272568,1763,1737285439,926602811,,True,True,True,True,GUIDED,5
1737285440.9260066,1764,1737285440,924773737,,True,True,True,True,GUIDED,5
1737285441.9264958,1765,1737285441,925873699,,True,True,True,True,GUIDED,5
1737285442.9265108,1766,1737285442,925919810,,True,True,True,True,GUIDED,5
1737285443.927648,1767,1737285443,927071253,,True,True,True,True,GUIDED,5
1737285444.9260304,1768,1737285444,925302605,,True,True,True,True,GUIDED,5
1737285445.9260392,1769,1737285445,925458549,,True,True,True,True,GUIDED,5
1737285446.9267206,1770,1737285446,925555344,,True,True,True,True,GUIDED,5
1737285447.9274523,1771,1737285447,926733751,,True,True,True,True,GUIDED,5
1737285448.7297478,1772,1737285448,728822547,,True,True,True,True,LOITER,5
1737285448.9287605,1773,1737285448,927885621,,True,True,True,True,LOITER,5
1737285449.9292972,1774,1737285449,928904398,,True,True,True,True,LOITER,5
1737285450.927427,1775,1737285450,926142471,,True,True,True,True,LOITER,5
1737285451.9280136,1776,1737285451,927285656,,True,True,True,True,LOITER,5
1737285452.9266906,1777,1737285452,925390785,,True,True,True,True,LOITER,5
1737285453.9262066,1778,1737285453,925465599,,True,True,True,True,LOITER,5
1737285454.9262817,1779,1737285454,925624914,,True,True,True,True,LOITER,5
1737285455.925592,1780,1737285455,924856191,,True,True,True,True,LOITER,5
1737285456.927477,1781,1737285456,926196616,,True,True,True,True,LOITER,5
1737285457.9259338,1782,1737285457,925153301,,True,True,True,True,LOITER,5
1737285458.9268236,1783,1737285458,926273467,,True,True,True,True,LOITER,5
1737285459.9260242,1784,1737285459,925386762,,True,True,True,True,LOITER,5
1737285460.926604,1785,1737285460,924531836,,True,True,True,True,LOITER,5
1737285461.9273968,1786,1737285461,925677446,,True,True,True,True,LOITER,5
1737285462.927945,1787,1737285462,924824501,,True,True,True,True,LOITER,5
1737285463.9255052,1788,1737285463,923955445,,True,True,True,True,LOITER,5
1737285464.9250853,1789,1737285464,924083759,,True,True,True,True,LOITER,5
1737285465.9249117,1790,1737285465,924227703,,True,True,True,True,LOITER,5
1737285466.9249396,1791,1737285466,924372555,,True,True,True,True,LOITER,5
1737285467.926477,1792,1737285467,925508535,,True,True,True,True,LOITER,5
1737285468.9253316,1793,1737285468,924666813,,True,True,True,True,LOITER,5
1737285469.9262674,1794,1737285469,925783090,,True,True,True,True,LOITER,5
1737285470.925214,1795,1737285470,923937145,,True,True,True,True,LOITER,5
1737285471.9265234,1796,1737285471,925084181,,True,True,True,True,LOITER,5
1737285472.9238315,1797,1737285472,923216107,,True,True,True,True,LOITER,5
1737285473.926188,1798,1737285473,925354884,,True,True,True,True,LOITER,5
1737285474.9263244,1799,1737285474,925474068,,True,True,True,True,LOITER,5
1737285475.928656,1800,1737285475,927614382,,True,True,True,True,LOITER,5
1737285476.9273055,1801,1737285476,926754789,,True,True,True,True,LOITER,5
1737285477.9245775,1802,1737285477,923889659,,True,True,True,True,LOITER,5
1737285478.9257748,1803,1737285478,925033270,,True,True,True,True,LOITER,5
1737285479.9246342,1804,1737285479,924107491,,True,True,True,True,LOITER,5
1737285480.9238544,1805,1737285480,923318509,,True,True,True,True,LOITER,5
1737285481.9261053,1806,1737285481,925449638,,True,True,True,True,LOITER,5
1737285482.9273233,1807,1737285482,926652730,,True,True,True,True,LOITER,5
1737285483.9241498,1808,1737285483,923674656,,True,True,True,True,LOITER,5
1737285484.9246664,1809,1737285484,923890470,,True,True,True,True,LOITER,5
1737285485.9244282,1810,1737285485,923965191,,True,True,True,True,LOITER,5
1737285486.9237895,1811,1737285486,923152894,,True,True,True,True,LOITER,5
1737285487.9321084,1812,1737285487,931296561,,True,True,True,True,LOITER,5
1737285488.9243166,1813,1737285488,923441449,,True,True,True,True,LOITER,5
1737285489.92533,1814,1737285489,924505300,,True,True,True,True,LOITER,5
1737285490.9242938,1815,1737285490,923622522,,True,True,True,True,LOITER,5
1737285491.9233913,1816,1737285491,921856799,,True,True,True,True,LOITER,5
1737285492.922812,1817,1737285492,922000354,,True,True,True,True,LOITER,5
1737285493.9252322,1818,1737285493,924137946,,True,True,True,True,LOITER,5
1737285494.9236226,1819,1737285494,923194538,,True,True,True,True,LOITER,5
1737285495.7746842,1820,1737285495,774305037,,True,True,False,True,LAND,5
1737285495.9238791,1821,1737285495,923349130,,True,True,False,True,LAND,5
1737285496.9256182,1822,1737285496,924671259,,True,True,False,True,LAND,5
1737285497.9239419,1823,1737285497,922773203,,True,True,False,True,LAND,5
1737285498.9248528,1824,1737285498,922936832,,True,True,False,True,LAND,5
1737285499.9232678,1825,1737285499,922080961,,True,True,False,True,LAND,5
1737285500.925835,1826,1737285500,924241312,,True,True,False,True,LAND,5
1737285501.9328628,1827,1737285501,927387256,,True,True,False,True,LAND,5
1737285502.9255073,1828,1737285502,924432440,,True,True,False,True,LAND,5
1737285503.9248087,1829,1737285503,923540773,,True,True,False,True,LAND,5
1737285504.92486,1830,1737285504,923795476,,True,True,False,True,LAND,5
1737285505.9250934,1831,1737285505,921905513,,True,True,False,True,LAND,5
1737285506.923347,1832,1737285506,922060401,,True,True,False,True,LAND,5
1737285507.9256368,1833,1737285507,924118845,,True,True,False,True,LAND,5
1737285508.9243364,1834,1737285508,922320104,,True,True,False,True,LAND,5
1737285509.9277925,1835,1737285509,922472770,,True,True,False,True,LAND,5
1737285510.925018,1836,1737285510,921597899,,True,True,False,True,LAND,5
1737285511.924211,1837,1737285511,922751546,,True,False,False,True,LAND,5
1737285512.924286,1838,1737285512,921879397,,True,False,False,True,LAND,5
1737285513.9235542,1839,1737285513,920994767,,True,False,False,True,LAND,5
1737285514.9244573,1840,1737285514,923154452,,True,False,False,True,LAND,5
1737285515.9259212,1841,1737285515,923297599,,True,False,False,True,LAND,5
