Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,magnetic_field.x,magnetic_field.y,magnetic_field.z,magnetic_field_covariance_0,magnetic_field_covariance_1,magnetic_field_covariance_2,magnetic_field_covariance_3,magnetic_field_covariance_4,magnetic_field_covariance_5,magnetic_field_covariance_6,magnetic_field_covariance_7,magnetic_field_covariance_8
1737285429.1289148,12559,1737285429,31271056,base_link,512000.0,149999.99999999994,-543000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285429.1318784,12560,1737285429,129978888,base_link,506000.0,133999.99999999994,-552000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285429.2327447,12561,1737285429,230830816,base_link,491000.0,133999.99999999994,-580000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285429.337152,12562,1737285429,334195232,base_link,490000.0,148999.99999999994,-524000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285429.4402878,12563,1737285429,438353392,base_link,483000.0,137999.99999999994,-553000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285429.5395322,12564,1737285429,537357832,base_link,476000.0,158999.99999999994,-549000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285429.6401381,12565,1737285429,638227992,base_link,520000.0,133999.99999999994,-589000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285429.7303674,12566,1737285429,727971872,base_link,503000.0,136999.99999999994,-533000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285429.8339434,12567,1737285429,831649216,base_link,503000.0,159999.99999999994,-529000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285429.9322324,12568,1737285429,930651352,base_link,483000.0,158999.99999999994,-553000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285430.0329518,12569,1737285430,32174648,base_link,473000.0,197999.99999999994,-564000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285430.134252,12570,1737285430,131110736,base_link,494000.0,207999.99999999994,-572000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285430.2405472,12571,1737285430,229322920,base_link,467000.0,247999.99999999994,-546000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737285430.3319764,12572,1737285430,330814288,base_link,484000.0,253999.99999999994,-572000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
