Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7,channels_8,channels_9,channels_10,channels_11,channels_12,channels_13,channels_14,channels_15
1737285429.1319442,12559,1737285429,129868888,,1573,1496,1617,1343,0,0,0,0,0,0,0,0,0,0,0,0
1737285429.2302082,12560,1737285429,228455816,,1415,1635,1469,1527,0,0,0,0,0,0,0,0,0,0,0,0
1737285429.3366241,12561,1737285429,334020232,,1681,1378,1680,1355,0,0,0,0,0,0,0,0,0,0,0,0
1737285429.4368446,12562,1737285429,435457392,,1639,1481,1798,1188,0,0,0,0,0,0,0,0,0,0,0,0
1737285429.5385492,12563,1737285429,537203832,,1668,1337,1540,1493,0,0,0,0,0,0,0,0,0,0,0,0
1737285429.6343482,12564,1737285429,632274992,,1676,1418,1365,1526,0,0,0,0,0,0,0,0,0,0,0,0
1737285429.7313097,12565,1737285429,727870872,,1707,1553,1188,1680,0,0,0,0,0,0,0,0,0,0,0,0
1737285429.8340163,12566,1737285429,831438216,,1724,1406,1193,1601,0,0,0,0,0,0,0,0,0,0,0,0
1737285429.9323523,12567,1737285429,930392352,,1531,1598,1412,1606,0,0,0,0,0,0,0,0,0,0,0,0
1737285430.0327446,12568,1737285430,31993648,,1643,1390,1457,1683,0,0,0,0,0,0,0,0,0,0,0,0
1737285430.1323042,12569,1737285430,128197736,,1607,1343,1701,1510,0,0,0,0,0,0,0,0,0,0,0,0
1737285430.2295198,12570,1737285430,227400920,,1506,1470,1657,1571,0,0,0,0,0,0,0,0,0,0,0,0
1737285430.3319998,12571,1737285430,330698288,,1577,1454,1823,1188,0,0,0,0,0,0,0,0,0,0,0,0
1737285430.428822,12572,1737285430,427405656,,1508,1545,1317,1751,0,0,0,0,0,0,0,0,0,0,0,0
1737285430.5323176,12573,1737285430,530960304,,1651,1415,1597,1476,0,0,0,0,0,0,0,0,0,0,0,0
1737285430.628749,12574,1737285430,627311208,,1605,1542,1188,1745,0,0,0,0,0,0,0,0,0,0,0,0
1737285430.7297835,12575,1737285430,728679112,,1521,1582,1677,1246,0,0,0,0,0,0,0,0,0,0,0,0
1737285430.8310578,12576,1737285430,829881504,,1693,1368,1721,1188,0,0,0,0,0,0,0,0,0,0,0,0
1737285430.9335842,12577,1737285430,931291592,,1571,1510,1639,1369,0,0,0,0,0,0,0,0,0,0,0,0
1737285431.0288427,12578,1737285431,27602496,,1537,1569,1188,1774,0,0,0,0,0,0,0,0,0,0,0,0
1737285431.132032,12579,1737285431,128952952,,1511,1536,1704,1273,0,0,0,0,0,0,0,0,0,0,0,0
1737285431.2293255,12580,1737285431,227782832,,1502,1570,1572,1491,0,0,0,0,0,0,0,0,0,0,0,0
1737285431.3309448,12581,1737285431,329823152,,1523,1575,1274,1716,0,0,0,0,0,0,0,0,0,0,0,0
1737285431.4325387,12582,1737285431,430840984,,1544,1548,1296,1699,0,0,0,0,0,0,0,0,0,0,0,0
1737285431.5310311,12583,1737285431,529874144,,1514,1568,1525,1528,0,0,0,0,0,0,0,0,0,0,0,0
1737285431.6289966,12584,1737285431,628162560,,1567,1585,1188,1787,0,0,0,0,0,0,0,0,0,0,0,0
1737285431.730924,12585,1737285431,729915904,,1562,1540,1188,1740,0,0,0,0,0,0,0,0,0,0,0,0
1737285431.8290126,12586,1737285431,828073040,,1521,1567,1592,1424,0,0,0,0,0,0,0,0,0,0,0,0
1737285431.9328423,12587,1737285431,931735776,,1577,1508,1311,1664,0,0,0,0,0,0,0,0,0,0,0,0
1737285432.0318513,12588,1737285432,28281912,,1616,1456,1418,1615,0,0,0,0,0,0,0,0,0,0,0,0
1737285432.1345227,12589,1737285432,130040352,,1672,1383,1320,1721,0,0,0,0,0,0,0,0,0,0,0,0
1737285432.2300532,12590,1737285432,228676512,,1643,1383,1753,1188,0,0,0,0,0,0,0,0,0,0,0,0
1737285432.3311746,12591,1737285432,329861856,,1515,1546,1529,1548,0,0,0,0,0,0,0,0,0,0,0,0
1737285432.4318755,12592,1737285432,430814736,,1614,1466,1499,1592,0,0,0,0,0,0,0,0,0,0,0,0
1737285432.5310898,12593,1737285432,529804736,,1559,1543,1712,1358,0,0,0,0,0,0,0,0,0,0,0,0
1737285432.632064,12594,1737285432,631295408,,1605,1464,1241,1735,0,0,0,0,0,0,0,0,0,0,0,0
1737285432.728104,12595,1737285432,727526800,,1564,1511,1557,1514,0,0,0,0,0,0,0,0,0,0,0,0
1737285432.8301537,12596,1737285432,828817728,,1669,1414,1607,1474,0,0,0,0,0,0,0,0,0,0,0,0
1737285432.931323,12597,1737285432,930005632,,1551,1554,1749,1188,0,0,0,0,0,0,0,0,0,0,0,0
1737285433.030436,12598,1737285433,28775536,,1579,1513,1553,1496,0,0,0,0,0,0,0,0,0,0,0,0
1737285433.1333377,12599,1737285433,127838880,,1526,1569,1188,1727,0,0,0,0,0,0,0,0,0,0,0,0
1737285433.228271,12600,1737285433,227065504,,1545,1552,1704,1219,0,0,0,0,0,0,0,0,0,0,0,0
1737285433.3305838,12601,1737285433,328697736,,1571,1532,1686,1336,0,0,0,0,0,0,0,0,0,0,0,0
1737285433.431008,12602,1737285433,429713080,,1647,1427,1600,1504,0,0,0,0,0,0,0,0,0,0,0,0
1737285433.5304263,12603,1737285433,528833240,,1574,1480,1442,1632,0,0,0,0,0,0,0,0,0,0,0,0
