Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,voltage,temperature,current,charge,capacity,design_capacity,percentage,power_supply_status,power_supply_health,power_supply_technology,present,cell_voltage_0,location,serial_number
1729403414.563545,2296,1729403414,116917570,,0.17000000178813934,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.17000000178813934,id0,
1729403414.5636978,2297,1729403414,215817107,,0.10999999940395355,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.10999999940395355,id0,
1729403414.5640059,2298,1729403414,316763589,,0.13500000536441803,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.13500000536441803,id0,
1729403414.564138,2299,1729403414,418876718,,0.13199999928474426,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.13199999928474426,id0,
1729403414.5644176,2300,1729403414,515849866,,0.15000000596046448,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.15000000596046448,id0,
1729403414.6162379,2301,1729403414,615893477,,0.14800000190734863,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.14800000190734863,id0,
1729403414.716114,2302,1729403414,715865329,,0.15199999511241913,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.15199999511241913,id0,
1729403414.8192055,2303,1729403414,818931718,,0.15700000524520874,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.15700000524520874,id0,
1729403414.9163904,2304,1729403414,915944199,,0.11699999868869781,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.11699999868869781,id0,
1729403415.0173292,2305,1729403415,16955070,,0.14100000262260437,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.14100000262260437,id0,
1729403415.1162806,2306,1729403415,115918903,,0.1459999978542328,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1459999978542328,id0,
1729403415.2162733,2307,1729403415,215925958,,0.16699999570846558,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16699999570846558,id0,
1729403415.3151236,2308,1729403415,314791958,,0.17900000512599945,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.17900000512599945,id0,
1729403415.419577,2309,1729403415,419049607,,0.164000004529953,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.164000004529953,id0,
1729403415.5201614,2310,1729403415,517449236,,0.16899999976158142,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16899999976158142,id0,
1729403415.6166525,2311,1729403415,616057162,,0.15299999713897705,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.15299999713897705,id0,
1729403415.7178442,2312,1729403415,716578217,,0.18799999356269836,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.18799999356269836,id0,
1729403415.8196757,2313,1729403415,819116699,,0.17900000512599945,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.17900000512599945,id0,
1729403415.9176698,2314,1729403415,916510328,,0.14100000262260437,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.14100000262260437,id0,
1729403416.017539,2315,1729403416,16519773,,0.19200000166893005,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.19200000166893005,id0,
1729403416.117106,2316,1729403416,116195643,,0.16099999845027924,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16099999845027924,id0,
1729403416.2170088,2317,1729403416,216213532,,0.16200000047683716,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16200000047683716,id0,
1729403416.3196945,2318,1729403416,319147180,,0.1379999965429306,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1379999965429306,id0,
1729403416.4167428,2319,1729403416,416169124,,0.1850000023841858,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1850000023841858,id0,
1729403416.5197055,2320,1729403416,519171606,,0.1770000010728836,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1770000010728836,id0,
1729403416.6197762,2321,1729403416,619224550,,0.1589999943971634,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1589999943971634,id0,
1729403416.716767,2322,1729403416,716210050,,0.1940000057220459,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1940000057220459,id0,
1729403416.8169887,2323,1729403416,816304846,,0.16500000655651093,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16500000655651093,id0,
1729403416.9200597,2324,1729403416,919324587,,0.14000000059604645,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.14000000059604645,id0,
1729403417.0206115,2325,1729403417,19390476,,0.18199999630451202,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.18199999630451202,id0,
1729403417.1168432,2326,1729403417,116287828,,0.20499999821186066,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.20499999821186066,id0,
1729403417.216722,2327,1729403417,216262624,,0.15299999713897705,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.15299999713897705,id0,
1729403417.317903,2328,1729403417,316614365,,0.16599999368190765,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16599999368190765,id0,
1729403417.4155965,2329,1729403417,414548087,,0.16300000250339508,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16300000250339508,id0,
1729403417.5167608,2330,1729403417,516304253,,0.1809999942779541,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1809999942779541,id0,
1729403417.6186075,2331,1729403417,618259383,,0.1599999964237213,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1599999964237213,id0,
1729403417.7172587,2332,1729403417,716516216,,0.16699999570846558,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16699999570846558,id0,
1729403417.8165987,2333,1729403417,816299550,,0.17000000178813934,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.17000000178813934,id0,
1729403417.9179344,2334,1729403417,916692846,,0.16200000047683716,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16200000047683716,id0,
1729403418.0189402,2335,1729403418,18420809,,0.1469999998807907,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1469999998807907,id0,
1729403418.1170442,2336,1729403418,116449179,,0.14800000190734863,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.14800000190734863,id0,
1729403418.216869,2337,1729403418,214853327,,0.17900000512599945,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.17900000512599945,id0,
1729403418.3170936,2338,1729403418,316493642,,0.16500000655651093,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16500000655651093,id0,
1729403418.4192336,2339,1729403418,418520068,,0.15700000524520874,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.15700000524520874,id0,
1729403418.5176008,2340,1729403418,516500142,,0.20499999821186066,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.20499999821186066,id0,
1729403418.6172318,2341,1729403418,616584253,,0.16099999845027924,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16099999845027924,id0,
1729403418.7173092,2342,1729403418,716566271,,0.16599999368190765,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16599999368190765,id0,
1729403418.8173845,2343,1729403418,816595530,,0.17100000381469727,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.17100000381469727,id0,
1729403418.9171102,2344,1729403418,916587104,,0.16300000250339508,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16300000250339508,id0,
1729403419.019044,2345,1729403419,18547975,,0.17000000178813934,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.17000000178813934,id0,
1729403419.118152,2346,1729403419,116947697,,0.1550000011920929,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1550000011920929,id0,
1729403419.2142591,2347,1729403419,213583086,,0.16200000047683716,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16200000047683716,id0,
1729403419.316195,2348,1729403419,313964086,,0.19200000166893005,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.19200000166893005,id0,
1729403419.4192357,2349,1729403419,416861215,,0.1809999942779541,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.1809999942779541,id0,
1729403419.5173602,2350,1729403419,516678289,,0.16599999368190765,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16599999368190765,id0,
1729403419.6172001,2351,1729403419,616655215,,0.16699999570846558,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16699999570846558,id0,
1729403419.719296,2352,1729403419,717055234,,0.15399999916553497,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.15399999916553497,id0,
1729403419.8185022,2353,1729403419,816736308,,0.14300000667572021,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.14300000667572021,id0,
1729403419.9171124,2354,1729403419,916653178,,0.14100000262260437,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.14100000262260437,id0,
1729403420.0171323,2355,1729403420,16662937,,0.11299999803304672,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.11299999803304672,id0,
1729403420.117373,2356,1729403420,116754900,,0.15000000596046448,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.15000000596046448,id0,
1729403420.222001,2357,1729403420,221650956,,0.15299999713897705,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.15299999713897705,id0,
1729403420.3159344,2358,1729403420,315659437,,0.16200000047683716,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,0.16200000047683716,id0,
