Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,time_ref.secs,time_ref.nsecs,source
1729403414.5636384,2296,1729403414,208909718,,1729403432,645628000,fcu
1729403414.5638096,2297,1729403414,309998589,,1729403432,745731000,fcu
1729403414.5640619,2298,1729403414,411835144,,1729403432,847983000,fcu
1729403414.5643528,2299,1729403414,511853607,,1729403432,947946000,fcu
1729403414.610049,2300,1729403414,609242848,,1729403433,45686000,fcu
1729403414.7109187,2301,1729403414,710160829,,1729403433,145948000,fcu
1729403414.812386,2302,1729403414,811936348,,1729403433,248108000,fcu
1729403414.9124844,2303,1729403414,911961848,,1729403433,347931000,fcu
1729403415.0122092,2304,1729403415,11962514,,1729403433,447975000,fcu
1729403415.1097422,2305,1729403415,109001255,,1729403433,545496000,fcu
1729403415.210338,2306,1729403415,209140681,,1729403433,645589000,fcu
1729403415.3098073,2307,1729403415,309075718,,1729403433,745645000,fcu
1729403415.4131465,2308,1729403415,412132829,,1729403433,848076000,fcu
1729403415.5141551,2309,1729403415,512207199,,1729403433,948102000,fcu
1729403415.6100588,2310,1729403415,609176292,,1729403434,45505000,fcu
1729403415.7130299,2311,1729403415,712151440,,1729403434,148085000,fcu
1729403415.8130755,2312,1729403415,812273291,,1729403434,248060000,fcu
1729403415.9130754,2313,1729403415,912172217,,1729403434,348044000,fcu
1729403416.0109468,2314,1729403416,9528180,,1729403434,445540000,fcu
1729403416.1113932,2315,1729403416,109598847,,1729403434,545960000,fcu
1729403416.2133129,2316,1729403416,212227328,,1729403434,648095000,fcu
1729403416.3141508,2317,1729403416,312573236,,1729403434,748134000,fcu
1729403416.4112756,2318,1729403416,409610736,,1729403434,845893000,fcu
1729403416.511262,2319,1729403416,509606365,,1729403434,945629000,fcu
1729403416.6135027,2320,1729403416,612315050,,1729403435,48151000,fcu
1729403416.7119737,2321,1729403416,709348680,,1729403435,145521000,fcu
1729403416.812235,2322,1729403416,811316328,,1729403435,247632000,fcu
1729403416.9131603,2323,1729403416,911659420,,1729403435,348134000,fcu
1729403417.0138006,2324,1729403417,11765235,,1729403435,448131000,fcu
1729403417.1110477,2325,1729403417,109326457,,1729403435,545336000,fcu
1729403417.2097337,2326,1729403417,209305976,,1729403435,645313000,fcu
1729403417.3127942,2327,1729403417,312347605,,1729403435,748128000,fcu
1729403417.4099252,2328,1729403417,409351587,,1729403435,845735000,fcu
1729403417.5113695,2329,1729403417,509540365,,1729403435,946011000,fcu
1729403417.6138377,2330,1729403417,612582476,,1729403436,48110000,fcu
1729403417.7137372,2331,1729403417,712496494,,1729403436,148069000,fcu
1729403417.8098116,2332,1729403417,809393142,,1729403436,245522000,fcu
1729403417.9137626,2333,1729403417,912435087,,1729403436,348074000,fcu
1729403418.012841,2334,1729403418,11546772,,1729403436,448098000,fcu
1729403418.1102514,2335,1729403418,109522123,,1729403436,545298000,fcu
1729403418.2118835,2336,1729403418,209810179,,1729403436,645615000,fcu
1729403418.3108475,2337,1729403418,309596123,,1729403436,745287000,fcu
1729403418.4158835,2338,1729403418,414546012,,1729403436,850109000,fcu
1729403418.5105836,2339,1729403418,509557827,,1729403436,945510000,fcu
1729403418.6120775,2340,1729403418,611574494,,1729403437,48076000,fcu
1729403418.7118738,2341,1729403418,709846234,,1729403437,145603000,fcu
1729403418.8131282,2342,1729403418,811683623,,1729403437,247967000,fcu
1729403418.9110568,2343,1729403418,909852901,,1729403437,345608000,fcu
1729403419.0125213,2344,1729403419,11661308,,1729403437,448108000,fcu
1729403419.1147506,2345,1729403419,113660419,,1729403437,549983000,fcu
1729403419.2089925,2346,1729403419,207281215,,1729403437,642757000,fcu
