Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,remote_timestamp_ns,observed_offset_ns,estimated_offset_ns,round_trip_time_ms
1729403429.1444426,6494,1729403429,143948932,,694042164000,1729402735099342496,1729402735099470336,4.868556022644043
1729403429.2447212,6495,1729403429,243986376,,694142138000,1729402735099387968,1729402735099468288,4.902647972106934
1729403429.3445563,6496,1729403429,343988080,,694242178000,1729402735099347061,1729402735099465984,4.908814907073975
1729403429.4447548,6497,1729403429,444005135,,694342157000,1729402735099378329,1729402735099463936,4.922907829284668
1729403429.544958,6498,1729403429,544012783,,694441292000,1729402735100254459,1729402735099464448,4.919074058532715
1729403429.6446698,6499,1729403429,644005135,,694541179000,1729402735100351227,1729402735099465216,4.9340739250183105
1729403429.7446933,6500,1729403429,744061339,,694641330000,1729402735100232338,1729402735099465728,4.980871200561523
1729403429.8448038,6501,1729403429,844051746,,694741260000,1729402735100297450,1729402735099466240,4.972332954406738
1729403429.9447231,6502,1729403429,944063876,,694842246000,1729402735099314885,1729402735099463936,4.989851951599121
1729403430.04459,6503,1729403430,44072616,,694942170000,1729402735099404153,1729402735099461888,4.9798150062561035
1729403430.144931,6504,1729403430,144082172,,695042162000,1729402735099412597,1729402735099459840,4.997777938842773
1729403430.2448208,6505,1729403430,244107320,,695142200000,1729402735099386949,1729402735099457792,5.0237040519714355
1729403430.3446822,6506,1729403430,344126098,,695242145000,1729402735099451755,1729402735099456000,5.0423150062561035
1729403430.4448593,6507,1729403430,444141264,,695342145000,1729402735099459699,1729402735099454208,5.056017875671387
1729403430.5447094,6508,1729403430,544148709,,695441290000,1729402735100347783,1729402735099454976,5.005795955657959
1729403430.6446729,6509,1729403430,644163875,,695542150000,1729402735099461180,1729402735099453184,5.0897040367126465
1729403430.7446868,6510,1729403430,744179431,,695641335000,1729402735100287023,1729402735099453696,5.099388122558594
1729403430.8448868,6511,1729403430,844192616,,695741269000,1729402735100359745,1729402735099454464,5.111684799194336
1729403430.9447951,6512,1729403430,944209653,,695842180000,1729402735099456856,1729402735099452672,5.129740238189697
1729403431.0449467,6513,1729403431,44215542,,695941181000,1729402735100459412,1729402735099453696,5.138463020324707
1729403431.1449144,6514,1729403431,144229819,,696042163000,1729402735099480115,1729402735099451904,5.158481121063232
1729403431.2449796,6515,1729403431,244252893,,696142141000,1729402735099517587,1729402735099450112,5.171130180358887
1729403431.3449345,6516,1729403431,344257912,,696242139000,1729402735099516569,1729402735099448320,5.189665794372559
1729403431.444877,6517,1729403431,444263893,,696341262000,1729402735100400541,1729402735099449600,5.186295986175537
1729403431.5449533,6518,1729403431,544275541,,696442196000,1729402735099467615,1729402735099447808,5.207944869995117
1729403431.6448116,6519,1729403431,644308208,,696541309000,1729402735100378421,1729402735099448832,5.225906848907471
1729403431.7447479,6520,1729403431,744300430,,696641279000,1729402735100393328,1729402735099450112,5.2418341636657715
1729403431.8449926,6521,1729403431,844319189,,696742188000,1729402735099498217,1729402735099448320,5.250980854034424
1729403431.9448829,6522,1729403431,944341134,,696841293000,1729402735100403754,1729402735099449600,5.2733330726623535
1729403432.0450618,6523,1729403432,44358893,,696942144000,1729402735099573541,1729402735099448064,5.266924858093262
1729403432.145057,6524,1729403432,144368004,,697041276000,1729402735100436707,1729402735099449344,5.294480800628662
1729403432.243915,6525,1729403432,243397726,,697142178000,1729402735099050643,1729402735099446272,4.319110870361328
1729403432.34499,6526,1729403432,344396004,,697241283000,1729402735100444865,1729402735099447552,5.319704055786133
1729403432.44403,6527,1729403432,443416207,,697342257000,1729402735098980772,1729402735099444480,4.339000225067139
1729403432.5441124,6528,1729403432,543438652,,697441306000,1729402735099949772,1729402735099444224,4.352908134460449
1729403432.6441336,6529,1729403432,643438763,,697542251000,1729402735098996707,1729402735099441152,4.36642599105835
1729403432.7449658,6530,1729403432,744448911,,697642126000,1729402735099633077,1729402735099440128,5.363369941711426
1729403432.8441453,6531,1729403432,843457004,,697742257000,1729402735098998235,1729402735099437056,4.3882222175598145
1729403432.944172,6532,1729403432,943474244,,697842191000,1729402735099073253,1729402735099434240,4.403759002685547
1729403433.0451787,6533,1729403433,44496652,,697941255000,1729402735100548336,1729402735099435776,5.371203899383545
1729403433.1439888,6534,1729403433,143496152,,698041192000,1729402735100085540,1729402735099436032,4.421370029449463
1729403433.2443304,6535,1729403433,243552911,,698141742000,1729402735099566336,1729402735099434752,4.470925807952881
1729403433.3440053,6536,1729403433,343498114,,698242184000,1729402735099077679,1729402735099431936,4.459574222564697
