Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fluid_pressure,variance
1729403414.561385,2284,1729403413,4779072,base_link,47688.4521484375,0.0
1729403414.561524,2285,1729403413,104776768,base_link,47690.49072265625,0.0
1729403414.5616467,2286,1729403413,204774464,base_link,47686.01379394531,0.0
1729403414.5617957,2287,1729403413,304772416,base_link,47688.21716308594,0.0
1729403414.562036,2288,1729403413,404770880,base_link,47685.65368652344,0.0
1729403414.5640266,2289,1729403413,507768320,base_link,47682.66296386719,0.0
1729403414.5642767,2290,1729403413,607766016,base_link,47689.02893066406,0.0
1729403414.5646517,2291,1729403413,707763456,base_link,47686.99951171875,0.0
1729403414.5649073,2292,1729403413,807761152,base_link,47687.95166015625,0.0
1729403414.5650964,2293,1729403413,904758848,base_link,47689.007568359375,0.0
1729403414.5654216,2294,1729403414,4756288,base_link,47687.75634765625,0.0
1729403414.5654435,2295,1729403414,104753728,base_link,47687.060546875,0.0
1729403414.5654652,2296,1729403414,204751424,base_link,47686.95068359375,0.0
1729403414.565911,2297,1729403414,304749120,base_link,47688.01574707031,0.0
1729403414.5659287,2298,1729403414,407746048,base_link,47687.21618652344,0.0
1729403414.5659466,2299,1729403414,504743744,base_link,47688.427734375,0.0
1729403414.606804,2300,1729403414,604741440,base_link,47686.90490722656,0.0
1729403414.710374,2301,1729403414,707739392,base_link,47685.302734375,0.0
1729403414.809366,2302,1729403414,807737088,base_link,47686.73400878906,0.0
1729403414.9093611,2303,1729403414,907734528,base_link,47685.107421875,0.0
1729403415.0066333,2304,1729403415,4732224,base_link,47687.945556640625,0.0
1729403415.1087701,2305,1729403415,104729920,base_link,47690.325927734375,0.0
1729403415.2065244,2306,1729403415,204727616,base_link,47688.74206542969,0.0
1729403415.3083208,2307,1729403415,304725568,base_link,47687.591552734375,0.0
1729403415.4068341,2308,1729403415,404723776,base_link,47687.13073730469,0.0
1729403415.5102715,2309,1729403415,507721216,base_link,47688.16223144531,0.0
1729403415.6081822,2310,1729403415,604719168,base_link,47687.29553222656,0.0
1729403415.7098641,2311,1729403415,707717376,base_link,47686.38916015625,0.0
1729403415.8101945,2312,1729403415,807715584,base_link,47686.89880371094,0.0
1729403415.907506,2313,1729403415,904713792,base_link,47689.27307128906,0.0
