Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,param_id,value.integer,value.real,param_index,param_count
1729403436.4345925,2392,1729403436,434040057,,STAT_RUNTIME,664987,0.0,697,1000
1729403466.4358945,2393,1729403466,435253521,,STAT_RUNTIME,665017,0.0,697,1000
1729403497.4362605,2394,1729403497,435609372,,STAT_RUNTIME,665048,0.0,697,1000
1729403524.9228466,2395,1729403524,921525319,,MOT_THST_HOVER,0,0.20298492908477783,543,1000
1729403527.4795582,2396,1729403527,478880095,,STAT_RUNTIME,665078,0.0,697,1000
