Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,rssi,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7
1729403414.5627294,2292,1729403413,802761152,,255,1499,1501,1001,1502,999,999,999,999
1729403414.5628405,2293,1729403413,902758848,,255,1499,1501,1001,1502,999,999,999,999
1729403414.563166,2294,1729403414,2756288,,255,1499,1501,1001,1502,999,999,999,999
1729403414.5633752,2295,1729403414,102753728,,255,1499,1501,1001,1502,999,999,999,999
1729403414.5635698,2296,1729403414,204751424,,255,1499,1501,1001,1502,999,999,999,999
1729403414.5637228,2297,1729403414,302749120,,255,1499,1501,1001,1502,999,999,999,999
1729403414.5639942,2298,1729403414,404746048,,255,1499,1501,1001,1502,999,999,999,999
1729403414.5641794,2299,1729403414,504743744,,255,1499,1501,1001,1502,999,999,999,999
1729403414.60486,2300,1729403414,602741440,,255,1499,1501,1001,1502,999,999,999,999
1729403414.7044134,2301,1729403414,702739392,,255,1499,1501,1001,1502,999,999,999,999
1729403414.806213,2302,1729403414,804737088,,255,1499,1501,1001,1502,999,999,999,999
1729403414.9046164,2303,1729403414,902734528,,255,1499,1501,1001,1502,999,999,999,999
1729403415.0045424,2304,1729403415,2732224,,255,1499,1501,1001,1502,999,999,999,999
1729403415.1074324,2305,1729403415,104729920,,255,1499,1501,1001,1502,999,999,999,999
1729403415.2053924,2306,1729403415,202727616,,255,1499,1501,1001,1502,999,999,999,999
1729403415.3049054,2307,1729403415,302725568,,255,1499,1501,1001,1502,999,999,999,999
1729403415.4054363,2308,1729403415,402723776,,255,1499,1501,1001,1502,999,999,999,999
1729403415.5090234,2309,1729403415,504721216,,255,1499,1501,1001,1502,999,999,999,999
1729403415.6054862,2310,1729403415,602719168,,255,1499,1501,1001,1502,999,999,999,999
1729403415.7075863,2311,1729403415,704717376,,255,1499,1501,1001,1502,999,999,999,999
1729403415.8073227,2312,1729403415,804715584,,255,1499,1501,1001,1502,999,999,999,999
1729403415.905712,2313,1729403415,902713792,,255,1499,1501,1001,1502,999,999,999,999
1729403416.0073853,2314,1729403416,4712000,,255,1499,1501,1001,1502,999,999,999,999
1729403416.1057181,2315,1729403416,102710208,,255,1499,1501,1001,1502,999,999,999,999
1729403416.2076385,2316,1729403416,204708160,,255,1499,1501,1001,1502,999,999,999,999
1729403416.306663,2317,1729403416,304706368,,255,1499,1501,1001,1502,999,999,999,999
1729403416.4076345,2318,1729403416,404704576,,255,1499,1501,1001,1502,999,999,999,999
1729403416.5055783,2319,1729403416,502703040,,255,1499,1501,1001,1502,999,999,999,999
1729403416.607508,2320,1729403416,604701248,,255,1499,1501,1001,1502,999,999,999,999
1729403416.708575,2321,1729403416,702698176,,255,1499,1501,1001,1502,999,999,999,999
1729403416.8073776,2322,1729403416,804695360,,255,1499,1501,1001,1502,999,999,999,999
1729403416.9077365,2323,1729403416,904692544,,255,1499,1501,1001,1502,999,999,999,999
1729403417.0082629,2324,1729403417,4689472,,255,1499,1501,1001,1502,999,999,999,999
1729403417.1059792,2325,1729403417,102688448,,255,1499,1501,1001,1502,999,999,999,999
1729403417.2059858,2326,1729403417,202687168,,255,1499,1501,1001,1502,999,999,999,999
1729403417.304941,2327,1729403417,302684096,,255,1499,1501,1001,1502,999,999,999,999
1729403417.4041688,2328,1729403417,402682816,,255,1499,1501,1001,1502,999,999,999,999
1729403417.5052412,2329,1729403417,502681536,,255,1499,1501,1001,1502,999,999,999,999
1729403417.6068904,2330,1729403417,604678464,,255,1499,1501,1001,1502,999,999,999,999
1729403417.7066357,2331,1729403417,704675392,,255,1499,1501,1001,1502,999,999,999,999
1729403417.8050098,2332,1729403417,802672576,,255,1499,1501,1001,1502,999,999,999,999
1729403417.9073958,2333,1729403417,904669760,,255,1499,1501,1001,1502,999,999,999,999
1729403418.0073724,2334,1729403418,4666944,,255,1499,1501,1001,1502,999,999,999,999
1729403418.1062834,2335,1729403418,102665920,,255,1499,1501,1001,1502,999,999,999,999
1729403418.2052474,2336,1729403418,202663104,,255,1499,1501,1001,1502,999,999,999,999
1729403418.3049214,2337,1729403418,302660544,,255,1499,1501,1001,1502,999,999,999,999
1729403418.407604,2338,1729403418,404657984,,255,1499,1501,1001,1502,999,999,999,999
1729403418.505183,2339,1729403418,502655424,,255,1499,1501,1001,1502,999,999,999,999
1729403418.607287,2340,1729403418,604652864,,255,1499,1501,1001,1502,999,999,999,999
1729403418.7071443,2341,1729403418,704650304,,255,1499,1501,1001,1502,999,999,999,999
