Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7,channels_8,channels_9,channels_10,channels_11,channels_12,channels_13,channels_14,channels_15
1729403414.5627375,2292,1729403413,803070152,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.5628424,2293,1729403413,903128848,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.563168,2294,1729403414,3105288,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.563398,2295,1729403414,103066728,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.5635512,2296,1729403414,203426424,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.5637386,2297,1729403414,303123120,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.5639722,2298,1729403414,403195048,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.564195,2299,1729403414,503116744,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.60479,2300,1729403414,603140440,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.7044683,2301,1729403414,703021392,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.8046346,2302,1729403414,803234088,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403414.904631,2303,1729403414,903080528,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403415.0046122,2304,1729403415,3077224,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403415.1049335,2305,1729403415,103246920,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403415.205506,2306,1729403415,203024616,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403415.3047483,2307,1729403415,303116568,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403415.4055593,2308,1729403415,402882776,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403415.5069587,2309,1729403415,503140216,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403415.605647,2310,1729403415,603013168,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403415.7052917,2311,1729403415,703160376,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403415.8057008,2312,1729403415,803164584,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403415.9054193,2313,1729403415,903211792,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403416.005441,2314,1729403416,3216000,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403416.1051376,2315,1729403416,103072208,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403416.2053802,2316,1729403416,203132160,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403416.3054562,2317,1729403416,303140368,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403416.4055943,2318,1729403416,403110576,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403416.5057724,2319,1729403416,503034040,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403416.6058435,2320,1729403416,603085248,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403416.7055125,2321,1729403416,703084176,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403416.8055725,2322,1729403416,803103360,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403416.9079287,2323,1729403416,905555544,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403417.0077026,2324,1729403417,5415472,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403417.1061776,2325,1729403417,103069448,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403417.206115,2326,1729403417,203095168,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403417.3051066,2327,1729403417,302977096,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403417.4042788,2328,1729403417,403022816,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403417.5053499,2329,1729403417,503061536,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403417.6066046,2330,1729403417,605389464,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403417.7043045,2331,1729403417,703044392,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403417.8057005,2332,1729403417,803122576,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403417.9055703,2333,1729403417,903141760,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403418.0076015,2334,1729403418,5477944,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403418.1060998,2335,1729403418,103145920,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403418.2054284,2336,1729403418,202962104,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403418.3050122,2337,1729403418,303012544,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403418.4078035,2338,1729403418,405402984,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403418.5053735,2339,1729403418,503029424,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403418.6045992,2340,1729403418,603078864,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403418.7050505,2341,1729403418,703107304,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403418.8089945,2342,1729403418,803055744,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403418.90476,2343,1729403418,903055696,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403419.0048342,2344,1729403419,3089136,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403419.1075315,2345,1729403419,105344112,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403419.205432,2346,1729403419,202976808,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403419.3058844,2347,1729403419,303106504,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403419.406611,2348,1729403419,403016200,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403419.5054502,2349,1729403419,503049896,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403419.6049092,2350,1729403419,603128592,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
1729403419.7049599,2351,1729403419,703055288,,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0
