Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fluid_pressure,variance
1729403414.5613987,2284,1729403413,4779072,base_link,0.0,0.0
1729403414.56153,2285,1729403413,104776768,base_link,0.0,0.0
1729403414.561651,2286,1729403413,204774464,base_link,0.0,0.0
1729403414.561798,2287,1729403413,304772416,base_link,0.0,0.0
1729403414.5620103,2288,1729403413,404770880,base_link,0.0,0.0
1729403414.5622551,2289,1729403413,507768320,base_link,0.0,0.0
1729403414.5624888,2290,1729403413,607766016,base_link,0.0,0.0
1729403414.562667,2291,1729403413,707763456,base_link,0.0,0.0
1729403414.562766,2292,1729403413,807761152,base_link,0.0,0.0
1729403414.562889,2293,1729403413,904758848,base_link,0.0,0.0
1729403414.56347,2294,1729403414,4756288,base_link,0.0,0.0
1729403414.563592,2295,1729403414,104753728,base_link,0.0,0.0
1729403414.5637653,2296,1729403414,204751424,base_link,0.0,0.0
1729403414.564033,2297,1729403414,304749120,base_link,0.0,0.0
1729403414.5642824,2298,1729403414,407746048,base_link,0.0,0.0
1729403414.5648408,2299,1729403414,504743744,base_link,0.0,0.0
1729403414.6068718,2300,1729403414,604741440,base_link,0.0,0.0
1729403414.7104158,2301,1729403414,707739392,base_link,0.0,0.0
1729403414.8094268,2302,1729403414,807737088,base_link,0.0,0.0
1729403414.9094129,2303,1729403414,907734528,base_link,0.0,0.0
1729403415.0066478,2304,1729403415,4732224,base_link,0.0,0.0
1729403415.108885,2305,1729403415,104729920,base_link,0.0,0.0
1729403415.206633,2306,1729403415,204727616,base_link,0.0,0.0
1729403415.3083622,2307,1729403415,304725568,base_link,0.0,0.0
1729403415.4069846,2308,1729403415,404723776,base_link,0.0,0.0
1729403415.5104885,2309,1729403415,507721216,base_link,0.0,0.0
1729403415.608373,2310,1729403415,604719168,base_link,0.0,0.0
1729403415.710073,2311,1729403415,707717376,base_link,0.0,0.0
1729403415.810271,2312,1729403415,807715584,base_link,0.0,0.0
1729403415.9076102,2313,1729403415,904713792,base_link,0.0,0.0
1729403416.0079706,2314,1729403416,4712000,base_link,0.0,0.0
1729403416.109957,2315,1729403416,107710208,base_link,0.0,0.0
1729403416.211679,2316,1729403416,207708160,base_link,0.0,0.0
1729403416.310877,2317,1729403416,307706368,base_link,0.0,0.0
1729403416.4083147,2318,1729403416,404704576,base_link,0.0,0.0
1729403416.5078852,2319,1729403416,504703040,base_link,0.0,0.0
1729403416.6108844,2320,1729403416,607701248,base_link,0.0,0.0
1729403416.7102711,2321,1729403416,704698176,base_link,0.0,0.0
1729403416.8104715,2322,1729403416,807695360,base_link,0.0,0.0
1729403416.9107122,2323,1729403416,907692544,base_link,0.0,0.0
1729403417.0118828,2324,1729403417,7689472,base_link,0.0,0.0
1729403417.10804,2325,1729403417,104688448,base_link,0.0,0.0
1729403417.208209,2326,1729403417,204687168,base_link,0.0,0.0
1729403417.3076715,2327,1729403417,304684096,base_link,0.0,0.0
1729403417.4074483,2328,1729403417,404682816,base_link,0.0,0.0
1729403417.5101545,2329,1729403417,507681536,base_link,0.0,0.0
1729403417.6103272,2330,1729403417,607678464,base_link,0.0,0.0
1729403417.7099931,2331,1729403417,707675392,base_link,0.0,0.0
1729403417.8074152,2332,1729403417,804672576,base_link,0.0,0.0
1729403417.9104214,2333,1729403417,907669760,base_link,0.0,0.0
1729403418.008545,2334,1729403418,5666944,base_link,0.0,0.0
1729403418.1091044,2335,1729403418,104665920,base_link,0.0,0.0
1729403418.2074394,2336,1729403418,204663104,base_link,0.0,0.0
1729403418.308881,2337,1729403418,304660544,base_link,0.0,0.0
1729403418.4135354,2338,1729403418,410657984,base_link,0.0,0.0
1729403418.5093513,2339,1729403418,504655424,base_link,0.0,0.0
1729403418.6104565,2340,1729403418,607652864,base_link,0.0,0.0
1729403418.7087965,2341,1729403418,704650304,base_link,0.0,0.0
1729403418.8098352,2342,1729403418,804647744,base_link,0.0,0.0
1729403418.9081907,2343,1729403418,905645696,base_link,0.0,0.0
1729403419.0104778,2344,1729403419,7643136,base_link,0.0,0.0
1729403419.11119,2345,1729403419,107642112,base_link,0.0,0.0
1729403419.2087214,2346,1729403419,204639808,base_link,0.0,0.0
1729403419.3089278,2347,1729403419,304637504,base_link,0.0,0.0
1729403419.4088583,2348,1729403419,404635200,base_link,0.0,0.0
1729403419.5103054,2349,1729403419,504632896,base_link,0.0,0.0
1729403419.609442,2350,1729403419,604630592,base_link,0.0,0.0
1729403419.710798,2351,1729403419,707628288,base_link,0.0,0.0
1729403419.810268,2352,1729403419,804625984,base_link,0.0,0.0
1729403419.9079406,2353,1729403419,904623936,base_link,0.0,0.0
1729403420.008337,2354,1729403420,4621632,base_link,0.0,0.0
1729403420.107574,2355,1729403420,104619328,base_link,0.0,0.0
1729403420.2094004,2356,1729403420,207617280,base_link,0.0,0.0
1729403420.3085387,2357,1729403420,304615232,base_link,0.0,0.0
1729403420.4076428,2358,1729403420,404613184,base_link,0.0,0.0
1729403420.5080662,2359,1729403420,504611136,base_link,0.0,0.0
1729403420.6095161,2360,1729403420,607609344,base_link,0.0,0.0
1729403420.7091072,2361,1729403420,704607296,base_link,0.0,0.0
1729403420.8101254,2362,1729403420,807605504,base_link,0.0,0.0
