Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
1729690889.2921906,1592,1729690888,926279936,map,0.22550195667913334,0.0452644179669007,0.0,0.0,0.0,0.0
1729690889.2923052,1593,1729690888,926276352,map,0.22550195667913334,0.0452644179669007,0.0,0.0,0.0,0.0
1729690889.2925858,1594,1729690889,126268416,map,0.26999800963222453,-0.0010367230281954848,0.0,0.0,0.0,0.0
1729690889.292814,1595,1729690889,126264832,map,0.26999800963222453,-0.0010367230281954848,0.0,0.0,0.0,0.0
1729690889.3740637,1596,1729690889,326264832,map,0.17999867308814968,-0.0006911486854636565,0.0,0.0,0.0,0.0
1729690889.4741557,1597,1729690889,326257920,map,0.17999867308814968,-0.0006911486854636565,0.0,0.0,0.0,0.0
1729690889.5741847,1598,1729690889,526254080,map,0.2524778886084889,-0.1426706548796894,0.0,0.0,0.0,0.0
1729690889.6745086,1599,1729690889,526248704,map,0.2524778886084889,-0.1426706548796894,0.0,0.0,0.0,0.0
1729690889.773676,1600,1729690889,726244352,map,0.1741226817989579,-0.09839355508944098,0.0,0.0,0.0,0.0
1729690889.8730855,1601,1729690889,726238976,map,0.1741226817989579,-0.09839355508944098,0.0,0.0,0.0,0.0
1729690889.974962,1602,1729690889,926233856,map,0.16541654770901,-0.09347387733496892,0.0,0.0,0.0,0.0
1729690890.0734298,1603,1729690889,926228992,map,0.16541654770901,-0.09347387733496892,0.0,0.0,0.0,0.0
1729690890.1731193,1604,1729690890,126223872,map,0.12188587725927054,-0.0688754885626087,0.0,0.0,0.0,0.0
1729690890.2729526,1605,1729690890,126218752,map,0.12188587725927054,-0.0688754885626087,0.0,0.0,0.0,0.0
1729690890.3758066,1606,1729690890,326206976,map,0.3373264307330213,0.04255442549160048,0.0,0.0,0.0,0.0
1729690890.4753134,1607,1729690890,326206976,map,0.3373264307330213,0.04255442549160048,0.0,0.0,0.0,0.0
1729690890.5755894,1608,1729690890,526195200,map,0.2480341402448686,0.03129001874382388,0.0,0.0,0.0,0.0
1729690890.6738868,1609,1729690890,526195200,map,0.2480341402448686,0.03129001874382388,0.0,0.0,0.0,0.0
1729690890.7745223,1610,1729690890,726191616,map,0.16866321536651066,0.02127721274580024,0.0,0.0,0.0,0.0
1729690890.8750236,1611,1729690890,726188032,map,0.16866321536651066,0.02127721274580024,0.0,0.0,0.0,0.0
1729690890.9739175,1612,1729690890,926183424,map,0.2997472937078476,0.19937793236670237,0.0,0.0,0.0,0.0
1729690891.0766497,1613,1729690890,926175488,map,0.2997472937078476,0.19937793236670237,0.0,0.0,0.0,0.0
1729690891.1720252,1614,1729690891,126175488,map,0.10743313612355208,0.37491081774557844,0.0,0.0,0.0,0.0
1729690891.2729056,1615,1729690891,126168064,map,0.10743313612355208,0.37491081774557844,0.0,0.0,0.0,0.0
1729690891.3744125,1616,1729690891,326160384,map,0.040570401779417384,0.3073337640082141,0.0,0.0,0.0,0.0
1729690891.4745083,1617,1729690891,326156032,map,0.040570401779417384,0.3073337640082141,0.0,0.0,0.0,0.0
1729690891.5757885,1618,1729690891,526149888,map,-0.0960319949222343,0.44986426391885803,0.0,0.0,0.0,0.0
1729690891.6754928,1619,1729690891,526149888,map,-0.0960319949222343,0.44986426391885803,0.0,0.0,0.0,0.0
1729690891.7793076,1620,1729690891,726138112,map,-0.15405302375646587,0.379957452712129,0.0,0.0,0.0,0.0
1729690891.8757348,1621,1729690891,726135296,map,-0.15405302375646587,0.379957452712129,0.0,0.0,0.0,0.0
1729690891.974179,1622,1729690891,926135296,map,-0.16820232723963535,0.26039964883073596,0.0,0.0,0.0,0.0
1729690892.0740662,1623,1729690891,926130944,map,-0.16820232723963535,0.26039964883073596,0.0,0.0,0.0,0.0
1729690892.1726887,1624,1729690892,126128640,map,-0.2442455189558797,0.23652510748327127,0.0,0.0,0.0,0.0
1729690892.2737057,1625,1729690892,126122240,map,-0.2442455189558797,0.23652510748327127,0.0,0.0,0.0,0.0
1729690892.375037,1626,1729690892,326119168,map,-0.35149352774521025,0.19092485420506977,0.0,0.0,0.0,0.0
1729690892.4782045,1627,1729690892,326110208,map,-0.35149352774521025,0.19092485420506977,0.0,0.0,0.0,0.0
1729690892.573395,1628,1729690892,526110208,map,-0.37576125422009166,0.10441972910778724,0.0,0.0,0.0,0.0
1729690892.6733394,1629,1729690892,526104064,map,-0.37576125422009166,0.10441972910778724,0.0,0.0,0.0,0.0
1729690892.773921,1630,1729690892,726099456,map,-0.3983915051039963,-0.03583585719600609,0.0,0.0,0.0,0.0
1729690892.877904,1631,1729690892,726096384,map,-0.3983915051039963,-0.03583585719600609,0.0,0.0,0.0,0.0
1729690892.9756105,1632,1729690892,926096384,map,-0.42403113565628353,-0.15065721354798264,0.0,0.0,0.0,0.0
1729690893.076284,1633,1729690892,926089216,map,-0.42403113565628353,-0.15065721354798264,0.0,0.0,0.0,0.0
1729690893.176993,1634,1729690893,126080000,map,-0.39120039870511175,-0.26050383500624624,0.0,0.0,0.0,0.0
1729690893.2767277,1635,1729690893,126080000,map,-0.39120039870511175,-0.26050383500624624,0.0,0.0,0.0,0.0
1729690893.3764439,1636,1729690893,326072576,map,-0.29479987582304706,-0.29915386210897565,0.0,0.0,0.0,0.0
1729690893.4748523,1637,1729690893,326068992,map,-0.29479987582304706,-0.29915386210897565,0.0,0.0,0.0,0.0
1729690893.5768065,1638,1729690893,526060800,map,-0.26609469144325515,-0.43507886088124165,0.0,0.0,0.0,0.0
