Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fluid_pressure,variance
1729690889.2924764,1594,1729690889,172272256,base_link,0.0,0.0
1729690889.2927852,1595,1729690889,272268416,base_link,0.0,0.0
1729690889.3725927,1596,1729690889,370264832,base_link,0.0,0.0
1729690889.4729514,1597,1729690889,470257920,base_link,0.0,0.0
1729690889.5727687,1598,1729690889,570254080,base_link,0.0,0.0
1729690889.6730509,1599,1729690889,670248704,base_link,0.0,0.0
1729690889.7725654,1600,1729690889,771244352,base_link,0.0,0.0
1729690889.8740313,1601,1729690889,871238976,base_link,0.0,0.0
1729690889.975262,1602,1729690889,970233856,base_link,0.0,0.0
1729690890.073706,1603,1729690890,70228992,base_link,0.0,0.0
1729690890.1733,1604,1729690890,171223872,base_link,0.0,0.0
1729690890.2735515,1605,1729690890,271218752,base_link,0.0,0.0
1729690890.3761084,1606,1729690890,374206976,base_link,0.0,0.0
1729690890.4740982,1607,1729690890,472206976,base_link,0.0,0.0
1729690890.5742388,1608,1729690890,572198784,base_link,0.0,0.0
1729690890.674266,1609,1729690890,672195200,base_link,0.0,0.0
1729690890.7752795,1610,1729690890,772191616,base_link,0.0,0.0
1729690890.8760972,1611,1729690890,872188032,base_link,0.0,0.0
1729690890.974169,1612,1729690890,972183424,base_link,0.0,0.0
1729690891.074055,1613,1729690891,72178816,base_link,0.0,0.0
1729690891.172346,1614,1729690891,170175488,base_link,0.0,0.0
1729690891.2732182,1615,1729690891,270168064,base_link,0.0,0.0
1729690891.373088,1616,1729690891,371160384,base_link,0.0,0.0
1729690891.4729276,1617,1729690891,471156032,base_link,0.0,0.0
1729690891.576142,1618,1729690891,574149888,base_link,0.0,0.0
1729690891.6728039,1619,1729690891,671149888,base_link,0.0,0.0
1729690891.7759073,1620,1729690891,774144000,base_link,0.0,0.0
1729690891.8730192,1621,1729690891,871138112,base_link,0.0,0.0
1729690891.9740636,1622,1729690891,972135296,base_link,0.0,0.0
1729690892.0738516,1623,1729690892,72130944,base_link,0.0,0.0
1729690892.1724257,1624,1729690892,170128640,base_link,0.0,0.0
1729690892.2722526,1625,1729690892,270122240,base_link,0.0,0.0
1729690892.3747365,1626,1729690892,373119168,base_link,0.0,0.0
1729690892.4750166,1627,1729690892,473114560,base_link,0.0,0.0
1729690892.5731654,1628,1729690892,571110208,base_link,0.0,0.0
1729690892.6736422,1629,1729690892,671104064,base_link,0.0,0.0
1729690892.773771,1630,1729690892,771099456,base_link,0.0,0.0
1729690892.873228,1631,1729690892,872096384,base_link,0.0,0.0
1729690892.975989,1632,1729690892,972096384,base_link,0.0,0.0
1729690893.0767202,1633,1729690893,72089216,base_link,0.0,0.0
1729690893.177304,1634,1729690893,175080000,base_link,0.0,0.0
1729690893.2764292,1635,1729690893,273080000,base_link,0.0,0.0
1729690893.3767703,1636,1729690893,370072576,base_link,0.0,0.0
1729690893.4746375,1637,1729690893,470068992,base_link,0.0,0.0
1729690893.5774581,1638,1729690893,571060800,base_link,0.0,0.0
1729690893.6756573,1639,1729690893,671052608,base_link,0.0,0.0
1729690893.7774098,1640,1729690893,772043904,base_link,0.0,0.0
1729690893.8762863,1641,1729690893,872035968,base_link,0.0,0.0
1729690893.9774308,1642,1729690893,975027776,base_link,0.0,0.0
1729690894.079721,1643,1729690894,75017536,base_link,0.0,0.0
1729690894.1731796,1644,1729690894,171017536,base_link,0.0,0.0
1729690894.27372,1645,1729690894,272014208,base_link,0.0,0.0
1729690894.377542,1646,1729690894,376004736,base_link,0.0,0.0
1729690894.4734848,1647,1729690894,472004736,base_link,0.0,0.0
1729690894.5736516,1648,1729690894,571001920,base_link,0.0,0.0
1729690894.67152,1649,1729690894,670000128,base_link,0.0,0.0
