Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
1729690889.2921517,1592,1729690888,967279936,map,base_link,-0.8907172032426576,0.46588332969091983,0.832,-0.002019748935761172,0.02242588692597103,0.44978366452897334,-0.8928536584080887,"(1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.022084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",0.17,-0.07,-1.35,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1729690889.2922685,1593,1729690889,67276352,map,base_link,-0.881438919951535,0.4547908785237714,0.976,-0.00010936978784520324,0.026364254552480593,0.35120219788203877,-0.9359283788426156,"(1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",0.18,-0.05,-1.37,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1729690889.2924604,1594,1729690889,167272256,map,base_link,-0.8721606355665732,0.4547908878419147,1.118,0.002624591171915181,0.030699141154467514,0.3548844469522695,-0.934402324250609,"(1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",0.17,-0.04,-1.37,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1729690889.292708,1595,1729690889,267268416,map,base_link,-0.8536040462358739,0.45479089692093644,1.264,-0.0016266107405878655,0.03317212370135478,0.35745298925803204,-0.9333404120775752,"(1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0107239999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",0.17,-0.02,-1.3,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1729690889.3668323,1596,1729690889,365264832,map,base_link,-0.8350474516862618,0.45479090397323596,1.388,-0.003078312065579739,0.036161055924440695,0.3562223750190455,-0.9336961612671688,"(1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0107239999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",0.16,-0.01,-1.25,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1729690889.466567,1597,1729690889,465257920,map,base_link,-0.8164908566415751,0.4547909101822463,1.507,-0.004352008957608194,0.0374923941922645,0.35243507280114,-0.9350748097641279,"(1.0404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.007889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",0.16,0.0,-1.18,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1729690889.5670707,1598,1729690889,565254080,map,base_link,-0.8072125659244668,0.45479091727460774,1.616,-0.007445962222356487,0.04031072127443219,0.3498980966538149,-0.9358904451670376,"(1.0404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.007889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",0.15,0.01,-1.08,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1729690889.6672873,1599,1729690889,665248704,map,base_link,-0.7886559683468255,0.44369846316140055,1.715,-0.00408259369586766,0.040635883912151415,0.3541414601912454,-0.9342996754473404,"(1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.007889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",0.12,0.01,-1.04,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1729690889.7688353,1600,1729690889,766244352,map,base_link,-0.77937767395727,0.4326060078148914,1.808,0.0001779169868575649,0.04238934549360584,0.35684958448429444,-0.9331995958998032,"(1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.007889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",0.11,0.02,-0.99,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
1729690889.8687017,1601,1729690889,866238976,map,base_link,-0.7700993804347793,0.42151355254094325,1.897,-0.0029479566706822505,0.042865366565563535,0.3593956227925036,-0.9321956104907683,"(1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0424409999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.002225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0)",0.11,0.01,-0.89,0.0,0.0,0.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
