Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,framing_status,magic,len,incompat_flags,compat_flags,seq,sysid,compid,msgid,checksum,payload64_0,payload64_1,payload64_2,payload64_3,signature
1729690889.2920792,0,1729690888,968671103,,1,253,28,0,0,66,1,1,30,38681,4378334518181820489,4620775239697866742,4445701487129228298,25895694596686059,b''
1729690889.2921653,1,1729690888,968821232,,1,253,28,0,0,67,1,1,33,2889,1444703707044182089,2352311368258970,5066519516021568,25895694502920057,b''
1729690889.292176,2,1729690888,968922918,,1,253,31,0,0,68,1,1,1,6329,4855439153475746863,200694305259650095,91,25051272927248384,b''
1729690889.2922244,3,1729690888,968941510,,1,253,4,0,0,69,1,1,125,35877,4855161873579643355,b''
1729690889.2922347,4,1729690888,968956918,,1,253,6,0,0,70,1,1,152,64001,186576226222080,b''
1729690889.2922833,5,1729690888,970624436,,1,253,21,0,0,71,1,1,62,62448,4637287232921373176,1040952646,619474166660,b''
1729690889.2922935,6,1729690888,970659306,,1,253,5,0,0,72,1,1,42,22594,4637287055758655488,b''
1729690889.2923274,7,1729690888,970677936,,1,253,19,0,0,73,1,1,74,10761,4481935830577866496,4588880073939545129,618476339343,b''
1729690889.2923493,8,1729690888,970759732,,1,253,12,0,0,74,1,1,36,37111,453744324932921927,99747420,b''
1729690889.29237,9,1729690888,970791529,,1,253,42,0,0,75,1,1,65,8487,422218907517909068,281200159031690822,131073000,0,0,65288,b''
1729690889.2923806,10,1729690888,972592751,,1,253,29,0,0,76,1,1,27,10332,981070262,18440828623839166444,18380033662420975704,66001568046,b''
1729690889.2924886,11,1729690888,972684695,,1,253,24,0,0,77,1,1,116,50181,18430418490701576270,13511060879702998,1132094499513761481,b''
1729690889.2924995,12,1729690888,972704232,,1,253,14,0,0,78,1,1,29,10374,4894942401544517710,15079630176256,b''
1729690889.292541,13,1729690888,972732677,,1,253,43,0,0,79,1,1,24,28463,981024000,3134951270260711014,27303308964690272,15765435449196740631,399694466996043783,15859712,b''
1729690889.2925735,14,1729690888,975613214,,1,253,16,0,0,80,1,1,111,45086,981070731000,1729690888971328936,b''
1729690889.2926233,15,1729690888,975666918,,1,253,11,0,0,81,1,1,2,61214,1729690882074186,1729690888966174800,b''
1729690889.2926342,16,1729690888,975735584,,1,253,28,0,0,82,1,1,163,3936,4338389397008440370,3146630918,4424190062934097920,15765435449730450722,b''
1729690889.2926478,17,1729690888,975753362,,1,253,24,0,0,83,1,1,178,58580,4399201759540052867,4902342708579925325,3134951283145612901,b''
1729690889.292723,18,1729690888,975768399,,1,253,4,0,0,84,1,1,168,25289,3274964992,b''
1729690889.2927368,19,1729690888,977544677,,1,253,22,0,0,85,1,1,136,49346,3134951304620449373,4564194152405317371,3134788499253756004,b''
1729690889.2927582,20,1729690888,977575640,,1,253,22,0,0,86,1,1,193,21636,4346698838071094174,4486226507166474559,3569117822976,b''
1729690889.292803,21,1729690888,980585492,,1,253,28,0,0,87,1,1,32,47162,4658113889048655958,4415045537462505760,4477185555910758144,15765435451897293396,b''
1729690889.2928345,22,1729690888,980724306,,1,253,20,0,0,88,1,1,241,13530,981078164,4651846252942294113,1088118033,b''
1729690889.2928581,23,1729690888,980743232,,1,253,41,0,0,89,1,1,147,57098,25769804023,18446744069461344255,18446744073709551615,25895697857380351,1493172224,3,b''
1729690889.2928958,24,1729690889,8544455,,1,253,50,0,0,90,1,1,253,44777,5569017818815087876,2319432153888206933,7863395374968304231,7020389914007070561,2339445704300984684,7955443180981020018,4196791902755906661,b''
1729690889.2929177,25,1729690889,68630177,,1,253,28,0,0,91,1,1,30,40094,4366683191030773933,4616896304411961271,4499991402774116269,7020389913418971241,b''
1729690889.2929285,26,1729690889,68742899,,1,253,28,0,0,92,1,1,33,52394,1444703702749214893,2352912663680411,5348003082666960,7020389913237192567,b''
1729690889.2929404,27,1729690889,68854973,,1,253,31,0,0,93,1,1,1,886,4855439153475746863,200975831775968303,91,7014637894606258176,b''
1729690889.2929513,28,1729690889,68871251,,1,253,4,0,0,94,1,1,125,41104,4855161873579446750,b''
1729690889.2929642,29,1729690889,70671918,,1,253,6,0,0,95,1,1,152,34836,186576226222080,b''
1729690889.2929842,30,1729690889,70700510,,1,253,21,0,0,96,1,1,62,7923,4640553581320008141,1038891747,563650803762,b''
1729690889.2929952,31,1729690889,70716121,,1,253,5,0,0,97,1,1,42,64587,4640552605293150208,b''
1729690889.2930052,32,1729690889,70732603,,1,253,19,0,0,98,1,1,74,57426,4485067956953142377,4588097522308281794,562641764483,b''
1729690889.2930267,33,1729690889,70759399,,1,253,12,0,0,99,1,1,36,32580,476261777609027736,97388145,b''
1729690889.2930486,34,1729690889,70788306,,1,253,42,0,0,100,1,1,65,30445,422218907517909168,281481634008401478,131072999,0,0,7955443180981059336,b''
1729690889.2930608,35,1729690889,72601936,,1,253,29,0,0,101,1,1,27,10216,981170274,80779289632440340,18383129908633600004,66001568044,b''
1729690889.2930713,36,1729690889,72702177,,1,253,24,0,0,102,1,1,116,1063,18433233309188159666,7600283944418374,1132094495219056326,b''
1729690889.2930815,37,1729690889,72725566,,1,253,14,0,0,103,1,1,29,62709,4894940838176422066,15079630176256,b''
1729690889.2930918,38,1729690889,72752529,,1,253,43,0,0,104,1,1,24,33061,981024000,3134951270260711014,27303308964690272,15765435449196740631,399694466996043783,15859712,b''
1729690889.293112,39,1729690889,75689862,,1,253,16,0,0,105,1,1,111,48377,981170777000,1729690889071143455,b''
1729690889.293122,40,1729690889,75742029,,1,253,11,0,0,106,1,1,2,32411,1729690882174415,1729690888966174901,b''
1729690889.2931306,41,1729690889,75814695,,1,253,28,0,0,107,1,1,163,29979,4338367277926863316,3146626914,4424190062934097920,15765435449730308894,b''
1729690889.2931502,42,1729690889,75834936,,1,253,24,0,0,108,1,1,178,30772,4410972954930200076,4902356783187779867,3134951291735547493,b''
1729690889.293162,43,1729690889,75850066,,1,253,4,0,0,109,1,1,168,6205,3274964992,b''
1729690889.2931733,44,1729690889,75873140,,1,253,22,0,0,110,1,1,136,55075,3134951308915416669,4574286612586346234,3134788499253756004,b''
1729690889.293184,45,1729690889,77574714,,1,253,22,0,0,111,1,1,193,22354,4346698838071094174,1019097378,3569117822976,b''
1729690889.2932045,46,1729690889,77611825,,1,253,28,0,0,112,1,1,32,6049,4658093711292299447,13670692084588325160,4485510151715194510,15765435451897182234,b''
1729690889.2932246,47,1729690889,80597973,,1,253,20,0,0,113,1,1,241,30578,981178114,4649433271598315254,1091824850,b''
1729690889.2932358,48,1729690889,80642806,,1,253,41,0,0,114,1,1,147,3337,25769804023,18446744069461409791,18446744073709551615,25895697857380351,1493172224,3,b''
1729690889.293259,49,1729690889,168684584,,1,253,28,0,0,115,1,1,30,43958,4362458867356858641,4617040606725849922,4434090811840266751,25895694599108887,b''
1729690889.2932696,50,1729690889,168760399,,1,253,28,0,0,116,1,1,33,46780,1444703702749214993,2353513959101852,5066532400923742,25895694425063287,b''
1729690889.293281,51,1729690889,168891769,,1,253,31,0,0,117,1,1,1,63789,4855439153475746863,199849953343962159,91,25051272927248384,b''
1729690889.2933023,52,1729690889,168916343,,1,253,4,0,0,118,1,1,125,43104,4855161873580757472,b''
1729690889.2933128,53,1729690889,168936436,,1,253,6,0,0,119,1,1,152,4316,186576226222080,b''
1729690889.2933242,54,1729690889,170797010,,1,253,21,0,0,120,1,1,62,48317,4645176323341021907,1036144233,563658861888,b''
1729690889.2933443,55,1729690889,170834269,,1,253,5,0,0,121,1,1,42,58239,4645176051687948288,b''
1729690889.293366,56,1729690889,170859899,,1,253,19,0,0,122,1,1,74,1194,4484938601128207334,4588472082111200952,562641698947,b''
1729690889.293376,57,1729690889,170895621,,1,253,12,0,0,123,1,1,36,29369,444737099908577216,104990211,b''
1729690889.2933886,58,1729690889,170933769,,1,253,42,0,0,124,1,1,65,60593,422218907517909268,281200159031690822,131073000,0,0,65288,b''
1729690889.2934086,59,1729690889,172626714,,1,253,29,0,0,125,1,1,27,14748,981270380,45876233606135827,18378907745330659377,66001568036,b''
1729690889.2934306,60,1729690889,172713769,,1,253,24,0,0,126,1,1,116,33699,18420285455964502294,23362942759861277,1132094456564612800,b''
1729690889.2935252,61,1729690889,172733251,,1,253,14,0,0,127,1,1,29,49741,4894936856741738774,15079630176256,b''
1729690889.29354,62,1729690889,175686214,,1,253,16,0,0,128,1,1,111,62996,981270758000,1729690889171142417,b''
1729690889.293551,63,1729690889,175748973,,1,253,43,0,0,129,1,1,24,29714,981224000,3134951300325482082,27303308964690672,15878025439956828187,399131517042622471,15269888,b''
1729690889.293575,64,1729690889,175840621,,1,253,11,0,0,130,1,1,2,59884,1729690882274593,3134951299990092057,b''
1729690889.2935991,65,1729690889,175865603,,1,253,28,0,0,131,1,1,163,2697,4338203893076124756,3146603698,4415026539754684416,15878025440414586574,b''
1729690889.2936108,66,1729690889,175879103,,1,253,24,0,0,132,1,1,178,16933,4420101328098318278,4902392671934522320,3134951317505351266,b''
1729690889.2936196,67,1729690889,178571343,,1,253,4,0,0,133,1,1,168,6403,3274964992,b''
1729690889.29363,68,1729690889,178624343,,1,253,22,0,0,134,1,1,136,13286,3134951313210383965,4580380634308458232,3134788499253756004,b''
1729690889.2936609,69,1729690889,180894436,,1,253,22,0,0,135,1,1,193,47148,4318492318975759951,4193113019469669221,3569117822976,b''
1729690889.293672,70,1729690889,180917862,,1,253,28,0,0,136,1,1,32,44998,4658089145742063902,13722992171934780256,4484031059462522772,15878025442581294023,b''
1729690889.2936833,71,1729690889,181002417,,1,253,20,0,0,137,1,1,241,31044,981278414,4655445916569398079,1091555997,b''
1729690889.293705,72,1729690889,183584640,,1,253,41,0,0,138,1,1,147,20616,25769804023,18446744069461147647,18446744073709551615,25895697857380351,1493172224,3,b''
1729690889.293718,73,1729690889,268658862,,1,253,28,0,0,139,1,1,30,33951,4385261544516024693,4617146408950629781,4305818931348945939,25895696732475894,b''
1729690889.2937279,74,1729690889,268739603,,1,253,28,0,0,140,1,1,33,6359,1444703702749215093,2354158204196254,5066540990858480,25895694427225982,b''
1729690889.2937508,75,1729690889,269022325,,1,253,31,0,0,141,1,1,1,24583,4855439153475746863,201257152133856303,91,25051272927248384,b''
1729690889.293771,76,1729690889,269044029,,1,253,4,0,0,142,1,1,125,61061,4855161873579971035,b''
1729690889.293784,77,1729690889,269058473,,1,253,6,0,0,143,1,1,152,30519,186576226222080,b''
1729690889.2937973,78,1729690889,270613029,,1,253,21,0,0,144,1,1,62,16396,4648474321355390601,1032233584,563665679190,b''
1729690889.2938173,79,1729690889,270639695,,1,253,5,0,0,145,1,1,42,15235,4648473487059648512,b''
1729690889.2938273,80,1729690889,270654714,,1,253,19,0,0,146,1,1,74,48532,4479061556858643069,4587360024883955630,562641633411,b''
1729690889.2938406,81,1729690889,270688954,,1,253,12,0,0,147,1,1,36,22411,398294132478344788,102368783,b''
1729690889.2940786,82,1729690889,270765510,,1,253,42,0,0,148,1,1,65,36914,422218907517909368,281481634008401478,131072999,0,0,65288,b''
1729690889.2940936,83,1729690889,272577325,,1,253,29,0,0,149,1,1,27,14948,981370353,6188274776670193,18387070558313447487,66001568025,b''
1729690889.2941074,84,1729690889,272653047,,1,253,24,0,0,150,1,1,116,22863,18434640615352236410,10696130720627759,1132094460859711167,b''
1729690889.294119,85,1729690889,272667954,,1,253,14,0,0,151,1,1,29,64248,4894943741574314362,15079630176256,b''
1729690889.2941332,86,1729690889,275640214,,1,253,16,0,0,152,1,1,111,29178,981370711000,1729690889271290677,b''
1729690889.294144,87,1729690889,275697862,,1,253,43,0,0,153,1,1,24,64311,981224000,3134951300325482082,27303308964690672,15878025439956828187,399131517042622471,15269888,b''
1729690889.2941537,88,1729690889,275842473,,1,253,11,0,0,154,1,1,2,8428,1729690882374558,3134951299990092157,b''
