Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,geo.latitude,geo.longitude,geo.altitude,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w,approach.x,approach.y,approach.z
1729690889.2923784,3,1729690885,47210383,,33.6371291,72.9912727,500.13613862570793,1.2233749628067017,5.13179874420166,-0.8999999761581421,nan,nan,nan,nan,0.0,0.0,-0.0
