Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,voltage,temperature,current,charge,capacity,design_capacity,percentage,power_supply_status,power_supply_health,power_supply_technology,present,cell_voltage_0,location,serial_number
1729690889.4795558,1598,1729690889,478896991,,0.7139999866485596,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7139999866485596,id0,
1729690889.5819712,1599,1729690889,581586084,,0.7160000205039978,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7160000205039978,id0,
1729690889.6819408,1600,1729690889,681600306,,0.7200000286102295,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7200000286102295,id0,
1729690889.780153,1601,1729690889,779688287,,0.7160000205039978,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7160000205039978,id0,
1729690889.881503,1602,1729690889,880010547,,0.7160000205039978,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7160000205039978,id0,
1729690889.9815328,1603,1729690889,980256861,,0.7080000042915344,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7080000042915344,id0,
1729690890.0821288,1604,1729690890,81699491,,0.7229999899864197,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7229999899864197,id0,
1729690890.1805248,1605,1729690890,179947843,,0.7229999899864197,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7229999899864197,id0,
1729690890.2810605,1606,1729690890,280126565,,0.7200000286102295,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7200000286102295,id0,
1729690890.3942518,1607,1729690890,381982676,,0.722000002861023,0.0,-0.9200000166893005,nan,nan,nan,0.8899999856948853,2,0,0,True,0.722000002861023,id0,
1729690890.481377,1608,1729690890,480124139,,0.7149999737739563,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7149999737739563,id0,
1729690890.5827708,1609,1729690890,582021713,,0.7099999785423279,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7099999785423279,id0,
1729690890.6833177,1610,1729690890,682830750,,0.7120000123977661,0.0,-0.8999999761581421,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7120000123977661,id0,
1729690890.780293,1611,1729690890,779786102,,0.7120000123977661,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7120000123977661,id0,
1729690890.8802433,1612,1729690890,879801565,,0.718999981880188,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.718999981880188,id0,
1729690890.9818263,1613,1729690890,981037713,,0.7110000252723694,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7110000252723694,id0,
1729690891.0832875,1614,1729690891,82850139,,0.7179999947547913,0.0,-0.9200000166893005,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7179999947547913,id0,
1729690891.1791856,1615,1729690891,178847398,,0.7139999866485596,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7139999866485596,id0,
1729690891.283325,1616,1729690891,282861805,,0.7179999947547913,0.0,-0.9200000166893005,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7179999947547913,id0,
1729690891.3823636,1617,1729690891,381942212,,0.718999981880188,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.718999981880188,id0,
1729690891.4822102,1618,1729690891,481883990,,0.7239999771118164,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7239999771118164,id0,
1729690891.5824492,1619,1729690891,581927786,,0.7139999866485596,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7139999866485596,id0,
1729690891.6810174,1620,1729690891,680188527,,0.7200000286102295,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7200000286102295,id0,
1729690891.7841146,1621,1729690891,783276175,,0.7120000123977661,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7120000123977661,id0,
1729690891.880407,1622,1729690891,880012934,,0.7200000286102295,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7200000286102295,id0,
1729690891.9804566,1623,1729690891,980021545,,0.722000002861023,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.722000002861023,id0,
1729690892.0802832,1624,1729690892,79974934,,0.7099999785423279,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7099999785423279,id0,
1729690892.1800027,1625,1729690892,179425193,,0.7160000205039978,0.0,-0.9200000166893005,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7160000205039978,id0,
1729690892.281378,1626,1729690892,281017805,,0.718999981880188,0.0,-0.9200000166893005,nan,nan,nan,0.8899999856948853,2,0,0,True,0.718999981880188,id0,
1729690892.3845668,1627,1729690892,384038286,,0.7229999899864197,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7229999899864197,id0,
1729690892.4843483,1628,1729690892,484010675,,0.7179999947547913,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7179999947547913,id0,
1729690892.5813665,1629,1729690892,581035619,,0.7170000076293945,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7170000076293945,id0,
1729690892.6820364,1630,1729690892,681312452,,0.7160000205039978,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7160000205039978,id0,
1729690892.7823956,1631,1729690892,782075267,,0.7160000205039978,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7160000205039978,id0,
1729690892.8800673,1632,1729690892,879361082,,0.7160000205039978,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7160000205039978,id0,
1729690892.981082,1633,1729690892,980360008,,0.718999981880188,0.0,-0.9200000166893005,nan,nan,nan,0.8899999856948853,2,0,0,True,0.718999981880188,id0,
1729690893.0824661,1634,1729690893,82122600,,0.7170000076293945,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7170000076293945,id0,
1729690893.1854844,1635,1729690893,185130526,,0.7179999947547913,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7179999947547913,id0,
1729690893.2811124,1636,1729690893,280495415,,0.7099999785423279,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7099999785423279,id0,
1729690893.3806276,1637,1729690893,380160045,,0.7099999785423279,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.722000002861023,id0,
1729690893.4797075,1638,1729690893,478699859,,0.722000002861023,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7229999899864197,id0,
1729690893.579913,1639,1729690893,579357285,,0.7229999899864197,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.722000002861023,id0,
1729690893.6804912,1640,1729690893,679449637,,0.722000002861023,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7229999899864197,id0,
1729690893.7856717,1641,1729690893,785217655,,0.7229999899864197,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7229999899864197,id0,
1729690893.8801925,1642,1729690893,879480748,,0.7229999899864197,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7170000076293945,id0,
1729690893.9836612,1643,1729690893,983238859,,0.7170000076293945,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7160000205039978,id0,
1729690894.083605,1644,1729690894,83252989,,0.7160000205039978,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7210000157356262,id0,
1729690894.1804109,1645,1729690894,180066989,,0.7210000157356262,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7120000123977661,id0,
1729690894.283198,1646,1729690894,282546785,,0.7120000123977661,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7170000076293945,id0,
1729690894.3851326,1647,1729690894,384780951,,0.7170000076293945,0.0,-0.9200000166893005,nan,nan,nan,0.8899999856948853,2,0,0,True,0.718999981880188,id0,
1729690894.4843042,1648,1729690894,483697507,,0.718999981880188,0.0,-0.9100000262260437,nan,nan,nan,0.8899999856948853,2,0,0,True,0.7160000205039978,id0,
