Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,time_ref.secs,time_ref.nsecs,source
1729690889.4745421,1597,1729690889,473838306,,1729690882,572205000,fcu
1729690889.5748942,1598,1729690889,573811899,,1729690882,672199000,fcu
1729690889.6748278,1599,1729690889,673785380,,1729690882,772404000,fcu
1729690889.7737322,1600,1729690889,771915936,,1729690882,870699000,fcu
1729690889.8748558,1601,1729690889,873722713,,1729690882,972662000,fcu
1729690889.97643,1602,1729690889,973792880,,1729690883,72577000,fcu
1729690890.0743074,1603,1729690890,73709047,,1729690883,172730000,fcu
1729690890.1764402,1604,1729690890,175746658,,1729690883,273232000,fcu
1729690890.27531,1605,1729690890,274773732,,1729690883,373684000,fcu
1729690890.378128,1606,1729690890,377796472,,1729690883,476137000,fcu
1729690890.475743,1607,1729690890,474971120,,1729690883,573758000,fcu
1729690890.577568,1608,1729690890,577077417,,1729690883,675679000,fcu
1729690890.6774528,1609,1729690890,676840620,,1729690883,776105000,fcu
1729690890.7772944,1610,1729690890,775984583,,1729690883,874566000,fcu
1729690890.8761356,1611,1729690890,873209935,,1729690883,972220000,fcu
1729690890.9764419,1612,1729690890,976000435,,1729690884,74455000,fcu
1729690891.0767877,1613,1729690891,76134583,,1729690884,174656000,fcu
1729690891.1734178,1614,1729690891,172949620,,1729690884,272078000,fcu
1729690891.2736182,1615,1729690891,272950305,,1729690884,372133000,fcu
1729690891.377605,1616,1729690891,377059749,,1729690884,475445000,fcu
1729690891.4777472,1617,1729690891,477060879,,1729690884,575596000,fcu
1729690891.5763755,1618,1729690891,575386083,,1729690884,673655000,fcu
1729690891.676081,1619,1729690891,675149675,,1729690884,773604000,fcu
1729690891.7795122,1620,1729690891,778223509,,1729690884,876387000,fcu
1729690891.8760712,1621,1729690891,875219286,,1729690884,974081000,fcu
1729690891.975948,1622,1729690891,975195138,,1729690885,74219000,fcu
1729690892.0743117,1623,1729690892,73309842,,1729690885,171680000,fcu
1729690892.1730301,1624,1729690892,171993138,,1729690885,269768000,fcu
1729690892.2740505,1625,1729690892,273233879,,1729690885,372437000,fcu
1729690892.3778393,1626,1729690892,377131193,,1729690885,475784000,fcu
1729690892.478341,1627,1729690892,477240638,,1729690885,575796000,fcu
1729690892.5747302,1628,1729690892,574095860,,1729690885,673238000,fcu
1729690892.674395,1629,1729690892,674059712,,1729690885,772941000,fcu
1729690892.7757022,1630,1729690892,775227193,,1729690885,873974000,fcu
1729690892.878103,1631,1729690892,877361563,,1729690885,974064000,fcu
1729690892.9763412,1632,1729690892,974848915,,1729690886,73997000,fcu
1729690893.0767384,1633,1729690893,75447211,,1729690886,174101000,fcu
