Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,param_id,value.integer,value.real,param_index,param_count
1729690906.0023546,2248,1729690906,1916593,,STAT_FLTTIME,21788,0.0,696,1010
1729690906.0102105,2249,1729690906,9909074,,STAT_RUNTIME,1019702,0.0,697,1010
1729690936.7556188,2250,1729690936,755225778,,STAT_FLTTIME,21819,0.0,696,1010
1729690936.775821,2251,1729690936,775281685,,STAT_RUNTIME,1019732,0.0,697,1010
1729690947.3244503,2252,1729690947,323775883,,MOT_THST_HOVER,0,0.16954274475574493,543,1010
1729690966.9840453,2253,1729690966,983509353,,STAT_FLTTIME,21829,0.0,696,1010
1729690966.986863,2254,1729690966,986473797,,STAT_RUNTIME,1019763,0.0,697,1010
