Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,rssi,channels_0,channels_1,channels_2,channels_3,channels_4,channels_5,channels_6,channels_7
1729690889.3724153,1596,1729690889,370264832,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690889.4730377,1597,1729690889,470257920,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690889.5697963,1598,1729690889,568254080,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690889.6723163,1599,1729690889,670248704,,255,1500,1500,1606,1502,1550,1000,1000,2000
1729690889.771003,1600,1729690889,768244352,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690889.8714073,1601,1729690889,868238976,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690889.974575,1602,1729690889,968233856,,255,1500,1500,1606,1502,1550,1000,1000,2000
1729690890.0710185,1603,1729690890,69228992,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690890.1718132,1604,1729690890,169223872,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690890.2704968,1605,1729690890,269218752,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690890.3728626,1606,1729690890,371212096,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690890.4732537,1607,1729690890,471206976,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690890.5743754,1608,1729690890,571198784,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690890.6705873,1609,1729690890,669195200,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690890.7722576,1610,1729690890,770191616,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690890.8723984,1611,1729690890,870188032,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690890.9715443,1612,1729690890,970183424,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690891.073244,1613,1729690891,72178816,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690891.169588,1614,1729690891,168175488,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690891.271271,1615,1729690891,270168064,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690891.3732586,1616,1729690891,371160384,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690891.4726746,1617,1729690891,471156032,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690891.5723636,1618,1729690891,571151168,,255,1500,1500,1606,1502,1550,1000,1000,2000
1729690891.671291,1619,1729690891,669149888,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690891.7728107,1620,1729690891,772144000,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690891.8724203,1621,1729690891,871138112,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690891.971925,1622,1729690891,970135296,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690892.0717335,1623,1729690892,69130944,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690892.1718702,1624,1729690892,167128640,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690892.2723851,1625,1729690892,268122240,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690892.372367,1626,1729690892,370119168,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690892.4730997,1627,1729690892,471114560,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690892.572478,1628,1729690892,568110208,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690892.6725748,1629,1729690892,671104064,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690892.772715,1630,1729690892,771099456,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690892.872862,1631,1729690892,871096384,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690892.9709647,1632,1729690892,969096384,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690893.071006,1633,1729690893,69089216,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690893.1738052,1634,1729690893,172083584,,255,1500,1500,1606,1502,1550,1000,999,2000
1729690893.275282,1635,1729690893,270080000,,255,1500,1500,1606,1502,1550,999,1000,2000
1729690893.3689072,1636,1729690893,368072576,,255,1500,1500,1606,1502,1550,1000,2000,2000
1729690893.4690487,1637,1729690893,468068992,,255,1500,1500,1606,1502,1550,1000,2000,2000
1729690893.569875,1638,1729690893,568060800,,255,1500,1500,1606,1502,1550,999,2000,2000
1729690893.6700103,1639,1729690893,669052608,,255,1500,1500,1606,1502,1550,1000,2000,2000
1729690893.7763944,1640,1729690893,771043904,,255,1500,1500,1605,1502,1550,999,2000,2000
1729690893.8710475,1641,1729690893,870035968,,255,1500,1500,1606,1502,1550,1000,2000,2000
1729690893.9768672,1642,1729690893,972027776,,255,1500,1500,1606,1502,1550,999,2000,2000
1729690894.0749953,1643,1729690894,73019840,,255,1500,1500,1606,1502,1550,1000,2000,2000
1729690894.1701384,1644,1729690894,168017536,,255,1500,1500,1606,1502,1550,999,2000,2000
1729690894.272656,1645,1729690894,272014208,,255,1500,1500,1606,1502,1550,1000,2000,2000
1729690894.3749888,1646,1729690894,373010880,,255,1500,1500,1606,1502,1550,1000,2000,2000
1729690894.4731047,1647,1729690894,472004736,,255,1500,1500,1606,1502,1550,999,2000,2000
1729690894.5700793,1648,1729690894,569001920,,255,1500,1500,1606,1502,1550,1000,2000,2000
1729690894.670793,1649,1729690894,670000128,,255,1500,1500,1606,1502,1550,999,2000,2000
1729690894.7704775,1650,1729690894,768997056,,255,1500,1500,1606,1502,1550,1000,2000,2000
1729690894.8735008,1651,1729690894,871993728,,255,1500,1500,1621,1502,1550,999,2000,2000
1729690894.9702609,1652,1729690894,968993216,,255,1500,1500,1623,1502,1550,1000,2000,2000
1729690895.0716097,1653,1729690895,69989632,,255,1500,1500,1627,1502,1550,999,2000,2000
1729690895.1739285,1654,1729690895,172985024,,255,1500,1500,1645,1502,1550,1000,2000,2000
1729690895.2735572,1655,1729690895,271979904,,255,1500,1500,1645,1502,1550,999,2000,2000
1729690895.372236,1656,1729690895,370977856,,255,1500,1500,1651,1502,1550,1000,2000,2000
1729690895.470977,1657,1729690895,469972224,,255,1500,1500,1669,1502,1550,999,2000,2000
1729690895.5705886,1658,1729690895,568967360,,255,1500,1500,1693,1501,1550,1000,2000,2000
1729690895.671081,1659,1729690895,669959680,,255,1500,1500,1692,1501,1550,999,2000,2000
1729690895.773004,1660,1729690895,771954560,,255,1500,1500,1692,1502,1550,1000,2000,2000
1729690895.8709571,1661,1729690895,869952256,,255,1500,1500,1692,1501,1550,999,2000,2000
1729690895.9703028,1662,1729690895,968947648,,255,1500,1500,1692,1502,1550,1000,2000,2000
1729690896.071094,1663,1729690896,68945088,,255,1500,1500,1692,1502,1550,999,2000,2000
1729690896.1716936,1664,1729690896,169943296,,255,1500,1500,1692,1501,1550,1000,2000,2000
1729690896.2739573,1665,1729690896,271940224,,255,1500,1500,1692,1502,1550,999,2000,2000
1729690896.3733468,1666,1729690896,371936896,,255,1500,1500,1692,1502,1550,1000,2000,2000
1729690896.4702976,1667,1729690896,468935360,,255,1500,1500,1692,1501,1550,999,2000,2000
1729690896.57321,1668,1729690896,571929472,,255,1500,1500,1692,1502,1550,1000,2000,2000
1729690896.6721265,1669,1729690896,670927168,,255,1500,1500,1692,1502,1550,999,2000,2000
1729690896.773252,1670,1729690896,771921024,,255,1500,1500,1692,1501,1550,1000,2000,2000
1729690896.874706,1671,1729690896,870918208,,255,1500,1500,1692,1501,1550,999,2000,2000
1729690896.9741344,1672,1729690896,972911296,,255,1500,1500,1692,1501,1550,1000,2000,2000
1729690897.07741,1673,1729690897,73910528,,255,1500,1500,1692,1501,1550,999,2000,2000
1729690897.1776328,1674,1729690897,175906944,,255,1500,1500,1692,1502,1550,1000,2000,2000
1729690897.2774057,1675,1729690897,275896960,,255,1500,1500,1692,1501,1550,999,2000,2000
1729690897.3806484,1676,1729690897,378879552,,255,1500,1500,1691,1501,1550,1000,2000,2000
1729690897.489213,1677,1729690897,478869568,,255,1500,1500,1687,1499,1550,999,2000,2000
1729690897.5840316,1678,1729690897,581869568,,255,1500,1500,1660,1497,1550,1000,2000,2000
1729690897.672721,1679,1729690897,670869568,,255,1500,1500,1635,1497,1550,999,2000,2000
